scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size,fund_age,fund_manager,sortino,alpha,standard_deviation,beta,sharpe,risk_level,amc_name,rating,return_1yr,return_3yr,return_5yr,risk_adjusted_score,cost_efficiency,stability_score,experience_factor,category_Equity,category_Hybrid,category_Other,category_Solution Oriented,sub_category_Arbitrage Mutual Funds,sub_category_Banking and PSU Mutual Funds,sub_category_Childrens Funds,sub_category_Conservative Hybrid Mutual Funds,sub_category_Contra Funds,sub_category_Corporate Bond Mutual Funds,sub_category_Credit Risk Funds,sub_category_Dividend Yield Funds,sub_category_Dynamic Asset Allocation or Balanced Advantage,sub_category_Dynamic Bond,sub_category_ELSS Mutual Funds,sub_category_Equity Savings Mutual Funds,sub_category_Fixed Maturity Plans,sub_category_Flexi Cap Funds,sub_category_Floater Mutual Funds,sub_category_FoFs Domestic,sub_category_FoFs Overseas,sub_category_Focused Funds,sub_category_Gilt Mutual Funds,sub_category_Index Funds,sub_category_Large & Mid Cap Funds,sub_category_Large Cap Mutual Funds,sub_category_Liquid Mutual Funds,sub_category_Low Duration Funds,sub_category_Medium Duration Funds,sub_category_Medium to Long Duration Funds,sub_category_Mid Cap Mutual Funds,sub_category_Money Market Funds,sub_category_Multi Asset Allocation Mutual Funds,sub_category_Multi Cap Funds,sub_category_Overnight Mutual Funds,sub_category_Retirement Funds,sub_category_Sectoral / Thematic Mutual Funds,sub_category_Short Duration Funds,sub_category_Small Cap Mutual Funds,sub_category_Ultra Short Duration Funds,sub_category_Value Funds,amc_name_encoded
AXIS Regular Saver Fund,1.2584885824625665,-1.0713053680231932,0.33623634453561585,-0.5150002958278712,0.6428817921498922,Devang Shah,-0.16467652896125307,-0.3056745109878801,-0.7449554147081919,-0.33889909579808175,0.3300307352158595,4,Axis Mutual Fund,3,1.8,10.9,7.0,-0.024638957818349703,-0.5784772382557246,-0.34838739015648906,-0.2405551283300073,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
AXIS Retirement Savings Fund,1.2584885824625665,0.8203147379875227,-0.21512675472926251,-0.5359194481572596,-2.07791218336264,Jinesh Gopani,-0.8155147651092125,-2.077330482204876,0.45018763884649704,-0.01669532416545801,-0.7991791850627077,6,Axis Mutual Fund,2,-1.3,13.6,8.9,-0.8378469411483277,-0.32820398397731765,-0.5240790032779883,-1.1233915077357417,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
AXIS Short Term Fund,1.2584885824625665,0.8203147379875227,-0.8513149461887375,0.5063734992909513,0.6428817921498922,Devang Shah,0.11425414367358668,0.6125446410260159,-1.16612710863822,2.1236583016798285,0.3494998717723861,3,Axis Mutual Fund,4,4.9,6.9,7.4,0.18725326319016578,-0.31986461777400477,0.16807425789250297,0.7782224280815656,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
AXIS Small Cap Fund,-0.10995788207717416,-1.0713053680231932,-0.3423643930211574,1.1730378720654735,0.25419693850524466,Anupam Tiwari,0.9820384585375329,1.6659617049928783,0.6252200311291061,-0.4539718713811615,1.6734011576162238,6,Axis Mutual Fund,5,3.4,34.5,19.4,1.218080284312673,0.704281995893176,-0.5322827145699788,1.686371992171146,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
AXIS Strategic Bond Fund,1.2584885824625665,0.8203147379875227,-0.660458488750895,-0.32611714669317493,0.6428817921498922,Devang Shah,-0.28089764255910293,0.03795351522590922,-1.127838772826399,-0.3619136509146978,0.5052529642246024,4,Axis Mutual Fund,4,5.2,7.4,7.4,-0.058999858522433314,-0.4206891163191221,0.05156644268776131,0.1407051841921151,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
AXIS Treasury Advantage Fund,1.2584885824625665,0.8203147379875227,-0.8725212192373867,0.12738564468115654,0.6428817921498922,Devang Shah,0.8503211964599697,0.18723454300730946,-1.2673177104266031,0.7197704395662533,1.069857924363886,2,Axis Mutual Fund,4,5.3,5.9,6.6,0.9431930786800047,-0.38636793724579416,0.8369856682013512,0.3063346642222174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
AXIS Triple Advantage Fund,1.2584885824625665,-1.0713053680231932,0.039348521854527495,-0.3514644407565214,0.6428817921498922,R Sivakumar,-0.21891304864024957,-1.3055757348066934,0.4515550794112049,0.121392006534238,-0.23457422492342406,6,Axis Mutual Fund,2,-5.1,18.1,10.4,-0.2308043620428511,-0.2662807282699227,-0.5241491510326811,-1.3499601360788063,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
AXIS Ultra Short Term Fund,1.2584885824625665,0.8203147379875227,-0.8301086731400883,0.10860421594747209,-1.3005424760733453,Aditya Pagaria,1.4236786902093626,-0.03809531024763433,-1.313810689626671,-0.10875354463192176,1.8922342525115876,3,Axis Mutual Fund,4,5.7,5.4,8.9,1.6088782616537838,-0.4596396892476552,1.770584525086404,-0.3014942766429695,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
Bandhan Asset Allocation FoF – Moderate – Direct Growth,-1.2047150537089666,-0.8611253562442248,-0.5968396696049475,-0.5747038619650306,0.6428817921498922,Sachin Relekar,-0.28089764255910293,-0.4774885240947748,-0.4851417074136944,-0.9833066390633292,0.21321591587669733,5,Bandhan Mutual Fund,0,1.3,12.7,6.9,-0.14490211028264222,-0.13856856733945558,-0.426223919174683,-0.43118528459106853,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Bandhan FTP – Sr.179,-1.4784043466169148,0.8203147379875227,-1.3602654993563177,-0.5334763354764551,-1.6892273297179927,Harshal Joshi,-1.3423838134194657,2.071555440851777,-0.8420436948024516,4.12408343241609,-1.091216233410613,3,Bandhan Mutual Fund,0,4.4,6.2,8.9,-1.3131727342214838,1.691857915066051,-0.3002269863988969,0.5632166124953195,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Bank of India Arbitrage Fund,1.2584885824625665,0.8203147379875227,0.5907116211194059,-0.5753146401352318,-1.3005424760733453,Alok Singh,-2.375357071077156,-0.615503059213428,-1.3042386056737159,-0.7761756430137853,-2.5334898695181347,1,Bank of India Mutual Fund,1,4.2,3.8,8.9,-2.5009145352259727,-0.7988124868256253,1.4918792490787516,-0.6218154408521297,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
Bank of India Balanced Advantage Fund,1.2584885824625665,0.8203147379875227,2.5841012876924276,-0.56340446581631,0.25419693850524466,Alok Singh,-0.6373090575925093,-0.9788474475870249,0.1233693438813131,-0.7301465327805533,-0.7602409119496536,6,Bank of India Mutual Fund,2,13.6,12.1,5.1,-0.6946765215479794,-0.7380842835723875,-0.5036690598660486,-0.9546369431767693,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
Bank of India Conservative Hybrid Fund,1.2584885824625665,2.922114855777207,2.5841012876924276,-0.5675272184651675,0.6428817921498922,Alok Singh,1.6096324719659225,1.130803303512387,0.23413202962265162,-0.5000009816143935,-0.5266112732713294,3,Bank of India Mutual Fund,4,20.484,15.5,6.4,1.0348221472242272,-0.6937298871270139,-0.5115085268919964,1.3532379813936193,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
Bank of India Credit Risk Fund,-1.4784043466169148,0.8203147379875227,1.7782629118437594,-0.5525631532952401,-0.1344879151394028,Alok Singh,-1.3346357391796089,-2.364964039884812,2.0019044940544135,-4.389460796322495,-1.5974137838803155,4,Bank of India Mutual Fund,5,20.484,12.8,3.064,-1.456343153821832,-0.6877495962576785,-0.5672565509348204,-2.1521568343015822,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
Bank of India Large & Mid Cap Equity Fund,1.2584885824625665,0.8203147379875227,2.5204824685464797,-0.545997287965578,0.6428817921498922,Nitin Gosar,0.021277252795306997,-0.20427607702315542,0.7400850385645682,0.052348341184389996,0.3884381448854402,6,Bank of India Mutual Fund,2,2.7,25.6,9.5,0.12998509535002667,-0.5566702746179885,-0.5369324190124104,-0.12805208529069254,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
Bank of India Liquid Fund,-1.4784043466169148,0.8203147379875227,-1.1057902227725274,-0.5156110739980724,0.6428817921498922,Mithraem Bharucha,1.1060076463752393,-0.29440801832513297,-1.334322298097289,-0.22382632021500176,-0.5460804098278564,2,Bank of India Mutual Fund,4,5.7,4.3,5.3,0.6568522394793077,-0.29761437184843487,2.7135632022867306,-0.22805479021452793,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
Bank of India Manufacturing & Infrastr Fund,1.2584885824625665,0.8203147379875227,1.7994691848924085,-0.5638625494439607,0.6428817921498922,Nitin Gosar,0.4629174844671366,2.753178246947982,0.8426430809176594,-0.7301465327805533,1.1672036071465213,6,Bank of India Mutual Fund,4,7.6,35.4,11.5,0.6854863233993778,-0.32388899624776313,-0.5406789766857106,3.153286670022656,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3
Bank of India Mid & Small Cap Equity & Debt Fund,1.2584885824625665,0.8203147379875227,2.5841012876924276,-0.5191230484767287,-0.5231727687840503,Alok Singh,-0.05620348960325969,2.378567365911638,0.7346152763057365,-0.24684087533161778,0.7583517394594539,6,Bank of India Mutual Fund,4,-0.3,29.3,10.4,0.18152644640615195,-0.5137032192016743,-0.5367224249847585,1.7185603628185049,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
Bank of India Midcap Tax Fund,-1.4784043466169148,-1.0713053680231932,0.5270928019734583,-0.5693595529757709,-1.3005424760733453,Dhruv Bhatia,0.005781104315593661,0.19850103567005667,0.9424662421413348,0.029333786067773992,0.3494998717723861,6,Bank of India Mutual Fund,0,-4.1,27.1,10.6,0.10707782821397042,-0.181433541857107,-0.5440087125874776,-0.1702407264304356,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
Bank of India Overnight Fund,-1.4784043466169148,0.8203147379875227,-1.1269964958211767,-0.5646260221567122,-2.07791218336264,Mithraem Bharucha,-0.5520802409540861,-0.46903865459771443,-1.3397920603561209,-0.8912484185968653,-1.5779446473237884,1,Bank of India Mutual Fund,5,5.5,4.0,8.9,-0.8722078418524113,-0.3066197356284546,3.105542362666677,-0.5880645279403353,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3
Bank of India Short Term Income – Direct Growth,1.2584885824625665,0.8203147379875227,0.5907116211194059,-0.566152967582215,0.6428817921498922,Mithraem Bharucha,-1.4508568527774588,0.32524907812596265,0.17806696646962844,-4.251373465622798,-1.5000681010976806,2,Bank of India Mutual Fund,5,20.484,8.8,4.0,-1.5136113216619715,-0.6710213467606055,-0.5076791471253029,0.45946380613684024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3
Bank of India Small Cap Fund,1.2584885824625665,0.8203147379875227,1.735850365746461,-0.5139314340300193,-1.6892273297179927,Dhruv Bhatia,1.1834883887738064,1.7335606609693615,1.1352753617651463,-0.10875354463192176,1.4203023823813723,6,Bank of India Mutual Fund,4,-1.0,45.668000000000006,8.9,1.292528902504854,-0.14339859515668799,-0.5496937425758047,0.4132125551095665,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
Bank of India Tax Advantage Fund,-0.10995788207717416,-1.0713053680231932,1.2905186317248285,-0.4739254638818459,0.6428817921498922,Alok Singh,0.19173488607215336,0.2970828464690946,0.8426430809176594,0.075362896301006,0.5831295104507106,6,Bank of India Mutual Fund,4,0.9,29.0,13.2,0.3132432324384721,-0.3414553508081155,-0.5406789766857106,0.4282129608481417,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
Bank of India Ultra Short Duration Fund,1.2584885824625665,0.8203147379875227,-0.7240773078968425,-0.5591290186249022,0.6428817921498922,Mithraem Bharucha,-0.3661264591975261,-0.10287764305843068,-1.315178130191379,0.6046976639831738,-0.2540433614799511,3,Bank of India Mutual Fund,2,5.2,4.7,5.7,-0.34534069772312953,-0.5689361713617245,1.816524837403846,-0.015549042251377676,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
Baroda BNP Paribas Aggressive Hybrid Fund,-0.6573364678930703,0.8203147379875227,-0.19392048168061332,-0.459266787797019,-0.9118576224286978,Jitendra Sriram,0.12200221791344353,-0.1535768600407931,0.22319250510498856,-0.15478265486515377,0.36896900832891316,6,Baroda BNP Paribas Mutual Fund,5,3.5,20.6,13.3,0.1987068967581934,-0.050087337443341276,-0.5107822802441795,-0.3068069203420483,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
Baroda BNP Paribas Arbitrage Fund,-0.6573364678930703,0.8203147379875227,-0.4483957582644033,-0.5230931065830361,-0.9118576224286978,Neeraj Saxena,-1.2726511452607556,-0.2915913951594462,-1.2891967594619291,-0.6150737571974735,-0.6823643657235456,1,Baroda BNP Paribas Mutual Fund,3,5.2,4.6,5.6,-1.1413682307010662,-0.660800454850293,1.1649457417629645,-0.398684405490822,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
Baroda BNP Paribas Balanced Advantage Fund,-0.10995788207717416,0.8203147379875227,-0.13030166253466577,-0.10028191826131087,-1.6892273297179927,Sanjay Chawla,0.6023828207845566,0.05203663105434316,0.05909963734004279,-0.3619136509146978,0.5052529642246024,6,Baroda BNP Paribas Mutual Fund,4,3.7,19.8,8.9,0.5938572548551547,-0.12104442827468802,-0.49856938256608185,-0.33305763038455505,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
Baroda BNP Paribas Banking & PSU Bond Fund,-0.10995788207717416,0.8203147379875227,-0.660458488750895,-0.571039192943824,-2.4665970370072876,Prashant Pimple,0.1723647004725118,-0.16484335270354022,0.25874595978739345,0.006319230951157992,0.17427764276364324,2,Baroda BNP Paribas Mutual Fund,2,2.5,18.15,8.9,0.17866303801414454,0.269700052231705,-0.5131072656454442,-0.5443133445361573,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
Baroda BNP Paribas Banking&Fin Serv Fund,-0.10995788207717416,0.8203147379875227,1.9691193692816016,-0.5666110512098659,0.6428817921498922,Miten Vora,-0.6683013545519361,-1.491472863742022,1.741051531930738,0.075362896301006,-0.7407717753931268,6,Baroda BNP Paribas Mutual Fund,2,6.6,19.2,9.1,-0.7118569719000214,-0.6008996581023353,-0.5629941799296122,-1.5562157149842166,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4
Baroda BNP Paribas Conservative Hybrid Fund,-0.6573364678930703,-0.8611253562442248,0.1665861601464226,-0.500647008828145,0.6428817921498922,Pratish Krishnan,0.08326184671416036,-0.502838132585956,-0.8803320306142723,-0.6380883123140896,0.17427764276364324,4,Baroda BNP Paribas Mutual Fund,4,3.7,9.2,7.7,0.11280464499798473,-0.6005076239661585,-0.2761522981106161,-0.45931104535089723,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
Baroda BNP Paribas Corporate Bond Fund,-0.6573364678930703,0.8203147379875227,-0.8089024000914391,-0.5745511674224804,0.6428817921498922,Mayank Prakash,-1.5515818178955956,-0.48875501675752203,-1.0827132341910388,0.098377451417622,-1.5000681010976806,2,Baroda BNP Paribas Mutual Fund,2,2.8,5.6,4.4,-1.5880599398541526,-0.4576193674866761,-0.0480164206681784,-0.443685622706548,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
Baroda BNP Paribas Credit Risk Fund,-0.10995788207717416,0.8203147379875227,0.1665861601464226,-0.5498146515293351,-0.1344879151394028,Prashant Pimple,-0.5675763894337995,-0.19864283069178185,-0.5931695120256171,-4.389460796322495,-0.27351249803647815,4,Baroda BNP Paribas Mutual Fund,5,5.7,10.9,7.6,-0.49996475089150594,-0.5459180131156043,-0.4000540243157095,-0.22930482402607585,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
Baroda BNP Paribas Dynamic Bond Fund,-0.6573364678930703,-0.8611253562442248,0.018142248805878308,-0.5595871022525529,0.6428817921498922,Mayank Prakash,-1.605818337574592,-0.4267893071124124,-1.0239132899085999,1.1570469867819573,-1.3832532817585184,3,Baroda BNP Paribas Mutual Fund,2,5.2,5.7,6.6,-1.5937867566381667,-0.6948524748428536,-0.14056200769533372,-0.37493376307141113,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
Baroda BNP Paribas ELSS Fund,-0.10995788207717416,-1.0713053680231932,0.8875994438004945,-0.4777428274456029,0.6428817921498922,Sanjay Chawla,0.22272718303158004,-0.9478645927644701,0.5855642547525773,-0.06272443439869001,0.17427764276364324,6,Baroda BNP Paribas Mutual Fund,3,-2.4,20.4,10.5,0.2158873471102353,-0.439718801342031,-0.5305516663295651,-0.9530744009123344,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
Baroda BNP Paribas Equity Savings Fund,-0.10995788207717416,0.8203147379875227,1.5874064544059168,-0.5389733390082652,-1.6892273297179927,Pratish Krishnan,-0.16467652896125307,-0.6126864360477411,-0.7148717222846186,-0.2928699855648498,-0.15669767869731593,4,Baroda BNP Paribas Mutual Fund,3,3.7,9.8,8.9,-0.16780937741869795,-0.7266495921015069,-0.3604837928984002,-0.6280656099098695,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
Baroda BNP Paribas Focused Fund,-0.6573364678930703,0.8203147379875227,-0.0666828433887182,-0.5314913064233014,-1.3005424760733453,Sanjay Chawla,0.25371947999100675,-1.0239134182380136,0.6279549122585218,-0.01669532416545801,0.13533936965058918,6,Baroda BNP Paribas Mutual Fund,3,0.5,23.1,9.9,0.22734098067826344,-0.03237489637879296,-0.5323995847434042,-0.8483840691951943,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
Baroda BNP Paribas Gilt Fund,-0.10995788207717416,0.8203147379875227,-1.1906153149671241,-0.5560751277738966,0.6428817921498922,Mayank Prakash,-1.7762759708514388,-0.6633856530301036,-0.9910947163556107,-0.4539718713811615,-1.7921051494455857,3,Baroda BNP Paribas Mutual Fund,2,3.7,4.9,6.8,-1.8400398783507654,-0.019340200874371372,-0.18024040172477204,-0.637440863496479,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
Baroda BNP Paribas India Consumption Fund,-0.6573364678930703,0.8203147379875227,0.2302049792923702,-0.4427757772015888,-1.3005424760733453,Shiv Chanani,0.34669637086928673,-0.004295832259392721,0.4761690095759467,-0.33889909579808175,0.3494998717723861,6,Baroda BNP Paribas Mutual Fund,3,5.2,23.3,8.9,0.35905776671058354,-0.17544569323126374,-0.5253941964361749,-0.2827437694697504,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4
Baroda BNP Paribas Large Cap Fund,-0.6573364678930703,0.8203147379875227,0.5058865289248091,-0.37146742583060804,0.6428817921498922,Jitendra Sriram,0.06001762399459017,-0.7338012321722736,0.6060758632231956,0.006319230951157992,0.23268505243322435,6,Baroda BNP Paribas Mutual Fund,4,3.0,23.5,12.8,0.11280464499798473,-0.2697574388495934,-0.5314556395190481,-0.7155679767182254,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
Baroda BNP Paribas Liquid Fund,-0.10995788207717416,0.8203147379875227,-1.0845839497238783,0.4437687368453366,0.6428817921498922,Vikram Pamnani,1.144748017574523,-0.31130775731925375,-1.334322298097289,-0.31588454068146576,-0.5266112732713294,2,Baroda BNP Paribas Mutual Fund,5,5.7,4.4,5.4,0.6912131401833915,-0.31592110260346695,2.7135632022867306,-0.246805297387747,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
Baroda BNP Paribas Low Duration Fund,-0.6573364678930703,0.8203147379875227,-0.660458488750895,-0.5504254296995361,0.6428817921498922,Mayank Prakash,-0.06395156384311654,0.20976752833280388,-1.255010745344232,0.9729305458490293,0.6025986470072376,3,Baroda BNP Paribas Mutual Fund,3,5.0,6.0,6.5,0.12998509535002617,-0.510600263851323,0.7005486528014253,0.33133534045317625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4
Baroda BNP Paribas Medium Duration Fund,-0.6573364678930703,0.8203147379875227,-0.024270297291420065,-0.5714972765714748,0.25419693850524466,Mayank Prakash,-1.7142913769325854,-0.5648038422310656,-1.0663039474145444,0.6967558844496373,-1.7142286032194776,3,Baroda BNP Paribas Mutual Fund,2,3.9,5.0,3.5,-1.7713180769425982,-0.7144340718572058,-0.07726456414096992,-0.5411882600072874,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4
Baroda BNP Paribas Mid Cap Fund,-0.6573364678930703,0.8203147379875227,-0.2363330277779117,-0.39513507992590147,0.6428817921498922,Shiv Chanani,0.5558943753454166,-0.3141243804849405,0.7906803394587597,0.006319230951157992,0.9141048319116698,6,Baroda BNP Paribas Mutual Fund,3,2.4,30.6,13.6,0.6797595066153634,0.4031085722308578,-0.5388248385263794,-0.24993038191661684,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4
Baroda BNP Paribas Money Market Fund,-0.10995788207717416,0.8203147379875227,-1.063377676675229,-0.5601978804227541,-1.6892273297179927,Vikram Pamnani,-1.3346357391796089,-0.19864283069178185,-1.323382773579626,0.6737413293330212,-1.5974137838803155,2,Baroda BNP Paribas Mutual Fund,2,5.0,4.1,8.9,-1.456343153821832,-0.3824893852754482,2.134111302020278,-0.444310639612322,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4
Baroda BNP Paribas Multi Cap Fund,-0.10995788207717416,0.8203147379875227,0.8451868977031961,-0.32856025937397937,0.6428817921498922,Sanjay Chawla,0.32345214814971657,-0.08879452722999674,0.8385407592235355,0.098377451417622,0.4663146911115484,6,Baroda BNP Paribas Mutual Fund,2,-1.7,28.8,12.3,0.3762382170626255,-0.24015536197978712,-0.5405357462653596,7.638039297149037e-05,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4
Baroda BNP Paribas Overnight Fund,-0.10995788207717416,0.8203147379875227,-1.3178529532590193,-0.5125571831470668,-1.6892273297179927,Vikram Pamnani,-1.7917721193311522,-0.5084713789173296,-1.3397920603561209,-0.9372775288300972,-2.239895290245707,1,Baroda BNP Paribas Mutual Fund,3,5.4,3.9,8.9,-1.9832102979511137,0.3249704366586386,3.105542362666677,-0.5818143588825956,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4
Baroda BNP Paribas Short Duration Fund,-0.10995788207717416,0.8203147379875227,-0.7028710348481934,-0.5412637571465193,0.6428817921498922,Prashant Pimple,-1.0866973635041959,0.33088232445733623,-1.1469829407323093,1.594323533997661,-0.6239569560539646,3,Baroda BNP Paribas Mutual Fund,3,4.2,5.7,6.7,-0.9867441775326901,-0.510080077699686,0.10516006431214804,0.4657139751945801,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4
