scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size,fund_age,fund_manager,sortino,alpha,standard_deviation,beta,sharpe,risk_level,amc_name,rating,return_1yr,return_3yr,return_5yr,risk_adjusted_score,cost_efficiency,stability_score,experience_factor,category_Equity,category_Hybrid,category_Other,category_Solution Oriented,sub_category_Arbitrage Mutual Funds,sub_category_Banking and PSU Mutual Funds,sub_category_Childrens Funds,sub_category_Conservative Hybrid Mutual Funds,sub_category_Contra Funds,sub_category_Corporate Bond Mutual Funds,sub_category_Credit Risk Funds,sub_category_Dividend Yield Funds,sub_category_Dynamic Asset Allocation or Balanced Advantage,sub_category_Dynamic Bond,sub_category_ELSS Mutual Funds,sub_category_Equity Savings Mutual Funds,sub_category_Fixed Maturity Plans,sub_category_Flexi Cap Funds,sub_category_Floater Mutual Funds,sub_category_FoFs Domestic,sub_category_FoFs Overseas,sub_category_Focused Funds,sub_category_Gilt Mutual Funds,sub_category_Index Funds,sub_category_Large & Mid Cap Funds,sub_category_Large Cap Mutual Funds,sub_category_Liquid Mutual Funds,sub_category_Low Duration Funds,sub_category_Medium Duration Funds,sub_category_Medium to Long Duration Funds,sub_category_Mid Cap Mutual Funds,sub_category_Money Market Funds,sub_category_Multi Asset Allocation Mutual Funds,sub_category_Multi Cap Funds,sub_category_Overnight Mutual Funds,sub_category_Retirement Funds,sub_category_Sectoral / Thematic Mutual Funds,sub_category_Short Duration Funds,sub_category_Small Cap Mutual Funds,sub_category_Ultra Short Duration Funds,sub_category_Value Funds,amc_name_encoded
ITI Banking & PSU Debt Fund,-0.10995788207717416,0.8203147379875227,-1.169409041918475,-0.5730242219969776,-2.4665970370072876,Vikrant Mehta,0.1723647004725118,-0.16484335270354022,0.25874595978739345,0.006319230951157992,0.17427764276364324,2,ITI Mutual Fund,5,5.4,18.15,8.9,0.17866303801414454,2.1345898150583094,-0.5131072656454442,-0.5443133445361573,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14
ITI Dynamic Bond Fund,-0.10995788207717416,0.8203147379875227,-1.1906153149671241,-0.5684433857204692,-2.4665970370072876,Vikrant Mehta,0.1723647004725118,-0.16484335270354022,0.25874595978739345,0.006319230951157992,0.17427764276364324,2,ITI Mutual Fund,5,5.7,18.15,8.9,0.17866303801414454,2.3510403234743755,-0.5131072656454442,-0.5443133445361573,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14
ITI Liquid Fund,-0.10995788207717416,0.8203147379875227,-1.29664668021037,-0.5724134438267765,-1.6892273297179927,Vikrant Mehta,-2.0552066434862786,-0.5056547557516429,-1.3356897386619973,-0.8912484185968653,-2.3372409730283423,1,ITI Mutual Fund,2,5.5,3.9,8.9,-2.206556152527657,0.18932948677155076,2.8036126835985775,-0.5805643250710476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14
ITI Long Term Equity Fund,-0.10995788207717416,-1.0713053680231932,-0.5544271235076491,-0.5533266260079914,-2.07791218336264,Dhimant Shah,0.5094059299062766,-0.6098698128820543,0.7455548008233996,0.006319230951157992,0.21321591587669733,6,ITI Mutual Fund,2,5.6,23.7,8.9,0.4392332016867784,0.4531752695427799,-0.5371413354575454,-0.634940795873383,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14
ITI Overnight Fund,-0.10995788207717416,0.8203147379875227,-1.3178529532590193,-0.5731769165395278,-2.07791218336264,Vikrant Mehta,-2.375357071077156,-0.5479041032369448,-1.3397920603561209,-1.0063211941799453,-2.5334898695181347,1,ITI Mutual Fund,1,5.2,3.8,8.9,-2.5009145352259727,0.29366520101931354,3.105542362666677,-0.614315237982842,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14
ITI Small Cap Fund,-0.10995788207717416,0.8203147379875227,-0.5544271235076491,-0.422162013957301,-2.07791218336264,Dhimant Shah,-0.17242460320110956,-2.0294478883882006,1.5167912793186453,0.21345022700070174,0.13533936965058918,6,ITI Mutual Fund,1,6.5,29.4,8.9,-0.08763394244250286,0.777644528195167,-0.5587173990747092,-1.1074535766385052,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,14
ITI Ultra Short Duration Fund,-0.10995788207717416,0.8203147379875227,-1.275440407161721,-0.5589763240823519,-2.4665970370072876,Vikrant Mehta,0.1723647004725118,-0.16484335270354022,0.25874595978739345,0.006319230951157992,0.17427764276364324,2,ITI Mutual Fund,2,5.3,18.15,8.9,0.17866303801414454,3.6497000881976702,-0.5131072656454442,-0.5443133445361573,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14
JM Arbitrage Fund,-0.10995788207717416,0.8203147379875227,-0.7240773078968425,-0.5679853020928184,0.6428817921498922,Asit Bhandarkar,-2.2799007964421216,-0.5253711179114504,-1.2878293188972212,-0.7071319776639373,-2.5334898695181347,1,JM Financial Mutual Fund,1,5.4,3.8,4.5,-2.4303601524469216,-0.6315527296004445,1.1401779830166154,-0.48431172158185604,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17
JM Dynamic Bond Fund,1.2584885824625665,0.8203147379875227,-0.15150793558331496,-0.5705811093161731,0.6428817921498922,Gurvinder Singh Wasan,-0.7690263196700727,-0.3056745109878801,-1.16612710863822,-0.4769864264977775,-0.4876730001582755,2,JM Financial Mutual Fund,4,4.8,6.0,6.1,-0.7118569719000214,-0.6573916440860686,0.16807425789250297,-0.2405551283300073,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17
JM Equity Hybrid Fund,-0.10995788207717416,0.8203147379875227,1.4177562700167237,-0.5754673346777821,0.6428817921498922,Asit Bhandarkar,0.8968096418991097,0.9927887683937338,0.998531305294358,0.32852300258378175,0.3884381448854402,6,JM Financial Mutual Fund,4,8.0,29.5,11.2,0.7771153919436001,-0.3565976086241193,-0.5457565938495655,1.2001088394789963,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17
JM Flexicap Fund,-0.10995788207717416,0.8203147379875227,1.947913096232953,-0.5382098662955137,0.6428817921498922,Gurvinder Singh Wasan,0.8038327510208297,-0.19019296119472143,0.8399081997882436,0.098377451417622,0.3884381448854402,6,JM Financial Mutual Fund,4,5.2,30.7,13.8,0.7083935905354335,-0.42127452624851763,-0.5405835483916898,-0.11242666264634325,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17
JM Focused Fund,-0.10995788207717416,0.8203147379875227,1.8630880040383562,-0.5707338038587234,0.6428817921498922,Gurvinder Singh Wasan,-0.1026919350423997,-1.5224557185645768,0.8987081440706826,0.16742111676747,-0.23457422492342406,6,JM Financial Mutual Fund,1,3.1,19.4,8.6,-0.14490211028264222,-0.5883926685480666,-0.5425849156055167,-1.590591644801785,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17
JM Large Cap Fund,-0.10995788207717416,0.8203147379875227,2.3296260111086378,-0.5704284147736228,0.6428817921498922,Gurvinder Singh Wasan,0.23822333151129338,-0.8774490136223001,0.25874595978739345,-0.43095731626454553,-0.0009445862451000714,6,JM Financial Mutual Fund,5,1.8,18.3,10.4,0.17579962962213763,-0.6412874244541231,-0.5131072656454442,-0.8749472876905879,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17
JM Liquid Fund,1.2584885824625665,0.8203147379875227,-1.169409041918475,-0.3594045569691359,0.6428817921498922,Shalini Tibrewala,0.9200538646186796,-0.33947398897612174,-1.337057179226705,-0.40794276114792954,-0.6628952291670186,2,JM Financial Mutual Fund,4,5.6,4.2,5.3,0.4850477359588899,-0.19465557217310808,2.8986647749108045,-0.27805614267644563,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17
JM Low Duration Fund,1.2584885824625665,0.8203147379875227,-0.7664898539941408,-0.5540900987207429,0.6428817921498922,Shalini Tibrewala,2.4148123469718277,1.8603087034252672,0.20131345606966242,0.7657995497994853,-1.091216233410613,2,JM Financial Mutual Fund,4,5.1,11.5,5.3,1.4638752606825514,-0.04876993779086008,-0.5092997612732056,2.162634874370912,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,17
JM Medium to Long Duration Fund,1.2584885824625665,0.8203147379875227,-0.4696020313130525,-0.5742457783373798,0.6428817921498922,Gurvinder Singh Wasan,-1.8227644162905787,-0.6183196823791147,-0.9719505484497005,1.2260906521318047,-1.9478582418978019,3,JM Financial Mutual Fund,2,2.5,4.8,3.1,-1.9202153133269606,-0.6454657810075558,-0.2004833763555945,-0.5874395110345613,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,17
JM Tax Gain Fund,-0.10995788207717416,-1.0713053680231932,1.5874064544059168,-0.5664583566673156,0.6428817921498922,Gurvinder Singh Wasan,0.23822333151129338,-0.5732537117281259,0.878196535600064,0.16742111676747,0.2910924621028055,6,JM Financial Mutual Fund,3,0.9,26.2,12.8,0.2617018813823468,-0.44335773054579775,-0.5418985687362149,-0.5374381585726435,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17
JM Value Fund,-0.10995788207717416,0.8203147379875227,2.4780699224491824,-0.5522577642101395,0.6428817921498922,Gurvinder Singh Wasan,1.0130307554969595,0.6012781483632688,0.8193965913176251,0.075362896301006,0.6415369201202917,6,JM Financial Mutual Fund,2,7.7,28.9,12.4,0.9374662618959904,-0.5088408927490571,-0.539860293037156,0.765722089966086,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,17
Kotak Balanced Advantage Fund,1.2584885824625665,-0.8611253562442248,-0.4696020313130525,1.6031783984296122,-1.3005424760733453,Harish Krishnan,1.067267275175956,0.319615831794589,-0.18840710487208395,-0.6841174225473213,0.7583517394594539,6,Kotak Mahindra Mutual Fund,3,5.5,18.1,8.9,1.0119148800881714,0.04853922548359936,-0.47381863748337666,-0.10305140905973366,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
Kotak Banking and PSU Debt Fund,1.2584885824625665,0.8203147379875227,-0.7028710348481934,0.22541554099843625,0.6428817921498922,Deepak Agrawal,-0.5908206121533693,0.4519971205818686,-1.1086946049204887,1.3641779828315008,-0.3319199077060592,3,Kotak Mahindra Mutual Fund,3,4.7,6.7,7.5,-0.5343256515955893,-0.4423864504057642,0.005365008320988189,0.600092609935984,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
Kotak Bluechip Fund,-1.2047150537089666,-0.8611253562442248,-0.13030166253466577,0.2258736246260871,0.6428817921498922,Harish Krishnan,0.6566193404635532,-0.19019296119472143,0.7058990244468711,0.121392006534238,0.4857838276680754,6,Kotak Mahindra Mutual Fund,5,3.3,26.8,12.6,0.6282181555592381,0.15290634319008306,-0.5356019421578121,-0.11242666264634325,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
Kotak Bond – Short Term Fund,1.2584885824625665,0.8203147379875227,-0.7240773078968425,1.286184528095231,0.6428817921498922,Deepak Agrawal,-0.5753244636736562,0.6491607421799445,-1.1456155001676016,2.7680658449450757,-0.15669767869731593,3,Kotak Mahindra Mutual Fund,3,4.4,6.5,7.2,-0.4713306669714364,-0.4437030548842843,0.10104919153276005,0.8188485269568738,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,18
Kotak Bond Fund,1.2584885824625665,0.8203147379875227,-0.15150793558331496,-0.3352788192461917,0.6428817921498922,Abhishek Bisen,-1.4818491497368855,-0.2690584098339518,-0.9500714994143744,1.6403526442308929,-1.1690927796367212,2,Kotak Mahindra Mutual Fund,3,4.1,6.4,7.7,-1.4391627034697905,-0.6414888368068038,-0.2214425221577611,-0.19992902945469923,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,18
Kotak Corporate Bond Fund,1.2584885824625665,0.8203147379875227,-0.8089024000914391,0.7787805632006508,0.6428817921498922,Deepak Agrawal,-0.29639379103881625,-0.19582620752609503,-1.1756991925911748,-0.6150737571974735,0.05746282342448104,2,Kotak Mahindra Mutual Fund,3,4.5,6.4,7.1,-0.20217027812278157,-0.39500302665976683,0.20382093093604067,-0.11867683170408294,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
Kotak Credit Risk Fund,1.2584885824625665,0.8203147379875227,0.08176106795182587,-0.3933027454152981,0.6428817921498922,Deepak Agrawal,-1.7142913769325854,-0.4521389156035937,-0.9869923946614871,-2.893514713742456,-1.4221915548715724,5,Kotak Mahindra Mutual Fund,2,1.6,5.9,6.4,-1.6854158251823896,-0.6962348541971337,-0.18474159097420742,-0.40305952383123983,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
Kotak Debt Hybrid Fund,1.2584885824625665,0.8203147379875227,-0.5544271235076491,-0.32520097943787324,0.6428817921498922,Devender Singhal,0.6256270435041265,0.6660604811740651,-0.7394856524493604,-0.3619136509146978,1.6734011576162238,4,Kotak Mahindra Mutual Fund,5,6.1,14.3,10.0,0.9546467122480323,-0.08191438507694628,-0.35067043197311454,0.8375990341300928,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
Kotak Dynamic Bond Fund,1.2584885824625665,0.8203147379875227,-0.6392522157022458,-0.2729794458856775,0.6428817921498922,Deepak Agrawal,-1.264903071020899,-0.21554256968590263,-0.9828900729673634,1.0649887663154933,-0.993870550627978,3,Kotak Mahindra Mutual Fund,4,3.9,6.6,7.8,-1.227270482461275,-0.48266332095795217,-0.1891512309221266,-0.14055242340617202,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
Kotak Emerging Equity Fund,-1.2047150537089666,-1.239449377446368,-0.4483957582644033,3.081719653943973,0.6428817921498922,Pankaj Tibrewal,0.8503211964599697,0.21258415149849072,0.859052367694154,0.098377451417622,1.2061418802595754,6,Kotak Mahindra Mutual Fund,4,6.6,34.0,15.2,0.9832807961681018,0.8420080176904837,-0.5412466646156,0.33446042498204615,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,18
Kotak Equity Arbitrage Fund,1.2584885824625665,0.8203147379875227,-0.5756333965562983,2.7694593144286506,0.6428817921498922,Hiten Shah,-0.9084916559874926,-0.21554256968590263,-1.2837269972030976,-0.7301465327805533,0.11587023309406215,1,Kotak Mahindra Mutual Fund,4,5.8,4.9,5.6,-0.6374083537078403,-0.610517453022447,1.0698374953398038,-0.14055242340617202,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
Kotak Equity Hybrid Fund,1.2584885824625665,0.8203147379875227,-0.2575393008265609,-0.07798851504897,-0.1344879151394028,Pankaj Tibrewal,0.9742903842976764,1.378666142092825,0.2218250645402807,-0.15478265486515377,1.2840184264856835,6,Kotak Mahindra Mutual Fund,0,5.0,26.9,12.8,1.0978171318483805,0.2657236009811724,-0.5106908046625356,1.1707330449076196,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
Kotak Equity Opportunities – Direct Growth,-0.10995788207717416,-1.0713053680231932,-0.21512675472926251,1.1953312752778145,0.6428817921498922,Harsha Upadhyaya,0.61787896926427,0.6463441190142575,0.6129130660467349,-0.03970987928207401,0.8556974222420887,6,Kotak Mahindra Mutual Fund,4,6.2,28.8,13.9,0.7083935905354335,0.3063175228848431,-0.5317528418335946,0.8157234424280038,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
Kotak Equity Savings Fund,1.2584885824625665,0.8203147379875227,0.6755367133140027,-0.2569465189178981,-0.1344879151394028,Devender Singhal,1.229976834212946,0.584378409369148,-0.6150485610609432,-0.15478265486515377,1.1672036071465213,4,Kotak Mahindra Mutual Fund,4,6.6,14.4,9.2,1.2524411850167565,-0.5423280100917914,-0.3938610244758598,0.4657139751945801,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
Kotak Flexi Cap Fund,-0.10995788207717416,0.8203147379875227,-0.045476570340069015,4.659561224369633,0.6428817921498922,Harsha Upadhyaya,0.05226954975473368,-0.6521191603673564,0.694959499929208,0.052348341184389996,0.3300307352158595,6,Kotak Mahindra Mutual Fund,3,3.8,25.0,11.7,0.13571191213404046,0.02491002236884772,-0.535166958403793,-0.6249405253809995,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
Kotak Floating Rate Fund,1.2584885824625665,0.8203147379875227,-1.0209651305779308,0.15517605142530747,-1.6892273297179927,Deepak Agrawal,-0.598568686393226,0.3843981646053854,-1.0649365068498364,0.39756666793362977,-0.35138904426258627,2,Kotak Mahindra Mutual Fund,2,4.6,7.0,8.9,-0.5457792851636174,-0.0990098259755172,-0.07956707813704629,-0.18555364062189786,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
Kotak Focused Equity Fund,1.2584885824625665,0.8203147379875227,-0.405983212167105,-0.2035034290253001,-1.6892273297179927,Shibani Kurian,0.16849066335258353,-0.2915913951594462,0.7592292064704783,0.098377451417622,0.4663146911115484,6,Kotak Mahindra Mutual Fund,3,0.5,26.6,8.9,0.2617018813823468,0.41043021278766206,-0.5376589662320023,-0.48556175539340407,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
Kotak Gilt – Invest Plan – Direct Growth,1.2584885824625665,0.8203147379875227,-0.6180459426535967,-0.3177189468529095,0.6428817921498922,Abhishek Bisen,-1.4121164815781755,-0.31694100365062733,-0.9432342965908349,-0.3619136509146978,-1.091216233410613,2,Kotak Mahindra Mutual Fund,4,5.2,6.3,8.4,-1.3647140852776092,-0.5110697013722788,-0.22756773679560394,-0.25305546644548677,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
Kotak Gilt Invest – PF & Trust Plan – Direct Growth,1.2584885824625665,0.8203147379875227,-0.6180459426535967,-0.3177189468529095,0.6428817921498922,Abhishek Bisen,-1.4121164815781755,-0.31694100365062733,-0.9446017371555427,-0.3619136509146978,-1.091216233410613,2,Kotak Mahindra Mutual Fund,4,5.2,6.3,8.4,-1.3647140852776092,-0.5110697013722788,-0.22635786463131555,-0.25305546644548677,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
Kotak Gold Fund,1.2584885824625665,0.8203147379875227,-1.1057902227725274,-0.3624584478201415,0.6428817921498922,Abhishek Bisen,-1.2029184771020456,-0.7732339564918885,0.4611271633641601,0.25947933723393374,-1.4027224183150453,5,Kotak Mahindra Mutual Fund,3,14.2,12.2,13.7,-1.301719100653456,0.8016235614702124,-0.5246372776387321,-0.7593191601224033,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
Kotak India EQ Contra Fund,1.2584885824625665,0.8203147379875227,0.2302049792923702,-0.357266833373432,0.6428817921498922,Shibani Kurian,0.5558943753454166,0.5111462070612913,0.7947826611528833,0.144406561650854,0.7194134663463998,6,Kotak Mahindra Mutual Fund,4,7.3,29.7,14.2,0.6224913387752243,0.022456606523250013,-0.5389744299383094,0.665719385042251,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
Kotak India Growth Fund,-1.4784043466169148,0.8203147379875227,-0.7664898539941408,-0.56340446581631,-1.3005424760733453,Devender Singhal,0.8348250479802564,1.477247952891863,0.9698150534354923,0.21345022700070174,1.069857924363886,6,Kotak Mahindra Mutual Fund,0,4.8,35.5,15.6,0.9317394451119766,1.7192241119152554,-0.5448717294185232,0.5391534616230217,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,18
Kotak Infrastructure & Ecoc. Reform-SP-DirGrowth,1.2584885824625665,0.8203147379875227,0.6331241672167043,-0.4661380422117816,0.6428817921498922,Harish Krishnan,1.4856632841282158,3.302419764256908,0.8905035006824349,-0.5920592020808575,1.5565863382770615,6,Kotak Mahindra Mutual Fund,4,20.484,39.7,13.9,1.5559624745694949,0.09843486872919298,-0.5423118608501356,3.7626781531522777,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,18
Kotak Liquid Fund,1.2584885824625665,-1.239449377446368,-1.169409041918475,4.495365728874464,0.6428817921498922,Deepak Agrawal,0.8115808252606865,-0.30849113415356694,-1.334322298097289,-0.22382632021500176,-0.6823643657235456,3,Kotak Mahindra Mutual Fund,2,5.6,4.3,5.3,0.39914548419868123,-0.17795847262306216,2.7135632022867306,-0.24368021285887717,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
Kotak Low Duration Fund,1.2584885824625665,0.8203147379875227,-0.5756333965562983,0.555846531077242,0.6428817921498922,Deepak Agrawal,0.029025327035163497,0.13371870285926032,-1.208517766144164,-0.17779720998176976,0.44684555455502134,3,Kotak Mahindra Mutual Fund,3,5.4,6.2,6.9,0.1528923624860819,-0.5347947611186977,0.3556065793545503,0.24695805817369015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,18
Kotak Medium Term Fund,1.2584885824625665,0.8203147379875227,-0.2575393008265609,-0.28183572935359374,0.25419693850524466,Deepak Agrawal,-1.4895972239767423,-0.10851088938980429,-0.9199878069908008,-0.15478265486515377,-1.052277960297559,3,Kotak Mahindra Mutual Fund,4,4.0,7.0,6.6,-1.4105286195497206,-0.5936437354388512,-0.2470498750354745,-0.0855509356980625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,18
Kotak Money Market Fund,-1.4784043466169148,0.8203147379875227,-0.9361400383833341,1.5984448676105536,0.6428817921498922,Deepak Agrawal,1.3926863932499358,0.046403384722969565,-1.3165455707560867,0.7888141049161013,1.4008332458248451,3,Kotak Mahindra Mutual Fund,3,5.6,5.1,6.1,1.4414261388892162,-0.40463985273805164,1.86426669527206,0.1500804377787246,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,18
Kotak Multi Asset Allocator FoF – Dynamic – Direct Growth,1.2584885824625665,0.8203147379875227,-1.2118215880157734,-0.4575871478289659,0.6428817921498922,Devender Singhal,1.3152056508513694,1.5814630100222742,0.11653214105777383,-0.3619136509146978,1.3813641092683182,5,Kotak Mahindra Mutual Fund,0,11.2,25.0,15.3,1.3784311542650631,3.9204878748735656,-0.5031472741903902,1.8532515060127959,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
Kotak Overnight Fund,-1.4784043466169148,0.8203147379875227,-1.3390592263076684,0.7969512137641341,-1.6892273297179927,Deepak Agrawal,-2.117191237405132,-0.5253711179114504,-1.338424619791413,-1.0063211941799453,-2.376179246141396,1,Kotak Mahindra Mutual Fund,3,5.4,3.9,8.9,-2.2638243203677963,0.499360408081818,2.999148259115362,-0.5893145617518832,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,18
Kotak Savings Fund,1.2584885824625665,0.8203147379875227,-0.7028710348481934,1.3048132622863653,0.6428817921498922,Deepak Agrawal,1.1679922402940925,0.04077013839159596,-1.3069734868031315,0.6046976639831738,1.2645492899291564,3,Kotak Mahindra Mutual Fund,3,5.5,5.2,6.2,1.235260734664715,-0.543926891346647,1.5646447843216496,0.1438302687209849,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,18
