date,open,high,low,close,volume,log_ret,rvol_20,rvol_60,atr_14,atr_30,bb_width,bb_upper,bb_lower,bb_mid,bb_pct,sma50_dist,sma200_dist,roc_5,roc_10,roc_20,roc_60,rsi_14,rsi_28,macd_hist,sharpe_20,sharpe_60,hurst,vol_ratio,roll_high_20,roll_low_20,roll_high_dist,roll_low_dist,vol_ma_20,vol_ratio_20,adx_14
2010-01-04 00:00:00+00:00,1117.699951171875,1122.300048828125,1097.0999755859375,1117.699951171875,184.0,,,,25.2000732421875,25.2000732421875,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0
2010-01-05 00:00:00+00:00,1118.0999755859375,1126.5,1115.0,1118.0999755859375,53.0,0.00035783561269817505,,,23.373396809895834,24.316197549143148,,,,,,,,,,,,99.99999975001526,99.99999975001526,0.025528623575519306,,,,,,,,,,,7.1428571370900515
2010-01-06 00:00:00+00:00,1135.9000244140625,1139.199951171875,1120.699951171875,1135.9000244140625,363.0,0.01579451541250982,,,23.070273980034724,24.10869935796859,,,,,,,,,,,,99.9999999391314,99.99999990210033,1.176090564783335,,,,,,,,,,,13.775510197280772
2010-01-07 00:00:00+00:00,1133.0999755859375,1133.0999755859375,1129.199951171875,1133.0999755859375,56.0,-0.0024680918902550827,,,20.88758054832176,22.98556218920852,,,,,,,,,,,,88.40920972044015,90.78303786125555,1.6541565806609797,,,,,,,,,,,19.93440232456968
2010-01-08 00:00:00+00:00,1138.199951171875,1138.199951171875,1122.699951171875,1138.199951171875,54.0,0.0044908064293332495,,,20.169236475212195,22.50262269313055,,,,,,,,,,,,90.55626816703199,92.14972585981762,2.1860451131929484,,,,,,,,,,,21.19191577383808
2010-01-09 00:00:00+00:00,1138.199951171875,1138.199951171875,1122.699951171875,1138.199951171875,54.0,0.0,,,19.54667161185057,22.050840583896324,,,,,,,,1.834123726898979,,,,90.55626816348985,92.14972585703919,2.3933351142426895,,,,,,,,,,,22.359606833851515
2010-01-10 00:00:00+00:00,1138.199951171875,1138.199951171875,1122.699951171875,1138.199951171875,54.0,0.0,,,19.00711539693716,21.628205707515917,,,,,,,,1.7976903698067055,,,,90.55626815967524,92.14972585415782,2.3808516650452938,,,,,,,,,,,23.44389138955512
2010-01-11 00:00:00+00:00,1150.699951171875,1161.199951171875,1143.0,1150.699951171875,177.0,0.010922386126403755,,,19.53950001067887,21.716708565095537,,,,,,,,1.3029251201428398,,,,93.9735878805987,94.41391919424116,3.0235672331665415,,,,,,,,,,,27.037783614492152
2010-01-12 00:00:00+00:00,1128.9000244140625,1157.199951171875,1127.199951171875,1128.9000244140625,51.0,-0.01912668150208354,,,20.934233342588357,22.25111446412163,,,,,,,,-0.37066024731837593,,,,55.94902688073867,62.047617180612455,1.8474241237809985,,,,,,,,,,,26.649047085568036
2010-01-13 00:00:00+00:00,1136.4000244140625,1136.4000244140625,1121.0,1136.4000244140625,58.0,0.006621663569801901,,,20.19633881878491,21.809108654440397,,,,,,,,-0.15813801045745424,,,,61.69202308859,66.18365259569663,1.4585532201993159,,,,,,,,,,,25.31027906376791
2010-01-14 00:00:00+00:00,1137.0,1145.9000244140625,1132.800048828125,1142.5999755859375,81.0,0.00544095345952943,,,19.250157054405253,21.24722910163376,,,,,,,,0.38657745587920905,2.227791491619311,,,65.6758010312721,69.07302741148689,1.4972241216794107,,,,,,,,,,,25.097715011216643
2010-01-15 00:00:00+00:00,1132.800048828125,1133.4000244140625,1127.199951171875,1130.0999755859375,50.0,-0.011000243160598023,,,18.736806035692886,20.86999008953239,,,,,,,,-0.7116478592000254,1.0732492855749054,,,53.57817285882773,58.60371120015904,0.6050430772305626,,,,,,,,,,,24.10987803847405
2010-01-16 00:00:00+00:00,1132.800048828125,1133.4000244140625,1127.199951171875,1130.0999755859375,50.0,0.0,,,17.065241663225503,19.92354384131659,,,,,,,,-1.7902126062437513,-0.5106126158516252,,,53.57817285797746,58.603711199422115,-0.027466546558297722,,,,,,,,,,,23.19260084949792
2010-01-17 00:00:00+00:00,1132.800048828125,1133.4000244140625,1127.199951171875,1130.0999755859375,50.0,0.0,,,15.616552540420436,19.038158641372778,,,,,,,,0.1062938387743195,-0.2647603975497415,,,53.57817285706178,58.603711198657905,-0.4639993530815989,,,,,,,,,,,22.340843459733435
