entry_time,exit_time,direction,entry,exit,result,pnl,capital,year
2024-03-19 05:15:00+00:00,2024-03-19 05:25:00+00:00,short,65151.17,64774.04,TP,1.1108,56.653,2024
2024-03-19 06:35:00+00:00,2024-03-19 06:55:00+00:00,short,64722.23,64927.99,SL,-0.5665,56.0865,2024
2024-03-19 08:20:00+00:00,2024-03-19 08:35:00+00:00,short,63930.0,64057.91,SL,-0.5609,55.5256,2024
2024-03-19 10:20:00+00:00,2024-03-19 10:45:00+00:00,short,63159.46,63368.0,SL,-0.5553,54.9704,2024
2024-03-19 13:40:00+00:00,2024-03-19 13:55:00+00:00,short,63166.47,63564.01,SL,-0.5497,54.4207,2024
2024-03-19 19:20:00+00:00,2024-03-19 19:25:00+00:00,long,65219.94,64846.76,SL,-0.5442,53.8764,2024
2024-03-19 22:15:00+00:00,2024-03-19 22:35:00+00:00,short,63239.99,62890.0,TP,1.0775,54.954,2024
2024-03-20 01:20:00+00:00,2024-03-20 01:25:00+00:00,short,62025.4,62381.1,SL,-0.5495,54.4044,2024
2024-03-20 03:40:00+00:00,2024-03-20 03:45:00+00:00,short,62676.94,62390.01,TP,1.0881,55.4925,2024
2024-03-20 08:35:00+00:00,2024-03-20 09:20:00+00:00,short,62830.72,63174.85,SL,-0.5549,54.9376,2024
2024-03-20 11:20:00+00:00,2024-03-20 11:25:00+00:00,long,63397.33,63831.66,TP,1.0988,56.0363,2024
2024-03-20 12:05:00+00:00,2024-03-20 12:15:00+00:00,long,63661.11,63949.23,TP,1.1207,57.1571,2024
2024-03-20 14:10:00+00:00,2024-03-20 14:25:00+00:00,long,63812.02,64147.37,TP,1.1431,58.3002,2024
2024-03-20 17:10:00+00:00,2024-03-20 17:15:00+00:00,long,63655.95,64508.35,TP,1.166,59.4662,2024
2024-03-20 18:40:00+00:00,2024-03-20 18:45:00+00:00,long,64439.99,64734.63,TP,1.1893,60.6555,2024
2024-03-21 04:30:00+00:00,2024-03-21 04:35:00+00:00,long,66892.0,66517.85,SL,-0.6066,60.049,2024
2024-03-21 04:45:00+00:00,2024-03-21 05:05:00+00:00,long,66733.17,66522.84,SL,-0.6005,59.4485,2024
2024-03-21 05:30:00+00:00,2024-03-21 05:35:00+00:00,long,66655.89,66445.95,SL,-0.5945,58.854,2024
2024-03-21 08:10:00+00:00,2024-03-21 08:30:00+00:00,long,67413.83,67269.06,SL,-0.5885,58.2655,2024
2024-03-21 08:50:00+00:00,2024-03-21 08:55:00+00:00,long,67488.44,67283.55,SL,-0.5827,57.6828,2024
2024-03-21 10:50:00+00:00,2024-03-21 11:20:00+00:00,long,67007.48,66828.0,SL,-0.5768,57.106,2024
2024-03-21 12:50:00+00:00,2024-03-21 13:25:00+00:00,long,67270.13,67588.01,TP,1.1421,58.2481,2024
2024-03-21 14:25:00+00:00,2024-03-21 14:30:00+00:00,long,67180.78,66990.98,SL,-0.5825,57.6656,2024
2024-03-21 17:25:00+00:00,2024-03-21 17:45:00+00:00,short,66204.56,65842.0,TP,1.1533,58.8189,2024
2024-03-21 20:05:00+00:00,2024-03-21 20:10:00+00:00,short,64780.0,65481.1,SL,-0.5882,58.2308,2024
2024-03-21 22:30:00+00:00,2024-03-21 22:35:00+00:00,short,65475.99,65610.0,SL,-0.5823,57.6484,2024
2024-03-21 22:45:00+00:00,2024-03-22 00:05:00+00:00,short,65541.29,65787.29,SL,-0.5765,57.072,2024
2024-03-22 00:35:00+00:00,2024-03-22 00:40:00+00:00,short,65418.0,65651.61,SL,-0.5707,56.5012,2024
2024-03-22 01:30:00+00:00,2024-03-22 01:55:00+00:00,short,65678.69,65243.99,TP,1.13,57.6313,2024
2024-03-22 04:20:00+00:00,2024-03-22 04:50:00+00:00,short,65857.16,66259.88,SL,-0.5763,57.055,2024
2024-03-22 05:25:00+00:00,2024-03-22 06:05:00+00:00,long,66201.45,66614.82,TP,1.1411,58.1961,2024
2024-03-22 11:50:00+00:00,2024-03-22 12:05:00+00:00,short,64206.36,64556.33,SL,-0.582,57.6141,2024
2024-03-22 13:30:00+00:00,2024-03-22 13:45:00+00:00,short,63837.99,63394.0,TP,1.1523,58.7664,2024
2024-03-22 16:20:00+00:00,2024-03-22 16:25:00+00:00,short,63350.0,63500.22,SL,-0.5877,58.1787,2024
2024-03-22 19:10:00+00:00,2024-03-22 19:30:00+00:00,short,63529.23,63738.95,SL,-0.5818,57.5969,2024
2024-03-22 20:05:00+00:00,2024-03-22 21:00:00+00:00,short,63648.52,63366.18,TP,1.1519,58.7489,2024
2024-03-23 00:35:00+00:00,2024-03-23 01:00:00+00:00,short,63585.44,63726.75,SL,-0.5875,58.1614,2024
2024-03-23 04:05:00+00:00,2024-03-23 04:10:00+00:00,long,63922.61,63774.18,SL,-0.5816,57.5798,2024
2024-03-23 07:05:00+00:00,2024-03-23 07:15:00+00:00,long,64538.01,64810.01,TP,1.1516,58.7314,2024
2024-03-23 08:00:00+00:00,2024-03-23 08:10:00+00:00,long,64748.0,64552.87,SL,-0.5873,58.144,2024
2024-03-23 10:00:00+00:00,2024-03-23 10:10:00+00:00,long,64594.82,64435.22,SL,-0.5814,57.5626,2024
2024-03-23 11:25:00+00:00,2024-03-23 12:50:00+00:00,long,64580.44,64850.0,TP,1.1513,58.7139,2024
2024-03-23 14:20:00+00:00,2024-03-23 14:30:00+00:00,long,64608.79,65289.79,TP,1.1743,59.8881,2024
2024-03-23 16:15:00+00:00,2024-03-23 16:30:00+00:00,long,65129.99,65482.4,TP,1.1978,61.0859,2024
2024-03-23 17:30:00+00:00,2024-03-23 17:35:00+00:00,long,65958.01,65810.0,SL,-0.6109,60.475,2024
2024-03-23 20:25:00+00:00,2024-03-23 21:25:00+00:00,long,65007.12,64872.34,SL,-0.6048,59.8703,2024
2024-03-23 22:50:00+00:00,2024-03-23 23:25:00+00:00,short,64824.99,64414.0,TP,1.1974,61.0677,2024
2024-03-24 02:15:00+00:00,2024-03-24 03:05:00+00:00,short,64368.0,63984.0,TP,1.2214,62.289,2024
2024-03-24 04:25:00+00:00,2024-03-24 04:50:00+00:00,short,63923.99,64113.99,SL,-0.6229,61.6662,2024
2024-03-24 06:30:00+00:00,2024-03-24 07:40:00+00:00,short,64219.99,64395.2,SL,-0.6167,61.0495,2024
2024-03-24 10:45:00+00:00,2024-03-24 11:00:00+00:00,long,65199.92,65042.0,SL,-0.6105,60.439,2024
2024-03-24 11:50:00+00:00,2024-03-24 12:20:00+00:00,long,65268.59,65539.99,TP,1.2088,61.6478,2024
2024-03-24 14:20:00+00:00,2024-03-24 14:30:00+00:00,long,65895.88,65702.61,SL,-0.6165,61.0313,2024
2024-03-24 15:50:00+00:00,2024-03-24 16:20:00+00:00,long,65718.62,65515.61,SL,-0.6103,60.421,2024
2024-03-24 17:40:00+00:00,2024-03-24 18:05:00+00:00,long,65404.64,65722.27,TP,1.2084,61.6294,2024
2024-03-24 19:45:00+00:00,2024-03-24 20:00:00+00:00,long,65950.0,65798.35,SL,-0.6163,61.0131,2024
2024-03-24 20:10:00+00:00,2024-03-24 21:55:00+00:00,long,66215.88,66530.01,TP,1.2203,62.2334,2024
2024-03-24 22:00:00+00:00,2024-03-24 23:00:00+00:00,long,66774.2,67176.0,TP,1.2447,63.478,2024
2024-03-25 02:20:00+00:00,2024-03-25 03:05:00+00:00,long,66609.4,66880.0,TP,1.2696,64.7476,2024
2024-03-25 05:25:00+00:00,2024-03-25 05:45:00+00:00,long,67559.17,67313.4,SL,-0.6475,64.1001,2024
2024-03-25 08:10:00+00:00,2024-03-25 08:45:00+00:00,long,67065.59,66874.0,SL,-0.641,63.4591,2024
2024-03-25 09:40:00+00:00,2024-03-25 10:05:00+00:00,long,66932.55,67287.99,TP,1.2692,64.7283,2024
2024-03-25 12:00:00+00:00,2024-03-25 13:50:00+00:00,long,66952.01,67522.62,TP,1.2946,66.0229,2024
