strategy,entry_time,exit_time,direction,entry,exit,result,pnl,capital,month
v1 Original,2026-03-25 22:10:00+00:00,2026-03-25 22:35:00+00:00,short,70998.22,71250.38,SL,-1.9231,190.3827,2026-03
v1 Original,2026-03-26 03:20:00+00:00,2026-03-26 03:55:00+00:00,short,70718.3,70864.47,SL,-1.9038,188.4789,2026-03
v1 Original,2026-03-26 05:05:00+00:00,2026-03-26 05:50:00+00:00,short,70539.59,70103.61,TP,3.7696,192.2484,2026-03
v1 Original,2026-03-26 08:25:00+00:00,2026-03-26 08:55:00+00:00,short,69824.25,69978.73,SL,-1.9225,190.326,2026-03
v1 Original,2026-03-26 09:30:00+00:00,2026-03-26 13:45:00+00:00,short,69518.16,69681.83,SL,-1.9033,188.4227,2026-03
v1 Original,2026-03-26 14:45:00+00:00,2026-03-26 15:10:00+00:00,short,69441.44,69105.02,TP,3.7685,192.1912,2026-03
v1 Original,2026-03-26 16:35:00+00:00,2026-03-26 17:30:00+00:00,short,68852.15,69104.58,SL,-1.9219,190.2692,2026-03
v1 Original,2026-03-26 17:50:00+00:00,2026-03-26 17:55:00+00:00,short,68735.6,68448.48,TP,3.8054,194.0746,2026-03
v1 Original,2026-03-26 21:00:00+00:00,2026-03-26 21:20:00+00:00,short,68890.75,69130.95,SL,-1.9407,192.1339,2026-03
v1 Original,2026-03-27 00:35:00+00:00,2026-03-27 00:50:00+00:00,short,68548.35,68714.45,SL,-1.9213,190.2125,2026-03
v1 Original,2026-03-27 02:40:00+00:00,2026-03-27 04:00:00+00:00,short,68881.96,68553.09,TP,3.8043,194.0168,2026-03
v1 Original,2026-03-27 06:55:00+00:00,2026-03-27 07:10:00+00:00,short,68615.82,68815.74,SL,-1.9402,192.0766,2026-03
v1 Original,2026-03-27 07:40:00+00:00,2026-03-27 08:20:00+00:00,short,68585.55,68303.19,TP,3.8415,195.9182,2026-03
v1 Original,2026-03-27 10:35:00+00:00,2026-03-27 10:55:00+00:00,short,67025.74,66486.01,TP,3.9184,199.8365,2026-03
v1 Original,2026-03-27 13:50:00+00:00,2026-03-27 14:20:00+00:00,short,66204.32,65867.48,TP,3.9967,203.8333,2026-03
v1 Original,2026-03-27 16:05:00+00:00,2026-03-27 16:25:00+00:00,short,65794.7,65936.38,SL,-2.0383,201.7949,2026-03
v1 Original,2026-03-27 17:30:00+00:00,2026-03-27 19:30:00+00:00,short,65768.98,65974.49,SL,-2.0179,199.777,2026-03
v1 Original,2026-03-27 20:25:00+00:00,2026-03-27 20:50:00+00:00,short,65824.49,66025.88,SL,-1.9978,197.7792,2026-03
v1 Original,2026-03-27 21:55:00+00:00,2026-03-27 23:35:00+00:00,short,66034.47,66172.65,SL,-1.9778,195.8014,2026-03
v1 Original,2026-03-28 00:55:00+00:00,2026-03-28 01:35:00+00:00,short,66376.83,66059.12,TP,3.916,199.7174,2026-03
v1 Original,2026-03-28 05:10:00+00:00,2026-03-28 06:15:00+00:00,short,66191.88,66446.08,SL,-1.9972,197.7203,2026-03
v1 Original,2026-03-28 06:50:00+00:00,2026-03-28 07:55:00+00:00,short,66342.2,66508.24,SL,-1.9772,195.7431,2026-03
v1 Original,2026-03-28 10:20:00+00:00,2026-03-28 12:10:00+00:00,short,66208.92,66355.3,SL,-1.9574,193.7856,2026-03
v1 Original,2026-03-28 15:20:00+00:00,2026-03-28 15:25:00+00:00,long,67173.09,67009.65,SL,-1.9379,191.8478,2026-03
v1 Original,2026-03-28 18:05:00+00:00,2026-03-28 21:50:00+00:00,long,66866.13,66591.98,SL,-1.9185,189.9293,2026-03
v1 Original,2026-03-28 22:30:00+00:00,2026-03-28 23:05:00+00:00,long,66720.33,66546.51,SL,-1.8993,188.03,2026-03
v1 Original,2026-03-29 05:55:00+00:00,2026-03-29 07:00:00+00:00,long,66732.31,66529.38,SL,-1.8803,186.1497,2026-03
v1 Original,2026-03-29 07:40:00+00:00,2026-03-29 11:10:00+00:00,short,66573.59,66716.05,SL,-1.8615,184.2882,2026-03
v1 Original,2026-03-29 15:25:00+00:00,2026-03-29 16:15:00+00:00,short,66354.04,66536.65,SL,-1.8429,182.4453,2026-03
v1 Original,2026-03-29 17:10:00+00:00,2026-03-29 20:20:00+00:00,short,66414.95,66710.8,SL,-1.8245,180.6209,2026-03
v1 Original,2026-03-29 21:35:00+00:00,2026-03-29 22:00:00+00:00,long,66608.11,66344.32,SL,-1.8062,178.8147,2026-03
v1 Original,2026-03-30 02:45:00+00:00,2026-03-30 02:50:00+00:00,long,67222.8,67085.2,SL,-1.7881,177.0265,2026-03
v1 Original,2026-03-30 04:05:00+00:00,2026-03-30 05:15:00+00:00,long,67376.98,67649.76,TP,3.5405,180.567,2026-03
v1 Original,2026-03-30 07:45:00+00:00,2026-03-30 08:00:00+00:00,long,67350.93,67708.59,TP,3.6113,184.1784,2026-03
v1 Original,2026-03-30 10:55:00+00:00,2026-03-30 12:05:00+00:00,long,67438.39,67790.03,TP,3.6836,187.862,2026-03
v1 Original,2026-03-30 13:20:00+00:00,2026-03-30 13:25:00+00:00,long,68039.06,67884.31,SL,-1.8786,185.9833,2026-03
v1 Original,2026-03-30 14:55:00+00:00,2026-03-30 15:05:00+00:00,long,67757.82,67562.48,SL,-1.8598,184.1235,2026-03
v1 Original,2026-03-30 19:05:00+00:00,2026-03-30 20:00:00+00:00,short,66329.2,66498.67,SL,-1.8412,182.2823,2026-03
v1 Original,2026-03-30 22:10:00+00:00,2026-03-30 23:05:00+00:00,short,66713.7,66427.32,TP,3.6456,185.9279,2026-03
v1 Original,2026-03-31 00:15:00+00:00,2026-03-31 00:25:00+00:00,short,66507.42,66734.99,SL,-1.8593,184.0686,2026-03
v1 Original,2026-03-31 05:30:00+00:00,2026-03-31 06:15:00+00:00,long,67569.37,67416.18,SL,-1.8407,182.2279,2026-03
v1 Original,2026-03-31 07:00:00+00:00,2026-03-31 07:10:00+00:00,long,67429.16,67252.68,SL,-1.8223,180.4057,2026-03
v1 Original,2026-03-31 07:45:00+00:00,2026-03-31 08:30:00+00:00,long,67372.45,67108.41,SL,-1.8041,178.6016,2026-03
v1 Original,2026-03-31 13:00:00+00:00,2026-03-31 13:35:00+00:00,short,66682.7,66862.83,SL,-1.786,176.8156,2026-03
v1 Original,2026-03-31 16:25:00+00:00,2026-03-31 16:40:00+00:00,long,67085.66,67853.55,TP,3.5363,180.3519,2026-03
v1 Original,2026-03-31 19:10:00+00:00,2026-03-31 19:35:00+00:00,long,67945.22,67772.98,SL,-1.8035,178.5484,2026-03
v1 Original,2026-03-31 20:10:00+00:00,2026-03-31 20:15:00+00:00,long,68111.42,67974.93,SL,-1.7855,176.7629,2026-03
v1 Original,2026-03-31 20:35:00+00:00,2026-03-31 21:15:00+00:00,long,68063.59,67897.62,SL,-1.7676,174.9953,2026-03
v1 Original,2026-03-31 21:50:00+00:00,2026-03-31 22:00:00+00:00,long,68285.15,68148.23,SL,-1.75,173.2453,2026-03
v1 Original,2026-03-31 23:10:00+00:00,2026-04-01 00:10:00+00:00,long,68187.86,68027.63,SL,-1.7325,171.5129,2026-03
v1 Original,2026-04-01 00:55:00+00:00,2026-04-01 01:20:00+00:00,long,68230.67,68023.95,SL,-1.7151,169.7977,2026-04
v1 Original,2026-04-01 03:05:00+00:00,2026-04-01 04:35:00+00:00,long,67886.59,68165.12,TP,3.396,173.1937,2026-04
v1 Original,2026-04-01 06:05:00+00:00,2026-04-01 06:35:00+00:00,long,68566.91,68968.51,TP,3.4639,176.6576,2026-04
v1 Original,2026-04-01 09:50:00+00:00,2026-04-01 10:15:00+00:00,long,68641.14,68489.55,SL,-1.7666,174.891,2026-04
v1 Original,2026-04-01 10:40:00+00:00,2026-04-01 12:35:00+00:00,long,68506.86,68340.73,SL,-1.7489,173.1421,2026-04
v1 Original,2026-04-01 13:20:00+00:00,2026-04-01 13:40:00+00:00,long,68457.61,68006.92,SL,-1.7314,171.4107,2026-04
v1 Original,2026-04-01 14:20:00+00:00,2026-04-01 15:20:00+00:00,long,68444.41,68736.41,TP,3.4282,174.8389,2026-04
v1 Original,2026-04-01 16:30:00+00:00,2026-04-01 17:20:00+00:00,long,68850.52,68493.34,SL,-1.7484,173.0905,2026-04
v1 Original,2026-04-01 22:05:00+00:00,2026-04-02 00:40:00+00:00,short,68200.45,68401.56,SL,-1.7309,171.3596,2026-04
v1 Original,2026-04-02 01:10:00+00:00,2026-04-02 01:15:00+00:00,short,68117.42,67509.84,TP,3.4272,174.7868,2026-04
v1 Original,2026-04-02 04:40:00+00:00,2026-04-02 05:00:00+00:00,short,66236.67,66420.41,SL,-1.7479,173.0389,2026-04
v1 Original,2026-04-02 08:10:00+00:00,2026-04-02 09:00:00+00:00,short,66709.18,66353.02,TP,3.4608,176.4997,2026-04
v1 Original,2026-04-02 10:10:00+00:00,2026-04-02 10:30:00+00:00,short,66268.34,66426.73,SL,-1.765,174.7347,2026-04
v1 Original,2026-04-02 11:40:00+00:00,2026-04-02 12:15:00+00:00,short,66321.46,66050.69,TP,3.4947,178.2294,2026-04
v1 Original,2026-04-02 12:50:00+00:00,2026-04-02 13:40:00+00:00,short,66080.71,65802.6,TP,3.5646,181.794,2026-04
v1 Original,2026-04-02 15:30:00+00:00,2026-04-02 15:35:00+00:00,short,66704.17,66943.2,SL,-1.8179,179.976,2026-04
v1 Original,2026-04-02 16:40:00+00:00,2026-04-02 17:00:00+00:00,long,67148.41,66879.77,SL,-1.7998,178.1763,2026-04
v1 Original,2026-04-02 17:15:00+00:00,2026-04-02 17:30:00+00:00,long,67384.45,67066.07,SL,-1.7818,176.3945,2026-04
v1 Original,2026-04-02 18:50:00+00:00,2026-04-02 20:00:00+00:00,long,66982.16,66822.55,SL,-1.7639,174.6306,2026-04
v1 Original,2026-04-02 20:35:00+00:00,2026-04-02 20:50:00+00:00,long,67084.67,66939.12,SL,-1.7463,172.8843,2026-04
v1 Original,2026-04-02 22:00:00+00:00,2026-04-03 00:10:00+00:00,long,66962.07,66822.34,SL,-1.7288,171.1554,2026-04
v1 Original,2026-04-03 01:35:00+00:00,2026-04-03 02:40:00+00:00,short,66623.02,66348.13,TP,3.4231,174.5785,2026-04
v1 Original,2026-04-03 04:35:00+00:00,2026-04-03 05:30:00+00:00,short,66520.55,66716.8,SL,-1.7458,172.8327,2026-04
v1 Original,2026-04-03 06:05:00+00:00,2026-04-03 06:40:00+00:00,short,66602.62,66738.3,SL,-1.7283,171.1044,2026-04
v1 Original,2026-04-03 10:45:00+00:00,2026-04-03 13:00:00+00:00,long,66844.45,66682.44,SL,-1.711,169.3934,2026-04
v1 Original,2026-04-03 16:25:00+00:00,2026-04-03 17:15:00+00:00,long,66961.98,66771.22,SL,-1.6939,167.6994,2026-04
v1 Original,2026-04-03 18:30:00+00:00,2026-04-04 10:50:00+00:00,long,66876.35,67148.18,TP,3.354,171.0534,2026-04
v1 Original,2026-04-04 13:35:00+00:00,2026-04-04 14:40:00+00:00,long,67229.01,67086.67,SL,-1.7105,169.3429,2026-04
v1 Original,2026-04-04 15:05:00+00:00,2026-04-05 01:30:00+00:00,long,67249.2,67105.6,SL,-1.6934,167.6495,2026-04
v1 Original,2026-04-05 04:05:00+00:00,2026-04-05 06:05:00+00:00,short,67098.86,66791.02,TP,3.353,171.0024,2026-04
v1 Original,2026-04-05 10:15:00+00:00,2026-04-05 10:35:00+00:00,short,66957.54,67095.8,SL,-1.71,169.2924,2026-04
v1 Original,2026-04-05 10:50:00+00:00,2026-04-05 12:40:00+00:00,short,66996.12,66725.42,TP,3.3858,172.6783,2026-04
v1 Original,2026-04-05 18:35:00+00:00,2026-04-05 22:00:00+00:00,long,67394.6,67691.09,TP,3.4536,176.1318,2026-04
v1 Original,2026-04-05 22:45:00+00:00,2026-04-05 22:55:00+00:00,long,68008.4,68325.48,TP,3.5226,179.6545,2026-04
v1 Original,2026-04-06 02:20:00+00:00,2026-04-06 04:10:00+00:00,long,69164.72,69015.3,SL,-1.7965,177.8579,2026-04
v1 Original,2026-04-06 04:45:00+00:00,2026-04-06 06:20:00+00:00,long,69150.73,69002.53,SL,-1.7786,176.0793,2026-04
v1 Original,2026-04-06 07:20:00+00:00,2026-04-06 09:10:00+00:00,long,69051.08,69527.41,TP,3.5216,179.6009,2026-04
v1 Original,2026-04-06 13:25:00+00:00,2026-04-06 13:35:00+00:00,long,69452.12,69290.49,SL,-1.796,177.8049,2026-04
v1 Original,2026-04-06 13:40:00+00:00,2026-04-06 14:05:00+00:00,long,69367.76,69211.2,SL,-1.778,176.0269,2026-04
v1 Original,2026-04-06 14:15:00+00:00,2026-04-06 14:55:00+00:00,long,69372.76,69660.39,TP,3.5205,179.5474,2026-04
v1 Original,2026-04-06 18:10:00+00:00,2026-04-06 21:35:00+00:00,long,69719.95,69488.96,SL,-1.7955,177.7519,2026-04
v1 Original,2026-04-07 01:10:00+00:00,2026-04-07 01:30:00+00:00,short,68602.71,68767.11,SL,-1.7775,175.9744,2026-04
v1 Original,2026-04-07 01:45:00+00:00,2026-04-07 03:20:00+00:00,short,68584.95,68772.11,SL,-1.7597,174.2147,2026-04
v1 Original,2026-04-07 04:10:00+00:00,2026-04-07 04:35:00+00:00,short,68639.09,68844.76,SL,-1.7421,172.4725,2026-04
v1 Original,2026-04-07 05:25:00+00:00,2026-04-07 08:35:00+00:00,short,68700.39,68839.63,SL,-1.7247,170.7478,2026-04
v1 Original,2026-04-07 13:45:00+00:00,2026-04-07 13:50:00+00:00,short,68205.89,68354.49,SL,-1.7075,169.0403,2026-04
v1 Original,2026-04-07 19:45:00+00:00,2026-04-07 20:00:00+00:00,long,68885.13,69341.69,TP,3.3808,172.4211,2026-04
v1 Original,2026-04-07 21:05:00+00:00,2026-04-07 21:25:00+00:00,long,69882.98,69519.42,SL,-1.7242,170.6969,2026-04
v1 Original,2026-04-07 21:40:00+00:00,2026-04-07 22:05:00+00:00,long,69845.81,70346.92,TP,3.4139,174.1109,2026-04
v1 Original,2026-04-08 03:30:00+00:00,2026-04-08 05:20:00+00:00,long,71409.03,71738.62,TP,3.4822,177.5931,2026-04
v1 Original,2026-04-08 06:20:00+00:00,2026-04-08 06:50:00+00:00,long,71897.41,71729.94,SL,-1.7759,175.8171,2026-04
v1 Original,2026-04-08 08:15:00+00:00,2026-04-08 09:45:00+00:00,long,71762.02,71615.01,SL,-1.7582,174.059,2026-04
v1 Original,2026-04-08 11:15:00+00:00,2026-04-08 11:35:00+00:00,long,71620.47,71417.46,SL,-1.7406,172.3184,2026-04
v1 Original,2026-04-08 11:50:00+00:00,2026-04-08 12:55:00+00:00,long,71702.69,72078.86,TP,3.4464,175.7647,2026-04
v1 Original,2026-04-08 19:45:00+00:00,2026-04-08 21:20:00+00:00,long,71347.23,71647.92,TP,3.5153,179.28,2026-04
v1 Original,2026-04-09 00:30:00+00:00,2026-04-09 01:05:00+00:00,short,70844.62,70551.29,TP,3.5856,182.8656,2026-04
v1 Original,2026-04-09 03:20:00+00:00,2026-04-09 08:30:00+00:00,short,70960.26,71108.8,SL,-1.8287,181.037,2026-04
v1 Original,2026-04-09 09:45:00+00:00,2026-04-09 11:15:00+00:00,long,71333.18,71172.54,SL,-1.8104,179.2266,2026-04
v1 Original,2026-04-09 12:25:00+00:00,2026-04-09 13:10:00+00:00,long,71265.88,71101.92,SL,-1.7923,177.4344,2026-04
v1 Original,2026-04-09 17:10:00+00:00,2026-04-09 17:25:00+00:00,long,72428.06,72272.56,SL,-1.7743,175.66,2026-04
v1 Original,2026-04-09 19:40:00+00:00,2026-04-09 20:35:00+00:00,long,72086.08,72395.09,TP,3.5132,179.1732,2026-04
v1 Original,2026-04-09 22:15:00+00:00,2026-04-09 22:20:00+00:00,long,73004.66,72788.64,SL,-1.7917,177.3815,2026-04
v1 Original,2026-04-10 00:10:00+00:00,2026-04-10 01:35:00+00:00,long,71815.31,72332.38,TP,3.5476,180.9291,2026-04
v1 Original,2026-04-10 04:15:00+00:00,2026-04-10 05:25:00+00:00,long,71908.54,72247.6,TP,3.6186,184.5477,2026-04
v1 Original,2026-04-10 10:35:00+00:00,2026-04-10 10:50:00+00:00,short,71748.48,71900.73,SL,-1.8455,182.7022,2026-04
v1 Original,2026-04-10 12:40:00+00:00,2026-04-10 13:15:00+00:00,long,72367.26,72214.07,SL,-1.827,180.8752,2026-04
v1 Original,2026-04-10 14:00:00+00:00,2026-04-10 14:15:00+00:00,long,72461.75,72785.88,TP,3.6175,184.4927,2026-04
v1 Original,2026-04-10 16:50:00+00:00,2026-04-10 19:10:00+00:00,long,72938.99,73263.1,TP,3.6899,188.1825,2026-04
v1 Original,2026-04-10 20:00:00+00:00,2026-04-10 21:30:00+00:00,long,73228.67,73075.62,SL,-1.8818,186.3007,2026-04
v1 Original,2026-04-10 23:35:00+00:00,2026-04-11 01:15:00+00:00,long,72940.13,72741.49,SL,-1.863,184.4377,2026-04
v1 Original,2026-04-11 01:30:00+00:00,2026-04-11 04:20:00+00:00,long,72951.2,72773.7,SL,-1.8444,182.5933,2026-04
v1 Original,2026-04-11 05:25:00+00:00,2026-04-11 09:10:00+00:00,long,72813.96,72659.44,SL,-1.8259,180.7674,2026-04
v1 Original,2026-04-11 09:20:00+00:00,2026-04-11 13:10:00+00:00,long,72903.59,72594.53,SL,-1.8077,178.9597,2026-04
v1 Original,2026-04-11 17:30:00+00:00,2026-04-11 18:35:00+00:00,long,73137.19,73660.73,TP,3.5792,182.5389,2026-04
v1 Original,2026-04-11 21:40:00+00:00,2026-04-11 22:35:00+00:00,long,73471.34,73270.55,SL,-1.8254,180.7135,2026-04
v1 Original,2026-04-12 01:30:00+00:00,2026-04-12 01:35:00+00:00,short,72809.78,72095.95,TP,3.6143,184.3278,2026-04
v1 Original,2026-04-12 06:55:00+00:00,2026-04-12 12:10:00+00:00,short,71675.66,71377.04,TP,3.6866,188.0144,2026-04
v1 Original,2026-04-12 12:50:00+00:00,2026-04-12 13:55:00+00:00,short,71210.23,70895.84,TP,3.7603,191.7746,2026-04
v1 Original,2026-04-12 14:50:00+00:00,2026-04-12 15:50:00+00:00,short,70784.45,70944.45,SL,-1.9177,189.8569,2026-04
v1 Original,2026-04-12 19:00:00+00:00,2026-04-12 20:40:00+00:00,short,71169.92,71431.7,SL,-1.8986,187.9583,2026-04
v1 Original,2026-04-12 21:35:00+00:00,2026-04-12 22:00:00+00:00,short,71311.06,70746.41,TP,3.7592,191.7175,2026-04
v1 Original,2026-04-13 02:05:00+00:00,2026-04-13 05:05:00+00:00,short,71155.23,70870.01,TP,3.8344,195.5518,2026-04
v1 Original,2026-04-13 07:10:00+00:00,2026-04-13 12:50:00+00:00,short,70910.5,71141.66,SL,-1.9555,193.5963,2026-04
v1 Original,2026-04-13 13:35:00+00:00,2026-04-13 13:45:00+00:00,short,70899.43,71337.41,SL,-1.936,191.6604,2026-04
v1 Original,2026-04-13 16:25:00+00:00,2026-04-13 17:30:00+00:00,long,72170.93,72511.62,TP,3.8332,195.4936,2026-04
