entry_time,exit_time,direction,entry,exit,result,pnl,capital,risk_pct
2023-04-26 19:05:00+00:00,2023-04-26 19:15:00+00:00,short,29578.48,29346.93,TP,2.0,102.0,1.0
2023-04-26 22:45:00+00:00,2023-04-26 23:10:00+00:00,short,28330.0,28450.16,SL,-1.02,100.98,1.0
2023-04-26 23:35:00+00:00,2023-04-26 23:50:00+00:00,short,28314.36,28382.23,SL,-1.0098,99.9702,1.0
2023-04-27 01:15:00+00:00,2023-04-27 01:20:00+00:00,short,29068.1,28651.41,TP,1.9994,101.9696,1.0
2023-04-27 02:30:00+00:00,2023-04-27 02:40:00+00:00,long,29050.0,28972.31,SL,-1.0197,100.9499,1.0
2023-04-27 03:00:00+00:00,2023-04-27 03:45:00+00:00,short,28936.9,29023.83,SL,-1.0095,99.9404,1.0
2023-04-27 03:55:00+00:00,2023-04-27 04:10:00+00:00,short,28885.79,28963.63,SL,-0.9994,98.941,1.0
2023-04-27 04:40:00+00:00,2023-04-27 05:20:00+00:00,long,29038.68,29186.07,TP,1.9788,100.9198,1.0
2023-04-27 09:20:00+00:00,2023-04-27 09:30:00+00:00,short,28874.96,28941.3,SL,-1.0092,99.9106,1.0
2023-04-27 09:35:00+00:00,2023-04-27 09:55:00+00:00,long,29006.86,28931.71,SL,-0.9991,98.9115,1.0
2023-04-27 10:15:00+00:00,2023-04-27 11:35:00+00:00,long,28999.99,28929.92,SL,-0.9891,97.9224,1.0
2023-04-27 12:15:00+00:00,2023-04-27 12:20:00+00:00,long,29050.76,28978.86,SL,-0.9792,96.9432,1.0
2023-04-27 12:30:00+00:00,2023-04-27 12:35:00+00:00,short,28855.43,28734.69,TP,1.9389,98.882,1.0
2023-04-27 15:15:00+00:00,2023-04-27 15:20:00+00:00,long,29052.73,29407.79,TP,1.9776,100.8597,1.0
2023-04-27 17:10:00+00:00,2023-04-27 17:30:00+00:00,long,29174.04,29302.73,TP,2.0172,102.8769,1.0
2023-04-27 21:10:00+00:00,2023-04-27 21:30:00+00:00,long,29752.72,29661.72,SL,-1.0288,101.8481,1.0
2023-04-27 23:30:00+00:00,2023-04-28 00:20:00+00:00,long,29474.85,29397.59,SL,-1.0185,100.8296,1.0
2023-04-28 00:30:00+00:00,2023-04-28 03:05:00+00:00,long,29444.67,29378.94,SL,-1.0083,99.8213,1.0
2023-04-28 03:40:00+00:00,2023-04-28 05:35:00+00:00,long,29407.68,29531.48,TP,1.9964,101.8178,1.0
2023-04-28 07:10:00+00:00,2023-04-28 08:05:00+00:00,long,29499.33,29433.81,SL,-1.0182,100.7996,1.0
2023-04-28 11:45:00+00:00,2023-04-28 12:20:00+00:00,short,29240.5,29337.33,SL,-1.008,99.7916,1.0
2023-04-28 12:55:00+00:00,2023-04-28 13:15:00+00:00,short,29229.29,29309.09,SL,-0.9979,98.7937,1.0
2023-04-28 13:40:00+00:00,2023-04-28 13:55:00+00:00,short,28950.09,29029.48,SL,-0.9879,97.8057,1.0
2023-04-28 15:00:00+00:00,2023-04-28 15:25:00+00:00,short,29005.13,29073.44,SL,-0.9781,96.8277,1.0
2023-04-28 17:30:00+00:00,2023-04-28 19:00:00+00:00,short,29204.98,29398.89,SL,-0.9683,95.8594,1.0
2023-04-28 20:05:00+00:00,2023-04-28 20:30:00+00:00,long,29380.48,29307.42,SL,-0.9586,94.9008,1.0
