entry_time,exit_time,direction,entry,exit,result,pnl,capital,spread_on
2026-03-02 20:00:00+00:00,2026-03-02 20:05:00+00:00,long,69186.77,68878.58,SL,-1.2587,99.436,True
2026-03-02 20:20:00+00:00,2026-03-02 20:45:00+00:00,long,68928.3,69361.53,TP,1.7401,101.1762,True
2026-03-03 00:35:00+00:00,2026-03-03 00:45:00+00:00,long,69099.57,68986.62,SL,-1.2647,99.9115,True
2026-03-03 03:30:00+00:00,2026-03-03 03:45:00+00:00,long,68484.27,68343.43,SL,-1.2489,98.6626,True
2026-03-03 04:40:00+00:00,2026-03-03 05:15:00+00:00,short,68183.74,68441.29,SL,-1.2333,97.4293,True
2026-03-03 05:45:00+00:00,2026-03-03 06:55:00+00:00,short,67914.4,68093.92,SL,-1.2179,96.2114,True
2026-03-03 08:20:00+00:00,2026-03-03 08:30:00+00:00,short,67940.87,67614.92,TP,1.6837,97.8951,True
2026-03-03 12:50:00+00:00,2026-03-03 13:35:00+00:00,short,67304.73,66965.87,TP,1.7132,99.6083,True
2026-03-03 14:30:00+00:00,2026-03-03 14:35:00+00:00,short,66830.73,67108.35,SL,-1.2451,98.3632,True
2026-03-03 14:40:00+00:00,2026-03-03 15:25:00+00:00,short,66629.02,66820.47,SL,-1.2295,97.1336,True
2026-03-03 18:25:00+00:00,2026-03-03 19:05:00+00:00,long,68566.45,68421.19,SL,-1.2142,95.9195,True
2026-03-03 21:55:00+00:00,2026-03-03 22:00:00+00:00,long,68064.79,68502.47,TP,1.6786,97.5981,True
2026-03-04 01:30:00+00:00,2026-03-04 01:50:00+00:00,long,68561.07,68400.67,SL,-1.22,96.3781,True
2026-03-04 02:55:00+00:00,2026-03-04 03:00:00+00:00,long,68309.3,68197.02,SL,-1.2047,95.1734,True
2026-03-04 03:05:00+00:00,2026-03-04 03:25:00+00:00,long,68232.53,68012.6,SL,-1.1897,93.9837,True
2026-03-04 07:25:00+00:00,2026-03-04 07:45:00+00:00,long,68666.74,69429.37,TP,1.6447,95.6284,True
2026-03-04 12:50:00+00:00,2026-03-04 13:05:00+00:00,long,71115.12,71594.09,TP,1.6735,97.3019,True
2026-03-04 15:05:00+00:00,2026-03-04 15:25:00+00:00,long,72075.62,72789.41,TP,1.7028,99.0047,True
2026-03-04 17:10:00+00:00,2026-03-04 17:15:00+00:00,long,73695.29,73474.8,SL,-1.2376,97.7671,True
2026-03-04 18:50:00+00:00,2026-03-04 20:05:00+00:00,long,73695.27,73410.31,SL,-1.2221,96.545,True
2026-03-04 21:40:00+00:00,2026-03-04 22:35:00+00:00,long,73273.41,73087.77,SL,-1.2068,95.3382,True
2026-03-04 23:50:00+00:00,2026-03-05 01:10:00+00:00,long,72639.29,73261.59,TP,1.6684,97.0066,True
2026-03-05 02:20:00+00:00,2026-03-05 02:25:00+00:00,long,72806.99,72685.78,SL,-1.2126,95.7941,True
2026-03-05 03:05:00+00:00,2026-03-05 03:10:00+00:00,long,72735.3,72597.05,SL,-1.1974,94.5966,True
2026-03-05 04:00:00+00:00,2026-03-05 04:25:00+00:00,long,72478.26,72807.02,TP,1.6554,96.2521,True
2026-03-05 06:35:00+00:00,2026-03-05 07:35:00+00:00,long,72409.27,72281.36,SL,-1.2032,95.0489,True
2026-03-05 12:55:00+00:00,2026-03-05 13:00:00+00:00,long,72960.7,72801.28,SL,-1.1881,93.8608,True
2026-03-05 14:40:00+00:00,2026-03-05 14:45:00+00:00,short,72170.67,72287.68,SL,-1.1733,92.6876,True
2026-03-05 14:55:00+00:00,2026-03-05 15:00:00+00:00,long,72711.29,72436.43,SL,-1.1586,91.529,True
2026-03-05 15:05:00+00:00,2026-03-05 15:10:00+00:00,short,72081.73,71685.5,TP,1.6018,93.1307,True
2026-03-05 17:35:00+00:00,2026-03-05 18:05:00+00:00,short,70819.98,70970.02,SL,-1.1641,91.9666,True
2026-03-05 19:55:00+00:00,2026-03-05 20:15:00+00:00,short,70952.46,71220.57,SL,-1.1496,90.817,True
2026-03-05 21:40:00+00:00,2026-03-05 22:50:00+00:00,short,71185.59,71321.27,SL,-1.1352,89.6818,True
2026-03-05 23:10:00+00:00,2026-03-05 23:50:00+00:00,short,71197.27,70876.45,TP,1.5694,91.2512,True
2026-03-06 01:20:00+00:00,2026-03-06 01:25:00+00:00,short,70829.72,70420.72,TP,1.5969,92.8481,True
2026-03-06 03:05:00+00:00,2026-03-06 04:10:00+00:00,short,71250.83,70928.58,TP,1.6248,94.473,True
2026-03-06 08:20:00+00:00,2026-03-06 08:30:00+00:00,short,70899.68,71019.98,SL,-1.1809,93.292,True
2026-03-06 11:00:00+00:00,2026-03-06 11:35:00+00:00,short,70479.56,70599.09,SL,-1.1662,92.1259,True
2026-03-06 11:40:00+00:00,2026-03-06 12:05:00+00:00,short,70388.7,69919.02,TP,1.6122,93.7381,True
2026-03-06 13:55:00+00:00,2026-03-06 14:05:00+00:00,short,69358.98,68930.41,TP,1.6404,95.3785,True
2026-03-06 16:20:00+00:00,2026-03-06 16:25:00+00:00,short,68314.33,68534.46,SL,-1.1922,94.1863,True
2026-03-06 17:30:00+00:00,2026-03-06 17:35:00+00:00,short,68202.62,67854.32,TP,1.6483,95.8345,True
2026-03-06 19:35:00+00:00,2026-03-06 20:25:00+00:00,short,68194.02,67815.21,TP,1.6771,97.5116,True
2026-03-06 23:05:00+00:00,2026-03-07 03:10:00+00:00,short,68298.34,68513.84,SL,-1.2189,96.2928,True
2026-03-07 03:35:00+00:00,2026-03-07 04:00:00+00:00,short,68244.89,67908.2,TP,1.6851,97.9779,True
2026-03-07 05:15:00+00:00,2026-03-07 05:40:00+00:00,short,67948.6,68081.09,SL,-1.2247,96.7532,True
2026-03-07 06:20:00+00:00,2026-03-07 07:00:00+00:00,short,67945.2,67600.73,TP,1.6932,98.4463,True
2026-03-07 09:00:00+00:00,2026-03-07 09:10:00+00:00,short,67754.11,67943.45,SL,-1.2306,97.2158,True
2026-03-07 10:25:00+00:00,2026-03-07 11:10:00+00:00,short,67925.17,68059.88,SL,-1.2152,96.0006,True
2026-03-07 11:55:00+00:00,2026-03-07 14:10:00+00:00,short,68020.88,67631.5,TP,1.68,97.6806,True
2026-03-07 15:40:00+00:00,2026-03-07 17:20:00+00:00,short,67810.73,67918.02,SL,-1.221,96.4596,True
2026-03-07 18:00:00+00:00,2026-03-07 19:25:00+00:00,short,67587.25,67241.75,TP,1.688,98.1476,True
2026-03-07 22:20:00+00:00,2026-03-08 00:10:00+00:00,short,67303.76,67439.18,SL,-1.2268,96.9208,True
2026-03-08 00:35:00+00:00,2026-03-08 02:40:00+00:00,short,67280.38,67399.28,SL,-1.2115,95.7092,True
2026-03-08 02:50:00+00:00,2026-03-08 04:55:00+00:00,short,66979.72,66647.52,TP,1.6749,97.3842,True
2026-03-08 06:30:00+00:00,2026-03-08 06:55:00+00:00,short,67081.28,67190.83,SL,-1.2173,96.1669,True
2026-03-08 07:50:00+00:00,2026-03-08 08:40:00+00:00,short,67291.73,67446.88,SL,-1.2021,94.9648,True
2026-03-08 08:45:00+00:00,2026-03-08 09:15:00+00:00,long,67478.58,67788.12,TP,1.6619,96.6267,True
2026-03-08 13:10:00+00:00,2026-03-08 13:25:00+00:00,short,67037.69,67146.44,SL,-1.2078,95.4188,True
2026-03-08 15:35:00+00:00,2026-03-08 16:35:00+00:00,short,67182.69,66858.33,TP,1.6698,97.0887,True
2026-03-08 18:10:00+00:00,2026-03-08 19:15:00+00:00,short,66959.27,67166.68,SL,-1.2136,95.875,True
2026-03-08 20:15:00+00:00,2026-03-08 20:30:00+00:00,short,67179.93,67294.51,SL,-1.1984,94.6766,True
2026-03-08 20:35:00+00:00,2026-03-08 20:45:00+00:00,long,67480.87,67371.96,SL,-1.1835,93.4931,True
2026-03-08 20:55:00+00:00,2026-03-08 21:10:00+00:00,short,67210.84,66760.64,TP,1.6361,95.1293,True
2026-03-08 23:55:00+00:00,2026-03-09 00:00:00+00:00,short,65969.59,66076.45,SL,-1.1891,93.9402,True
2026-03-09 01:55:00+00:00,2026-03-09 02:35:00+00:00,short,66239.64,66500.2,SL,-1.1743,92.7659,True
2026-03-09 04:25:00+00:00,2026-03-09 04:50:00+00:00,long,67544.5,67380.97,SL,-1.1596,91.6063,True
2026-03-09 05:40:00+00:00,2026-03-09 06:05:00+00:00,long,67898.24,67644.23,SL,-1.1451,90.4613,True
2026-03-09 07:40:00+00:00,2026-03-09 08:25:00+00:00,long,67433.43,67801.89,TP,1.5831,92.0443,True
2026-03-09 11:50:00+00:00,2026-03-09 12:20:00+00:00,long,67719.51,68039.66,TP,1.6108,93.6551,True
2026-03-09 16:50:00+00:00,2026-03-09 16:55:00+00:00,long,69130.88,68972.67,SL,-1.1707,92.4844,True
2026-03-09 18:30:00+00:00,2026-03-09 18:50:00+00:00,long,68583.2,68421.58,SL,-1.1561,91.3284,True
2026-03-09 19:00:00+00:00,2026-03-09 19:20:00+00:00,long,68481.6,68964.93,TP,1.5982,92.9266,True
2026-03-09 21:05:00+00:00,2026-03-09 21:20:00+00:00,long,69105.95,68884.05,SL,-1.1616,91.765,True
2026-03-10 00:15:00+00:00,2026-03-10 00:30:00+00:00,long,68624.25,68948.26,TP,1.6059,93.3709,True
2026-03-10 01:55:00+00:00,2026-03-10 02:05:00+00:00,long,69282.46,69175.06,SL,-1.1671,92.2038,True
2026-03-10 04:50:00+00:00,2026-03-10 05:10:00+00:00,long,69916.36,70267.01,TP,1.6136,93.8173,True
2026-03-10 07:05:00+00:00,2026-03-10 08:05:00+00:00,long,70203.55,70914.66,TP,1.6418,95.4591,True
2026-03-10 09:25:00+00:00,2026-03-10 09:35:00+00:00,long,71225.74,71105.35,SL,-1.1932,94.2659,True
2026-03-10 12:50:00+00:00,2026-03-10 13:25:00+00:00,long,70551.0,70907.7,TP,1.6497,95.9156,True
2026-03-10 13:35:00+00:00,2026-03-10 13:45:00+00:00,short,69809.53,70136.77,SL,-1.1989,94.7166,True
2026-03-10 14:40:00+00:00,2026-03-10 14:50:00+00:00,long,70441.49,71121.16,TP,1.6575,96.3742,True
2026-03-10 15:55:00+00:00,2026-03-10 16:05:00+00:00,long,71360.66,71110.0,SL,-1.2047,95.1695,True
2026-03-10 19:30:00+00:00,2026-03-10 19:40:00+00:00,short,69886.3,70104.1,SL,-1.1896,93.9799,True
2026-03-10 21:25:00+00:00,2026-03-10 21:45:00+00:00,short,70001.07,69678.68,TP,1.6446,95.6245,True
2026-03-11 01:30:00+00:00,2026-03-11 02:35:00+00:00,short,70057.9,69691.4,TP,1.6734,97.2979,True
2026-03-11 05:30:00+00:00,2026-03-11 05:40:00+00:00,short,69924.84,69453.7,TP,1.7027,99.0006,True
2026-03-11 07:30:00+00:00,2026-03-11 09:35:00+00:00,short,69728.13,69404.74,TP,1.7325,100.7332,True
2026-03-11 09:55:00+00:00,2026-03-11 10:15:00+00:00,short,69411.18,69537.05,SL,-1.2592,99.474,True
2026-03-11 11:25:00+00:00,2026-03-11 12:05:00+00:00,short,69453.68,68998.87,TP,1.7408,101.2148,True
2026-03-11 14:20:00+00:00,2026-03-11 14:35:00+00:00,long,70467.04,70926.56,TP,1.7713,102.986,True
2026-03-11 16:15:00+00:00,2026-03-11 17:00:00+00:00,long,70485.2,70910.82,TP,1.8023,104.7883,True
2026-03-11 19:40:00+00:00,2026-03-11 20:05:00+00:00,long,70655.57,70527.77,SL,-1.3099,103.4784,True
2026-03-11 20:45:00+00:00,2026-03-11 22:10:00+00:00,long,70557.36,70901.88,TP,1.8109,105.2893,True
2026-03-12 01:00:00+00:00,2026-03-12 02:20:00+00:00,short,70027.11,69583.37,TP,1.8426,107.1319,True
2026-03-12 04:50:00+00:00,2026-03-12 05:40:00+00:00,short,69359.53,69532.66,SL,-1.3391,105.7927,True
2026-03-12 08:40:00+00:00,2026-03-12 08:50:00+00:00,short,69776.45,69884.34,SL,-1.3224,104.4703,True
2026-03-12 09:40:00+00:00,2026-03-12 10:05:00+00:00,long,70064.09,69918.88,SL,-1.3059,103.1644,True
2026-03-12 14:10:00+00:00,2026-03-12 14:15:00+00:00,long,70423.12,70193.97,SL,-1.2896,101.8749,True
2026-03-12 14:25:00+00:00,2026-03-12 14:35:00+00:00,short,70036.86,69601.05,TP,1.7828,103.6577,True
2026-03-12 19:20:00+00:00,2026-03-12 19:55:00+00:00,long,70126.98,70520.97,TP,1.814,105.4717,True
2026-03-12 21:15:00+00:00,2026-03-12 21:30:00+00:00,long,70345.91,70233.73,SL,-1.3184,104.1533,True
2026-03-12 23:05:00+00:00,2026-03-13 00:10:00+00:00,long,70448.88,70949.19,TP,1.8227,105.976,True
2026-03-13 03:55:00+00:00,2026-03-13 04:20:00+00:00,long,71403.62,71274.59,SL,-1.3247,104.6513,True
2026-03-13 05:20:00+00:00,2026-03-13 06:25:00+00:00,long,71422.93,71270.58,SL,-1.3081,103.3432,True
2026-03-13 07:10:00+00:00,2026-03-13 08:35:00+00:00,long,71447.38,71928.49,TP,1.8085,105.1517,True
2026-03-13 09:45:00+00:00,2026-03-13 10:15:00+00:00,long,71982.39,72467.06,TP,1.8402,106.9918,True
2026-03-13 12:45:00+00:00,2026-03-13 12:50:00+00:00,long,72852.18,72702.68,SL,-1.3374,105.6544,True
2026-03-13 17:40:00+00:00,2026-03-13 18:30:00+00:00,short,71116.12,71244.82,SL,-1.3207,104.3337,True
2026-03-13 21:25:00+00:00,2026-03-13 22:00:00+00:00,short,71223.8,70694.39,TP,1.8258,106.1596,True
2026-03-14 00:40:00+00:00,2026-03-14 01:00:00+00:00,short,70614.75,70725.62,SL,-1.327,104.8326,True
2026-03-14 01:35:00+00:00,2026-03-14 01:40:00+00:00,short,70507.88,70795.88,SL,-1.3104,103.5222,True
2026-03-14 02:45:00+00:00,2026-03-14 03:05:00+00:00,short,70765.4,70973.46,SL,-1.294,102.2282,True
2026-03-14 04:50:00+00:00,2026-03-14 06:25:00+00:00,short,71136.46,70738.7,TP,1.789,104.0171,True
2026-03-14 07:45:00+00:00,2026-03-14 08:05:00+00:00,short,70534.04,70685.84,SL,-1.3002,102.7169,True
2026-03-14 09:45:00+00:00,2026-03-14 09:55:00+00:00,short,70435.73,70546.74,SL,-1.284,101.433,True
2026-03-14 12:30:00+00:00,2026-03-14 13:15:00+00:00,short,70741.27,70849.45,SL,-1.2679,100.1651,True
2026-03-14 14:10:00+00:00,2026-03-14 23:00:00+00:00,short,70754.11,70903.92,SL,-1.2521,98.913,True
2026-03-15 02:00:00+00:00,2026-03-15 04:10:00+00:00,long,71263.25,71618.88,TP,1.731,100.644,True
2026-03-15 05:20:00+00:00,2026-03-15 05:50:00+00:00,long,71660.88,71517.54,SL,-1.258,99.3859,True
2026-03-15 07:10:00+00:00,2026-03-15 07:30:00+00:00,long,71639.73,71522.59,SL,-1.2423,98.1436,True
2026-03-15 08:10:00+00:00,2026-03-15 13:10:00+00:00,long,71583.66,71427.66,SL,-1.2268,96.9168,True
2026-03-15 13:55:00+00:00,2026-03-15 14:20:00+00:00,long,71545.34,71433.82,SL,-1.2115,95.7053,True
2026-03-15 16:15:00+00:00,2026-03-15 17:05:00+00:00,short,71387.79,71507.4,SL,-1.1963,94.509,True
2026-03-15 18:45:00+00:00,2026-03-15 19:55:00+00:00,short,71450.32,71558.02,SL,-1.1814,93.3277,True
2026-03-15 20:25:00+00:00,2026-03-15 20:30:00+00:00,short,71451.88,71646.09,SL,-1.1666,92.1611,True
2026-03-15 22:35:00+00:00,2026-03-15 22:45:00+00:00,long,72190.77,72516.96,TP,1.6128,93.7739,True
2026-03-16 01:50:00+00:00,2026-03-16 02:15:00+00:00,long,72774.18,72622.55,SL,-1.1722,92.6017,True
2026-03-16 03:15:00+00:00,2026-03-16 03:30:00+00:00,long,72590.72,73518.89,TP,1.6205,94.2222,True
2026-03-16 09:25:00+00:00,2026-03-16 10:55:00+00:00,long,73280.27,73722.41,TP,1.6489,95.8711,True
2026-03-16 12:25:00+00:00,2026-03-16 13:30:00+00:00,long,73783.45,74139.65,TP,1.6777,97.5489,True
2026-03-16 15:20:00+00:00,2026-03-16 15:30:00+00:00,long,73891.31,73747.65,SL,-1.2194,96.3295,True
2026-03-16 16:30:00+00:00,2026-03-16 16:50:00+00:00,long,73475.24,73838.91,TP,1.6858,98.0153,True
2026-03-16 20:45:00+00:00,2026-03-16 21:35:00+00:00,long,74075.79,74480.74,TP,1.7153,99.7305,True
2026-03-16 23:40:00+00:00,2026-03-16 23:50:00+00:00,long,74871.14,74733.41,SL,-1.2466,98.4839,True
2026-03-17 01:05:00+00:00,2026-03-17 01:10:00+00:00,long,75346.09,75810.38,TP,1.7235,100.2074,True
2026-03-17 05:45:00+00:00,2026-03-17 05:50:00+00:00,short,73839.92,74050.73,SL,-1.2526,98.9548,True
2026-03-17 08:15:00+00:00,2026-03-17 08:20:00+00:00,short,74158.89,74309.36,SL,-1.2369,97.7179,True
2026-03-17 08:40:00+00:00,2026-03-17 08:55:00+00:00,long,74425.85,74167.98,SL,-1.2215,96.4964,True
2026-03-17 12:25:00+00:00,2026-03-17 13:30:00+00:00,short,73831.28,73985.05,SL,-1.2062,95.2902,True
2026-03-17 13:50:00+00:00,2026-03-17 13:55:00+00:00,short,73515.3,73668.18,SL,-1.1911,94.0991,True
2026-03-17 15:25:00+00:00,2026-03-17 15:35:00+00:00,short,74109.26,73767.46,TP,1.6467,95.7458,True
2026-03-17 16:20:00+00:00,2026-03-17 16:30:00+00:00,long,74305.13,74099.67,SL,-1.1968,94.549,True
2026-03-17 16:45:00+00:00,2026-03-17 16:50:00+00:00,short,74111.98,74260.05,SL,-1.1819,93.3671,True
2026-03-17 19:10:00+00:00,2026-03-17 19:25:00+00:00,long,74796.76,74596.64,SL,-1.1671,92.2,True
2026-03-17 21:10:00+00:00,2026-03-17 21:25:00+00:00,long,74770.95,74616.05,SL,-1.1525,91.0475,True
2026-03-18 03:25:00+00:00,2026-03-18 03:50:00+00:00,long,74557.97,74441.31,SL,-1.1381,89.9094,True
