entry_time,exit_time,direction,entry_fill,exit_fill,result,pnl,capital,risk_pct
2025-03-04 04:50:00+00:00,2025-03-04 14:35:00+00:00,short,83603.64,84448.12,SL,-1.0019,98.1883,1.0
2025-03-04 15:05:00+00:00,2025-03-04 16:55:00+00:00,short,82691.72,83526.99,SL,-0.9918,97.1965,1.0
2025-03-04 18:50:00+00:00,2025-03-04 19:20:00+00:00,long,86379.23,88098.0,TP,1.934,99.1306,1.0
2025-03-05 02:45:00+00:00,2025-03-05 10:25:00+00:00,long,87562.45,89304.76,TP,1.9725,101.1031,1.0
2025-03-05 12:15:00+00:00,2025-03-05 13:15:00+00:00,long,90607.93,89692.88,SL,-1.021,100.082,1.0
2025-03-05 19:00:00+00:00,2025-03-06 01:45:00+00:00,long,90026.62,91817.97,TP,1.9914,102.0734,1.0
2025-03-06 04:40:00+00:00,2025-03-06 08:00:00+00:00,long,92135.5,91205.03,SL,-1.0308,101.0426,1.0
2025-03-06 13:55:00+00:00,2025-03-06 15:05:00+00:00,short,89560.17,90464.82,SL,-1.0206,100.022,1.0
2025-03-07 02:55:00+00:00,2025-03-07 05:20:00+00:00,short,87226.28,88107.35,SL,-1.0103,99.0117,1.0
2025-03-07 13:05:00+00:00,2025-03-07 15:35:00+00:00,long,89389.16,88486.42,SL,-0.9999,98.0117,1.0
2025-03-08 03:10:00+00:00,2025-03-08 06:05:00+00:00,short,85644.56,86509.66,SL,-0.99,97.0217,1.0
2025-03-08 09:45:00+00:00,2025-03-09 13:35:00+00:00,short,86008.94,84297.19,TP,1.9309,98.9526,1.0
2025-03-09 15:45:00+00:00,2025-03-09 22:30:00+00:00,short,82954.12,81303.17,TP,1.9694,100.922,1.0
2025-03-10 00:35:00+00:00,2025-03-10 00:45:00+00:00,short,80206.83,81017.0,SL,-1.0194,99.9026,1.0
2025-03-10 07:25:00+00:00,2025-03-10 09:15:00+00:00,short,82107.79,82937.16,SL,-1.0091,98.8935,1.0
2025-03-10 16:20:00+00:00,2025-03-10 18:50:00+00:00,short,79485.27,77903.35,TP,1.9682,100.8616,1.0
2025-03-10 18:55:00+00:00,2025-03-10 19:20:00+00:00,short,77647.49,78431.81,SL,-1.0188,99.8428,1.0
2025-03-11 06:10:00+00:00,2025-03-11 14:35:00+00:00,long,80429.64,79617.38,SL,-1.0083,98.8345,1.0
2025-03-11 18:00:00+00:00,2025-03-12 01:50:00+00:00,long,81924.1,83554.23,TP,1.9666,100.8011,1.0
2025-03-12 06:15:00+00:00,2025-03-12 07:50:00+00:00,short,81575.41,82399.4,SL,-1.0182,99.7829,1.0
2025-03-12 11:00:00+00:00,2025-03-12 14:35:00+00:00,long,82642.35,81807.75,SL,-1.0077,98.7752,1.0
2025-03-12 20:35:00+00:00,2025-03-13 13:45:00+00:00,long,83175.53,82335.54,SL,-0.9975,97.7777,1.0
2025-03-13 15:05:00+00:00,2025-03-13 17:45:00+00:00,short,81645.36,80020.46,TP,1.946,99.7237,1.0
2025-03-13 19:35:00+00:00,2025-03-13 22:50:00+00:00,short,80424.6,81236.97,SL,-1.0073,98.7164,1.0
2025-03-14 05:35:00+00:00,2025-03-14 13:30:00+00:00,long,82032.76,83665.05,TP,1.9643,100.6806,1.0
2025-03-14 13:35:00+00:00,2025-03-16 11:30:00+00:00,long,83578.35,82734.29,SL,-1.0168,99.6639,1.0
2025-03-16 13:50:00+00:00,2025-03-16 14:55:00+00:00,short,82537.2,83370.9,SL,-1.0067,98.6572,1.0
2025-03-16 21:20:00+00:00,2025-03-17 04:00:00+00:00,short,82862.53,83699.53,SL,-0.9965,97.6606,1.0
2025-03-17 09:15:00+00:00,2025-03-17 14:05:00+00:00,long,83634.41,82789.79,SL,-0.9863,96.6743,1.0
