strategy,entry_time,exit_time,direction,entry,exit,result,pnl,capital
S2. RSI Bounce + VWAP,2023-05-20 12:35:00+00:00,2023-05-20 15:35:00+00:00,short,26906.59,26971.03,SL ❌,-1.0129,100.2818
S2. RSI Bounce + VWAP,2023-05-20 16:25:00+00:00,2023-05-20 17:40:00+00:00,long,26931.07,27029.17,TP ✅,2.0056,102.2874
S2. RSI Bounce + VWAP,2023-05-21 00:05:00+00:00,2023-05-21 00:45:00+00:00,short,27074.94,27241.58,SL ❌,-1.0229,101.2646
S2. RSI Bounce + VWAP,2023-05-21 01:20:00+00:00,2023-05-21 05:15:00+00:00,short,27195.68,27095.87,TP ✅,2.0253,103.2899
S2. RSI Bounce + VWAP,2023-05-21 15:00:00+00:00,2023-05-21 15:15:00+00:00,long,26972.35,26930.0,SL ❌,-1.0329,102.257
S2. RSI Bounce + VWAP,2023-05-22 00:00:00+00:00,2023-05-22 00:25:00+00:00,long,26760.59,26700.04,SL ❌,-1.0226,101.2344
S2. RSI Bounce + VWAP,2023-05-22 00:55:00+00:00,2023-05-22 01:05:00+00:00,long,26656.11,26607.18,SL ❌,-1.0123,100.222
S2. RSI Bounce + VWAP,2023-05-22 01:45:00+00:00,2023-05-22 03:20:00+00:00,short,26618.65,26660.89,SL ❌,-1.0022,99.2198
S2. RSI Bounce + VWAP,2023-05-22 03:35:00+00:00,2023-05-22 04:30:00+00:00,short,26649.39,26692.78,SL ❌,-0.9922,98.2276
S2. RSI Bounce + VWAP,2023-05-22 04:55:00+00:00,2023-05-22 05:15:00+00:00,short,26691.67,26733.15,SL ❌,-0.9823,97.2454
S2. RSI Bounce + VWAP,2023-05-22 13:10:00+00:00,2023-05-22 13:30:00+00:00,long,26768.12,26894.37,TP ✅,1.9449,99.1903
S2. RSI Bounce + VWAP,2023-05-22 17:20:00+00:00,2023-05-22 18:20:00+00:00,long,26807.6,26890.02,TP ✅,1.9838,101.1741
S2. RSI Bounce + VWAP,2023-05-22 19:35:00+00:00,2023-05-22 21:20:00+00:00,long,26844.33,26951.37,TP ✅,2.0235,103.1976
S2. RSI Bounce + VWAP,2023-05-22 23:10:00+00:00,2023-05-23 00:55:00+00:00,long,26862.75,26822.33,SL ❌,-1.032,102.1656
S2. RSI Bounce + VWAP,2023-05-23 01:15:00+00:00,2023-05-23 01:25:00+00:00,long,26868.71,26976.93,TP ✅,2.0433,104.2089
S2. RSI Bounce + VWAP,2023-05-23 02:40:00+00:00,2023-05-23 02:55:00+00:00,long,27032.38,27128.42,TP ✅,2.0842,106.2931
S2. RSI Bounce + VWAP,2023-05-23 09:45:00+00:00,2023-05-23 12:20:00+00:00,long,27281.02,27376.23,TP ✅,2.1259,108.4189
S2. RSI Bounce + VWAP,2023-05-23 13:15:00+00:00,2023-05-23 13:40:00+00:00,long,27299.17,27227.59,SL ❌,-1.0842,107.3347
S2. RSI Bounce + VWAP,2023-05-23 13:55:00+00:00,2023-05-23 14:15:00+00:00,long,27236.03,27337.26,TP ✅,2.1467,109.4814
S2. RSI Bounce + VWAP,2023-05-23 14:25:00+00:00,2023-05-23 14:40:00+00:00,short,27289.92,27335.99,SL ❌,-1.0948,108.3866
S2. RSI Bounce + VWAP,2023-05-23 16:10:00+00:00,2023-05-23 16:35:00+00:00,long,27307.58,27260.7,SL ❌,-1.0839,107.3028
S2. RSI Bounce + VWAP,2023-05-23 16:50:00+00:00,2023-05-23 18:20:00+00:00,long,27227.61,27133.04,SL ❌,-1.073,106.2297
S2. RSI Bounce + VWAP,2023-05-23 19:35:00+00:00,2023-05-23 23:25:00+00:00,short,27200.05,27249.37,SL ❌,-1.0623,105.1674
S2. RSI Bounce + VWAP,2023-05-23 23:35:00+00:00,2023-05-24 00:45:00+00:00,short,27222.99,27137.96,TP ✅,2.1033,107.2708
S2. RSI Bounce + VWAP,2023-05-24 00:50:00+00:00,2023-05-24 03:05:00+00:00,long,27147.9,27095.41,SL ❌,-1.0727,106.1981
S2. RSI Bounce + VWAP,2023-05-24 09:40:00+00:00,2023-05-24 11:05:00+00:00,short,26794.15,26710.86,TP ✅,2.124,108.322
S2. RSI Bounce + VWAP,2023-05-25 00:25:00+00:00,2023-05-25 00:40:00+00:00,long,26283.36,26221.6,SL ❌,-1.0832,107.2388
S2. RSI Bounce + VWAP,2023-05-25 01:00:00+00:00,2023-05-25 01:05:00+00:00,long,26304.77,26247.32,SL ❌,-1.0724,106.1664
S2. RSI Bounce + VWAP,2023-05-25 01:30:00+00:00,2023-05-25 03:00:00+00:00,long,26089.13,26173.22,TP ✅,2.1233,108.2897
S2. RSI Bounce + VWAP,2023-05-25 03:10:00+00:00,2023-05-25 03:25:00+00:00,short,26155.27,26199.98,SL ❌,-1.0829,107.2069
S2. RSI Bounce + VWAP,2023-05-25 03:30:00+00:00,2023-05-25 04:15:00+00:00,short,26170.65,26211.11,SL ❌,-1.0721,106.1348
S2. RSI Bounce + VWAP,2023-05-25 08:00:00+00:00,2023-05-25 09:10:00+00:00,long,26162.53,26241.68,TP ✅,2.1227,108.2575
S2. RSI Bounce + VWAP,2023-05-25 16:00:00+00:00,2023-05-25 17:30:00+00:00,long,26248.11,26377.32,TP ✅,2.1652,110.4226
S2. RSI Bounce + VWAP,2023-05-26 00:00:00+00:00,2023-05-26 00:50:00+00:00,long,26480.61,26405.21,SL ❌,-1.1042,109.3184
S2. RSI Bounce + VWAP,2023-05-26 00:55:00+00:00,2023-05-26 01:20:00+00:00,long,26469.93,26428.02,SL ❌,-1.0932,108.2252
S2. RSI Bounce + VWAP,2023-05-26 01:55:00+00:00,2023-05-26 05:20:00+00:00,long,26414.9,26371.92,SL ❌,-1.0823,107.143
S2. RSI Bounce + VWAP,2023-05-26 05:40:00+00:00,2023-05-26 05:55:00+00:00,long,26388.78,26347.43,SL ❌,-1.0714,106.0715
S2. RSI Bounce + VWAP,2023-05-26 06:50:00+00:00,2023-05-26 07:15:00+00:00,short,26418.28,26469.22,SL ❌,-1.0607,105.0108
S2. RSI Bounce + VWAP,2023-05-26 07:20:00+00:00,2023-05-26 07:50:00+00:00,short,26451.35,26528.98,SL ❌,-1.0501,103.9607
S2. RSI Bounce + VWAP,2023-05-26 09:10:00+00:00,2023-05-26 12:30:00+00:00,long,26453.97,26403.43,SL ❌,-1.0396,102.9211
S2. RSI Bounce + VWAP,2023-05-26 12:45:00+00:00,2023-05-26 13:30:00+00:00,long,26440.38,26526.8,TP ✅,2.0584,104.9795
S2. RSI Bounce + VWAP,2023-05-27 00:55:00+00:00,2023-05-27 02:50:00+00:00,long,26651.92,26738.99,TP ✅,2.0996,107.0791
S2. RSI Bounce + VWAP,2023-05-27 03:10:00+00:00,2023-05-27 03:40:00+00:00,short,26720.18,26772.53,SL ❌,-1.0708,106.0083
S2. RSI Bounce + VWAP,2023-05-27 04:20:00+00:00,2023-05-27 08:05:00+00:00,long,26744.09,26692.85,SL ❌,-1.0601,104.9482
S2. RSI Bounce + VWAP,2023-05-27 08:20:00+00:00,2023-05-27 13:55:00+00:00,long,26700.0,26628.29,SL ❌,-1.0495,103.8988
S2. RSI Bounce + VWAP,2023-05-27 14:20:00+00:00,2023-05-27 14:50:00+00:00,long,26707.53,26654.39,SL ❌,-1.039,102.8598
S2. RSI Bounce + VWAP,2023-05-27 15:15:00+00:00,2023-05-27 17:45:00+00:00,long,26662.83,26753.61,TP ✅,2.0572,104.917
S2. RSI Bounce + VWAP,2023-05-27 18:10:00+00:00,2023-05-27 18:30:00+00:00,short,26743.2,26807.96,SL ❌,-1.0492,103.8678
S2. RSI Bounce + VWAP,2023-05-27 18:50:00+00:00,2023-05-27 22:30:00+00:00,short,26750.74,26791.3,SL ❌,-1.0387,102.8291
S2. RSI Bounce + VWAP,2023-05-28 00:20:00+00:00,2023-05-28 00:40:00+00:00,long,26818.61,26996.73,TP ✅,2.0566,104.8857
S2. RSI Bounce + VWAP,2023-05-28 01:30:00+00:00,2023-05-28 01:40:00+00:00,short,27072.02,27129.99,SL ❌,-1.0489,103.8368
S2. RSI Bounce + VWAP,2023-05-28 02:50:00+00:00,2023-05-28 03:45:00+00:00,long,27089.52,27178.1,TP ✅,2.0767,105.9136
S2. RSI Bounce + VWAP,2023-05-28 05:35:00+00:00,2023-05-28 06:40:00+00:00,long,27144.46,27228.48,TP ✅,2.1183,108.0319
S2. RSI Bounce + VWAP,2023-05-28 08:50:00+00:00,2023-05-28 09:40:00+00:00,long,27185.1,27140.9,SL ❌,-1.0803,106.9515
S2. RSI Bounce + VWAP,2023-05-28 09:55:00+00:00,2023-05-28 11:15:00+00:00,long,27156.68,27252.13,TP ✅,2.139,109.0906
S2. RSI Bounce + VWAP,2023-05-28 12:05:00+00:00,2023-05-28 12:35:00+00:00,long,27165.0,27121.92,SL ❌,-1.0909,107.9997
S2. RSI Bounce + VWAP,2023-05-28 12:40:00+00:00,2023-05-28 14:15:00+00:00,long,27140.43,27223.68,TP ✅,2.16,110.1597
S2. RSI Bounce + VWAP,2023-05-29 00:35:00+00:00,2023-05-29 00:45:00+00:00,short,28312.93,28222.68,TP ✅,2.2032,112.3628
S2. RSI Bounce + VWAP,2023-05-30 00:00:00+00:00,2023-05-30 00:25:00+00:00,long,27745.92,27673.39,SL ❌,-1.1236,111.2392
S2. RSI Bounce + VWAP,2023-05-30 00:30:00+00:00,2023-05-30 01:05:00+00:00,long,27678.25,27770.0,TP ✅,2.2248,113.464
S2. RSI Bounce + VWAP,2023-05-30 01:15:00+00:00,2023-05-30 03:10:00+00:00,short,27744.13,27793.86,SL ❌,-1.1346,112.3294
S2. RSI Bounce + VWAP,2023-05-30 03:55:00+00:00,2023-05-30 04:20:00+00:00,long,27829.23,27779.8,SL ❌,-1.1233,111.2061
S2. RSI Bounce + VWAP,2023-05-30 04:25:00+00:00,2023-05-30 05:05:00+00:00,long,27801.38,27745.45,SL ❌,-1.1121,110.094
S2. RSI Bounce + VWAP,2023-05-30 05:15:00+00:00,2023-05-30 06:30:00+00:00,long,27719.97,27806.31,TP ✅,2.2019,112.2959
S2. RSI Bounce + VWAP,2023-05-30 06:35:00+00:00,2023-05-30 09:15:00+00:00,short,27796.21,27848.93,SL ❌,-1.123,111.1729
S2. RSI Bounce + VWAP,2023-05-30 09:25:00+00:00,2023-05-30 09:40:00+00:00,short,27827.95,27871.28,SL ❌,-1.1117,110.0612
S2. RSI Bounce + VWAP,2023-05-30 12:50:00+00:00,2023-05-30 13:35:00+00:00,long,27877.8,27962.83,TP ✅,2.2012,112.2624
S2. RSI Bounce + VWAP,2023-05-30 14:05:00+00:00,2023-05-30 14:10:00+00:00,long,27858.2,27807.58,SL ❌,-1.1226,111.1398
S2. RSI Bounce + VWAP,2023-05-30 14:15:00+00:00,2023-05-30 14:20:00+00:00,long,27842.57,27764.16,SL ❌,-1.1114,110.0284
S2. RSI Bounce + VWAP,2023-05-30 18:55:00+00:00,2023-05-30 19:35:00+00:00,short,27765.84,27820.01,SL ❌,-1.1003,108.9281
S2. RSI Bounce + VWAP,2023-05-30 19:45:00+00:00,2023-05-30 21:45:00+00:00,short,27825.57,27662.64,TP ✅,2.1786,111.1067
S2. RSI Bounce + VWAP,2023-05-31 00:20:00+00:00,2023-05-31 01:10:00+00:00,long,27700.0,27787.84,TP ✅,2.2221,113.3288
S2. RSI Bounce + VWAP,2023-05-31 01:30:00+00:00,2023-05-31 02:05:00+00:00,short,27773.6,27616.42,TP ✅,2.2666,115.5954
S2. RSI Bounce + VWAP,2023-05-31 02:25:00+00:00,2023-05-31 03:00:00+00:00,long,27690.43,27642.25,SL ❌,-1.156,114.4394
S2. RSI Bounce + VWAP,2023-05-31 03:10:00+00:00,2023-05-31 04:40:00+00:00,long,27643.64,27576.73,SL ❌,-1.1444,113.295
S2. RSI Bounce + VWAP,2023-05-31 22:50:00+00:00,2023-05-31 23:35:00+00:00,short,27154.72,27197.12,SL ❌,-1.1329,112.1621
S2. RSI Bounce + VWAP,2023-05-31 23:50:00+00:00,2023-06-01 00:10:00+00:00,short,27225.73,27318.11,SL ❌,-1.1216,111.0405
S2. RSI Bounce + VWAP,2023-06-01 00:15:00+00:00,2023-06-01 00:30:00+00:00,short,27287.8,27186.05,TP ✅,2.2208,113.2613
S2. RSI Bounce + VWAP,2023-06-01 09:20:00+00:00,2023-06-01 12:15:00+00:00,short,26916.91,26827.12,TP ✅,2.2652,115.5265
S2. RSI Bounce + VWAP,2023-06-01 12:55:00+00:00,2023-06-01 14:20:00+00:00,short,26941.79,26841.6,TP ✅,2.3105,117.837
S2. RSI Bounce + VWAP,2023-06-01 15:00:00+00:00,2023-06-01 15:10:00+00:00,short,26883.57,26926.26,SL ❌,-1.1784,116.6587
S2. RSI Bounce + VWAP,2023-06-01 15:25:00+00:00,2023-06-01 16:40:00+00:00,short,26903.4,26819.83,TP ✅,2.3332,118.9918
S2. RSI Bounce + VWAP,2023-06-01 17:35:00+00:00,2023-06-01 19:25:00+00:00,long,26961.36,26870.39,SL ❌,-1.1899,117.8019
S2. RSI Bounce + VWAP,2023-06-01 21:10:00+00:00,2023-06-01 23:25:00+00:00,short,26916.01,26789.99,TP ✅,2.356,120.158
S2. RSI Bounce + VWAP,2023-06-02 00:40:00+00:00,2023-06-02 01:25:00+00:00,long,26726.01,26828.66,TP ✅,2.4032,122.5611
S2. RSI Bounce + VWAP,2023-06-02 14:00:00+00:00,2023-06-02 14:05:00+00:00,long,26958.59,26896.25,SL ❌,-1.2256,121.3355
S2. RSI Bounce + VWAP,2023-06-02 14:10:00+00:00,2023-06-02 14:20:00+00:00,long,26960.85,26903.21,SL ❌,-1.2134,120.1222
S2. RSI Bounce + VWAP,2023-06-02 15:10:00+00:00,2023-06-02 15:50:00+00:00,short,27004.41,27082.17,SL ❌,-1.2012,118.9209
S2. RSI Bounce + VWAP,2023-06-02 16:10:00+00:00,2023-06-02 16:35:00+00:00,short,27041.09,27087.14,SL ❌,-1.1892,117.7317
S2. RSI Bounce + VWAP,2023-06-02 18:30:00+00:00,2023-06-02 18:45:00+00:00,long,27041.57,27143.22,TP ✅,2.3546,120.0864
S2. RSI Bounce + VWAP,2023-06-03 00:10:00+00:00,2023-06-03 00:40:00+00:00,long,27217.86,27173.68,SL ❌,-1.2009,118.8855
S2. RSI Bounce + VWAP,2023-06-03 01:05:00+00:00,2023-06-03 01:35:00+00:00,long,27167.01,27125.99,SL ❌,-1.1889,117.6966
S2. RSI Bounce + VWAP,2023-06-03 01:45:00+00:00,2023-06-03 15:25:00+00:00,long,27148.17,27239.18,TP ✅,2.3539,120.0506
S2. RSI Bounce + VWAP,2023-06-03 17:50:00+00:00,2023-06-03 19:20:00+00:00,long,27178.31,27134.9,SL ❌,-1.2005,118.8501
S2. RSI Bounce + VWAP,2023-06-03 19:25:00+00:00,2023-06-03 19:50:00+00:00,long,27151.1,27093.91,SL ❌,-1.1885,117.6616
S2. RSI Bounce + VWAP,2023-06-04 00:10:00+00:00,2023-06-04 00:55:00+00:00,long,27053.33,27005.13,SL ❌,-1.1766,116.485
S2. RSI Bounce + VWAP,2023-06-04 01:10:00+00:00,2023-06-04 06:40:00+00:00,long,27026.37,27114.13,TP ✅,2.3297,118.8147
S2. RSI Bounce + VWAP,2023-06-04 15:30:00+00:00,2023-06-04 22:15:00+00:00,long,27196.24,27380.0,TP ✅,2.3763,121.1909
S2. RSI Bounce + VWAP,2023-06-04 23:30:00+00:00,2023-06-04 23:45:00+00:00,long,27177.62,27104.32,SL ❌,-1.2119,119.979
S2. RSI Bounce + VWAP,2023-06-05 00:00:00+00:00,2023-06-05 00:45:00+00:00,long,27089.39,27043.78,SL ❌,-1.1998,118.7792
S2. RSI Bounce + VWAP,2023-06-05 01:20:00+00:00,2023-06-05 02:50:00+00:00,long,27042.61,26960.01,SL ❌,-1.1878,117.5915
S2. RSI Bounce + VWAP,2023-06-06 00:20:00+00:00,2023-06-06 00:25:00+00:00,long,25750.0,25710.26,SL ❌,-1.1759,116.4155
S2. RSI Bounce + VWAP,2023-06-06 01:00:00+00:00,2023-06-06 01:20:00+00:00,long,25687.12,25648.54,SL ❌,-1.1642,115.2514
S2. RSI Bounce + VWAP,2023-06-06 01:40:00+00:00,2023-06-06 02:20:00+00:00,long,25655.42,25760.53,TP ✅,2.305,117.5564
S2. RSI Bounce + VWAP,2023-06-06 03:10:00+00:00,2023-06-06 08:10:00+00:00,long,25748.5,25704.28,SL ❌,-1.1756,116.3808
S2. RSI Bounce + VWAP,2023-06-06 08:30:00+00:00,2023-06-06 10:15:00+00:00,long,25697.67,25791.11,TP ✅,2.3276,118.7085
S2. RSI Bounce + VWAP,2023-06-06 10:25:00+00:00,2023-06-06 11:35:00+00:00,short,25763.15,25679.15,TP ✅,2.3742,121.0826
S2. RSI Bounce + VWAP,2023-06-06 11:55:00+00:00,2023-06-06 12:10:00+00:00,long,25686.64,25460.2,SL ❌,-1.2108,119.8718
S2. RSI Bounce + VWAP,2023-06-06 12:15:00+00:00,2023-06-06 12:20:00+00:00,long,25672.69,25603.94,SL ❌,-1.1987,118.6731
S2. RSI Bounce + VWAP,2023-06-07 00:05:00+00:00,2023-06-07 00:15:00+00:00,long,27248.25,27172.27,SL ❌,-1.1867,117.4864
S2. RSI Bounce + VWAP,2023-06-07 11:45:00+00:00,2023-06-07 11:55:00+00:00,short,26793.3,26896.14,SL ❌,-1.1749,116.3115
S2. RSI Bounce + VWAP,2023-06-08 00:10:00+00:00,2023-06-08 00:50:00+00:00,long,26330.2,26412.31,TP ✅,2.3262,118.6377
S2. RSI Bounce + VWAP,2023-06-08 00:55:00+00:00,2023-06-08 01:10:00+00:00,short,26390.01,26460.98,SL ❌,-1.1864,117.4513
S2. RSI Bounce + VWAP,2023-06-08 02:20:00+00:00,2023-06-08 02:45:00+00:00,long,26428.83,26372.77,SL ❌,-1.1745,116.2768
S2. RSI Bounce + VWAP,2023-06-08 03:15:00+00:00,2023-06-08 03:20:00+00:00,long,26370.0,26306.75,SL ❌,-1.1628,115.1141
S2. RSI Bounce + VWAP,2023-06-08 04:35:00+00:00,2023-06-08 05:10:00+00:00,short,26384.76,26430.33,SL ❌,-1.1511,113.9629
S2. RSI Bounce + VWAP,2023-06-08 05:20:00+00:00,2023-06-08 06:05:00+00:00,short,26417.4,26307.01,TP ✅,2.2793,116.2422
S2. RSI Bounce + VWAP,2023-06-08 06:20:00+00:00,2023-06-08 06:40:00+00:00,long,26339.7,26471.82,TP ✅,2.3248,118.567
S2. RSI Bounce + VWAP,2023-06-08 08:20:00+00:00,2023-06-08 12:25:00+00:00,long,26413.85,26370.01,SL ❌,-1.1857,117.3814
S2. RSI Bounce + VWAP,2023-06-08 12:30:00+00:00,2023-06-08 12:45:00+00:00,long,26442.66,26531.56,TP ✅,2.3476,119.729
S2. RSI Bounce + VWAP,2023-06-08 13:35:00+00:00,2023-06-08 13:50:00+00:00,long,26438.18,26386.5,SL ❌,-1.1973,118.5317
S2. RSI Bounce + VWAP,2023-06-08 17:10:00+00:00,2023-06-08 18:40:00+00:00,long,26480.76,26567.9,TP ✅,2.3706,120.9023
S2. RSI Bounce + VWAP,2023-06-08 18:45:00+00:00,2023-06-08 20:20:00+00:00,short,26524.52,26619.54,SL ❌,-1.209,119.6933
S2. RSI Bounce + VWAP,2023-06-09 00:10:00+00:00,2023-06-09 00:20:00+00:00,long,26497.17,26452.6,SL ❌,-1.1969,118.4964
S2. RSI Bounce + VWAP,2023-06-09 00:25:00+00:00,2023-06-09 01:30:00+00:00,long,26455.01,26565.55,TP ✅,2.3699,120.8663
S2. RSI Bounce + VWAP,2023-06-09 02:10:00+00:00,2023-06-09 02:20:00+00:00,long,26512.06,26334.11,SL ❌,-1.2087,119.6576
S2. RSI Bounce + VWAP,2023-06-09 02:25:00+00:00,2023-06-09 03:35:00+00:00,long,26395.62,26495.44,TP ✅,2.3932,122.0508
S2. RSI Bounce + VWAP,2023-06-09 04:35:00+00:00,2023-06-09 06:15:00+00:00,long,26460.68,26540.47,TP ✅,2.441,124.4918
S2. RSI Bounce + VWAP,2023-06-09 07:05:00+00:00,2023-06-09 08:15:00+00:00,long,26490.01,26578.51,TP ✅,2.4898,126.9816
S2. RSI Bounce + VWAP,2023-06-09 15:25:00+00:00,2023-06-09 15:45:00+00:00,short,26587.29,26504.86,TP ✅,2.5396,129.5213
S2. RSI Bounce + VWAP,2023-06-09 16:20:00+00:00,2023-06-09 17:05:00+00:00,long,26505.21,26462.77,SL ❌,-1.2952,128.2261
S2. RSI Bounce + VWAP,2023-06-09 17:15:00+00:00,2023-06-09 18:30:00+00:00,long,26498.12,26447.92,SL ❌,-1.2823,126.9438
S2. RSI Bounce + VWAP,2023-06-09 22:10:00+00:00,2023-06-10 01:45:00+00:00,short,26490.8,26374.42,TP ✅,2.5389,129.4827
S2. RSI Bounce + VWAP,2023-06-10 01:50:00+00:00,2023-06-10 01:55:00+00:00,long,26442.93,26396.93,SL ❌,-1.2948,128.1878
S2. RSI Bounce + VWAP,2023-06-10 20:50:00+00:00,2023-06-10 22:20:00+00:00,short,25776.41,25831.86,SL ❌,-1.2819,126.906
S2. RSI Bounce + VWAP,2023-06-11 00:25:00+00:00,2023-06-11 00:40:00+00:00,long,25826.18,25746.79,SL ❌,-1.2691,125.6369
S2. RSI Bounce + VWAP,2023-06-11 02:00:00+00:00,2023-06-11 03:50:00+00:00,short,25799.99,25719.27,TP ✅,2.5127,128.1496
S2. RSI Bounce + VWAP,2023-06-11 05:20:00+00:00,2023-06-11 05:35:00+00:00,short,25759.99,25799.41,SL ❌,-1.2815,126.8682
S2. RSI Bounce + VWAP,2023-06-11 05:45:00+00:00,2023-06-11 09:55:00+00:00,short,25786.03,25706.26,TP ✅,2.5374,129.4055
S2. RSI Bounce + VWAP,2023-06-11 10:20:00+00:00,2023-06-11 11:20:00+00:00,long,25726.06,25806.46,TP ✅,2.5881,131.9936
S2. RSI Bounce + VWAP,2023-06-11 12:10:00+00:00,2023-06-11 13:00:00+00:00,long,25782.17,25742.01,SL ❌,-1.3199,130.6737
S2. RSI Bounce + VWAP,2023-06-11 13:05:00+00:00,2023-06-11 13:50:00+00:00,long,25765.15,25707.21,SL ❌,-1.3067,129.367
S2. RSI Bounce + VWAP,2023-06-11 14:00:00+00:00,2023-06-11 16:15:00+00:00,long,25721.87,25825.12,TP ✅,2.5873,131.9543
S2. RSI Bounce + VWAP,2023-06-11 22:50:00+00:00,2023-06-11 23:25:00+00:00,long,25903.98,25848.98,SL ❌,-1.3195,130.6348
S2. RSI Bounce + VWAP,2023-06-11 23:30:00+00:00,2023-06-12 00:10:00+00:00,long,25869.59,25949.06,TP ✅,2.6127,133.2474
S2. RSI Bounce + VWAP,2023-06-12 00:15:00+00:00,2023-06-12 00:50:00+00:00,short,25901.04,25975.44,SL ❌,-1.3325,131.915
S2. RSI Bounce + VWAP,2023-06-12 01:25:00+00:00,2023-06-12 02:20:00+00:00,short,25947.31,25730.02,TP ✅,2.6383,134.5533
S2. RSI Bounce + VWAP,2023-06-12 02:50:00+00:00,2023-06-12 06:25:00+00:00,long,25786.6,25867.09,TP ✅,2.6911,137.2443
S2. RSI Bounce + VWAP,2023-06-12 06:45:00+00:00,2023-06-12 08:25:00+00:00,short,25835.82,25915.0,SL ❌,-1.3724,135.8719
S2. RSI Bounce + VWAP,2023-06-12 14:55:00+00:00,2023-06-12 15:00:00+00:00,long,25846.35,25792.67,SL ❌,-1.3587,134.5132
S2. RSI Bounce + VWAP,2023-06-12 16:30:00+00:00,2023-06-12 17:20:00+00:00,short,25875.44,25743.4,TP ✅,2.6903,137.2034
S2. RSI Bounce + VWAP,2023-06-12 17:40:00+00:00,2023-06-12 17:50:00+00:00,long,25870.1,25825.14,SL ❌,-1.372,135.8314
S2. RSI Bounce + VWAP,2023-06-12 19:00:00+00:00,2023-06-12 20:25:00+00:00,short,25829.49,25879.73,SL ❌,-1.3583,134.4731
S2. RSI Bounce + VWAP,2023-06-12 20:40:00+00:00,2023-06-12 21:05:00+00:00,short,25864.92,25933.61,SL ❌,-1.3447,133.1284
S2. RSI Bounce + VWAP,2023-06-12 21:25:00+00:00,2023-06-12 22:00:00+00:00,short,25892.02,25937.26,SL ❌,-1.3313,131.7971
S2. RSI Bounce + VWAP,2023-06-12 22:20:00+00:00,2023-06-12 22:50:00+00:00,short,25893.67,25939.99,SL ❌,-1.318,130.4791
S2. RSI Bounce + VWAP,2023-06-12 23:05:00+00:00,2023-06-13 00:15:00+00:00,short,25908.26,25999.96,SL ❌,-1.3048,129.1743
S2. RSI Bounce + VWAP,2023-06-13 00:30:00+00:00,2023-06-13 00:50:00+00:00,short,25945.63,25840.0,TP ✅,2.5835,131.7578
S2. RSI Bounce + VWAP,2023-06-13 01:05:00+00:00,2023-06-13 01:25:00+00:00,long,25872.41,26003.98,TP ✅,2.6352,134.393
S2. RSI Bounce + VWAP,2023-06-13 01:50:00+00:00,2023-06-13 02:30:00+00:00,short,25948.61,25997.15,SL ❌,-1.3439,133.049
S2. RSI Bounce + VWAP,2023-06-13 04:35:00+00:00,2023-06-13 08:20:00+00:00,long,26037.63,26115.92,TP ✅,2.661,135.71
S2. RSI Bounce + VWAP,2023-06-13 11:50:00+00:00,2023-06-13 12:00:00+00:00,long,26114.57,26222.99,TP ✅,2.7142,138.4242
S2. RSI Bounce + VWAP,2023-06-13 13:15:00+00:00,2023-06-13 13:45:00+00:00,long,26086.04,26043.49,SL ❌,-1.3842,137.04
S2. RSI Bounce + VWAP,2023-06-14 00:25:00+00:00,2023-06-14 00:40:00+00:00,short,25944.55,26010.18,SL ❌,-1.3704,135.6696
S2. RSI Bounce + VWAP,2023-06-14 00:45:00+00:00,2023-06-14 01:55:00+00:00,short,25997.37,26046.27,SL ❌,-1.3567,134.3129
S2. RSI Bounce + VWAP,2023-06-14 02:15:00+00:00,2023-06-14 05:30:00+00:00,short,26018.97,25925.27,TP ✅,2.6863,136.9991
S2. RSI Bounce + VWAP,2023-06-14 08:50:00+00:00,2023-06-14 09:40:00+00:00,short,25927.58,25975.6,SL ❌,-1.37,135.6291
S2. RSI Bounce + VWAP,2023-06-14 10:15:00+00:00,2023-06-14 12:25:00+00:00,short,25969.09,26010.0,SL ❌,-1.3563,134.2728
S2. RSI Bounce + VWAP,2023-06-14 13:35:00+00:00,2023-06-14 17:15:00+00:00,long,25974.13,25912.2,SL ❌,-1.3427,132.9301
S2. RSI Bounce + VWAP,2023-06-14 18:00:00+00:00,2023-06-14 18:40:00+00:00,short,25927.34,25975.41,SL ❌,-1.3293,131.6008
S2. RSI Bounce + VWAP,2023-06-14 18:55:00+00:00,2023-06-14 19:05:00+00:00,short,25915.03,25978.37,SL ❌,-1.316,130.2848
S2. RSI Bounce + VWAP,2023-06-14 19:10:00+00:00,2023-06-14 20:00:00+00:00,short,25920.01,25726.32,TP ✅,2.6057,132.8905
S2. RSI Bounce + VWAP,2023-06-15 00:00:00+00:00,2023-06-15 00:15:00+00:00,short,25096.29,25143.0,SL ❌,-1.3289,131.5616
S2. RSI Bounce + VWAP,2023-06-15 01:05:00+00:00,2023-06-15 01:30:00+00:00,short,25191.25,25108.85,TP ✅,2.6312,134.1928
S2. RSI Bounce + VWAP,2023-06-15 02:05:00+00:00,2023-06-15 04:05:00+00:00,long,25077.93,25019.1,SL ❌,-1.3419,132.8509
S2. RSI Bounce + VWAP,2023-06-15 05:25:00+00:00,2023-06-15 05:40:00+00:00,long,25039.79,24984.24,SL ❌,-1.3285,131.5224
S2. RSI Bounce + VWAP,2023-06-15 07:45:00+00:00,2023-06-15 10:30:00+00:00,short,25007.13,24922.82,TP ✅,2.6304,134.1528
S2. RSI Bounce + VWAP,2023-06-15 12:05:00+00:00,2023-06-15 13:15:00+00:00,short,24989.73,25049.17,SL ❌,-1.3415,132.8113
