strategy,entry_time,exit_time,direction,entry,exit,result,pnl,capital
S4. MACD Zero-Cross,2024-04-26 14:35:00+00:00,2024-04-26 15:05:00+00:00,short,64026.0,63732.62,TP ✅,1.4043,71.618
S4. MACD Zero-Cross,2024-04-26 18:45:00+00:00,2024-04-27 00:25:00+00:00,short,63965.83,63528.6,TP ✅,1.4324,73.0504
S4. MACD Zero-Cross,2024-04-27 04:10:00+00:00,2024-04-27 04:25:00+00:00,short,62958.95,63132.0,SL ❌,-0.7305,72.3199
S4. MACD Zero-Cross,2024-04-27 04:50:00+00:00,2024-04-27 07:10:00+00:00,short,62967.32,63108.89,SL ❌,-0.7232,71.5967
S4. MACD Zero-Cross,2024-04-27 07:45:00+00:00,2024-04-27 10:45:00+00:00,short,63006.25,62751.28,TP ✅,1.4319,73.0286
S4. MACD Zero-Cross,2024-04-27 14:25:00+00:00,2024-04-27 15:45:00+00:00,short,63154.1,62886.0,TP ✅,1.4606,74.4892
S4. MACD Zero-Cross,2024-04-27 16:25:00+00:00,2024-04-27 17:25:00+00:00,short,62788.01,62930.65,SL ❌,-0.7449,73.7443
S4. MACD Zero-Cross,2024-04-27 18:20:00+00:00,2024-04-27 18:35:00+00:00,short,63076.01,63207.78,SL ❌,-0.7374,73.0068
S4. MACD Zero-Cross,2024-04-27 18:50:00+00:00,2024-04-27 19:00:00+00:00,long,63424.79,63192.08,SL ❌,-0.7301,72.2768
S4. MACD Zero-Cross,2024-04-27 20:00:00+00:00,2024-04-27 20:10:00+00:00,long,63432.0,63281.9,SL ❌,-0.7228,71.554
S4. MACD Zero-Cross,2024-04-27 21:40:00+00:00,2024-04-27 23:50:00+00:00,long,63270.02,63535.7,TP ✅,1.4311,72.9851
S4. MACD Zero-Cross,2024-04-28 02:35:00+00:00,2024-04-28 03:00:00+00:00,long,63708.55,63987.35,TP ✅,1.4597,74.4448
S4. MACD Zero-Cross,2024-04-28 05:50:00+00:00,2024-04-28 06:25:00+00:00,long,63935.99,63801.71,SL ❌,-0.7444,73.7003
S4. MACD Zero-Cross,2024-04-28 06:40:00+00:00,2024-04-28 08:40:00+00:00,long,63941.99,63668.19,SL ❌,-0.737,72.9633
S4. MACD Zero-Cross,2024-04-28 09:25:00+00:00,2024-04-28 10:10:00+00:00,long,63812.02,63584.0,SL ❌,-0.7296,72.2337
S4. MACD Zero-Cross,2024-04-28 11:20:00+00:00,2024-04-28 13:05:00+00:00,short,63497.99,63630.47,SL ❌,-0.7223,71.5114
S4. MACD Zero-Cross,2024-04-28 17:20:00+00:00,2024-04-28 17:45:00+00:00,short,63609.01,63754.34,SL ❌,-0.7151,70.7962
S4. MACD Zero-Cross,2024-04-28 22:05:00+00:00,2024-04-28 22:30:00+00:00,short,63583.39,63209.65,TP ✅,1.4159,72.2122
S4. MACD Zero-Cross,2024-04-29 01:20:00+00:00,2024-04-29 01:35:00+00:00,short,63110.0,63298.0,SL ❌,-0.7221,71.49
S4. MACD Zero-Cross,2024-04-29 02:15:00+00:00,2024-04-29 02:35:00+00:00,short,63149.98,62814.0,TP ✅,1.4298,72.9198
S4. MACD Zero-Cross,2024-04-29 03:55:00+00:00,2024-04-29 04:05:00+00:00,short,62279.67,62445.04,SL ❌,-0.7292,72.1906
S4. MACD Zero-Cross,2024-04-29 05:25:00+00:00,2024-04-29 06:45:00+00:00,short,62344.01,62067.85,TP ✅,1.4438,73.6345
S4. MACD Zero-Cross,2024-04-29 09:05:00+00:00,2024-04-29 09:50:00+00:00,short,62305.87,62579.86,SL ❌,-0.7363,72.8981
S4. MACD Zero-Cross,2024-04-29 10:40:00+00:00,2024-04-29 12:30:00+00:00,short,62456.0,62160.05,TP ✅,1.458,74.3561
S4. MACD Zero-Cross,2024-04-29 13:30:00+00:00,2024-04-29 13:40:00+00:00,short,62391.99,61976.99,TP ✅,1.4871,75.8432
S4. MACD Zero-Cross,2024-04-29 17:25:00+00:00,2024-04-29 17:35:00+00:00,long,63184.22,62988.0,SL ❌,-0.7584,75.0848
S4. MACD Zero-Cross,2024-04-29 19:40:00+00:00,2024-04-29 20:05:00+00:00,long,62750.44,63024.38,TP ✅,1.5017,76.5865
S4. MACD Zero-Cross,2024-04-29 21:50:00+00:00,2024-04-29 22:15:00+00:00,long,63092.18,63367.18,TP ✅,1.5317,78.1182
S4. MACD Zero-Cross,2024-04-30 00:45:00+00:00,2024-04-30 01:25:00+00:00,long,64400.4,64249.99,SL ❌,-0.7812,77.337
S4. MACD Zero-Cross,2024-04-30 02:50:00+00:00,2024-04-30 03:00:00+00:00,long,63862.99,63681.15,SL ❌,-0.7734,76.5636
S4. MACD Zero-Cross,2024-04-30 03:25:00+00:00,2024-04-30 04:15:00+00:00,long,63741.68,63575.22,SL ❌,-0.7656,75.798
S4. MACD Zero-Cross,2024-04-30 07:40:00+00:00,2024-04-30 08:10:00+00:00,short,63287.98,62837.61,TP ✅,1.516,77.314
S4. MACD Zero-Cross,2024-04-30 11:30:00+00:00,2024-04-30 12:05:00+00:00,short,61349.99,61070.39,TP ✅,1.5463,78.8602
S4. MACD Zero-Cross,2024-04-30 13:50:00+00:00,2024-04-30 14:20:00+00:00,short,60791.24,60924.53,SL ❌,-0.7886,78.0716
S4. MACD Zero-Cross,2024-04-30 15:20:00+00:00,2024-04-30 15:50:00+00:00,short,60938.31,60691.09,TP ✅,1.5614,79.6331
S4. MACD Zero-Cross,2024-04-30 17:10:00+00:00,2024-04-30 17:20:00+00:00,short,60264.71,60449.33,SL ❌,-0.7963,78.8367
S4. MACD Zero-Cross,2024-04-30 18:45:00+00:00,2024-04-30 18:50:00+00:00,short,60118.5,60249.99,SL ❌,-0.7884,78.0484
S4. MACD Zero-Cross,2024-04-30 19:10:00+00:00,2024-04-30 19:15:00+00:00,short,60000.01,60216.02,SL ❌,-0.7805,77.2679
S4. MACD Zero-Cross,2024-04-30 23:00:00+00:00,2024-04-30 23:30:00+00:00,short,60503.99,60669.62,SL ❌,-0.7727,76.4952
S4. MACD Zero-Cross,2024-05-01 00:00:00+00:00,2024-05-01 00:25:00+00:00,short,60688.39,60425.57,TP ✅,1.5299,78.0251
S4. MACD Zero-Cross,2024-05-01 01:55:00+00:00,2024-05-01 02:05:00+00:00,short,60133.78,59799.99,TP ✅,1.5605,79.5856
S4. MACD Zero-Cross,2024-05-01 05:05:00+00:00,2024-05-01 05:45:00+00:00,short,60267.49,60005.41,TP ✅,1.5917,81.1773
S4. MACD Zero-Cross,2024-05-01 12:50:00+00:00,2024-05-01 13:30:00+00:00,short,57873.52,57378.99,TP ✅,1.6235,82.8009
S4. MACD Zero-Cross,2024-05-01 14:35:00+00:00,2024-05-01 14:40:00+00:00,short,57331.1,57456.0,SL ❌,-0.828,81.9729
S4. MACD Zero-Cross,2024-05-01 15:05:00+00:00,2024-05-01 15:15:00+00:00,short,57108.2,56792.18,TP ✅,1.6395,83.6123
S4. MACD Zero-Cross,2024-05-01 17:10:00+00:00,2024-05-01 17:15:00+00:00,short,56773.99,56894.99,SL ❌,-0.8361,82.7762
S4. MACD Zero-Cross,2024-05-01 22:50:00+00:00,2024-05-01 23:35:00+00:00,short,57969.81,58221.99,SL ❌,-0.8278,81.9484
S4. MACD Zero-Cross,2024-05-02 04:45:00+00:00,2024-05-02 06:10:00+00:00,short,57441.7,57581.11,SL ❌,-0.8195,81.129
S4. MACD Zero-Cross,2024-05-02 07:40:00+00:00,2024-05-02 08:25:00+00:00,short,57689.54,57905.86,SL ❌,-0.8113,80.3177
S4. MACD Zero-Cross,2024-05-02 10:45:00+00:00,2024-05-02 11:05:00+00:00,long,57883.81,58221.1,TP ✅,1.6064,81.924
S4. MACD Zero-Cross,2024-05-02 14:30:00+00:00,2024-05-02 14:40:00+00:00,long,58863.6,59261.08,TP ✅,1.6385,83.5625
S4. MACD Zero-Cross,2024-05-02 17:55:00+00:00,2024-05-02 18:15:00+00:00,long,59190.24,59050.0,SL ❌,-0.8356,82.7269
S4. MACD Zero-Cross,2024-05-02 18:35:00+00:00,2024-05-02 19:10:00+00:00,long,59305.08,59105.62,SL ❌,-0.8273,81.8996
S4. MACD Zero-Cross,2024-05-02 19:55:00+00:00,2024-05-02 20:05:00+00:00,long,59351.11,59231.98,SL ❌,-0.819,81.0806
S4. MACD Zero-Cross,2024-05-02 21:25:00+00:00,2024-05-02 21:35:00+00:00,long,58999.0,59546.82,TP ✅,1.6216,82.7022
S4. MACD Zero-Cross,2024-05-03 00:55:00+00:00,2024-05-03 01:05:00+00:00,long,59031.81,59345.99,TP ✅,1.654,84.3563
S4. MACD Zero-Cross,2024-05-03 03:05:00+00:00,2024-05-03 04:30:00+00:00,long,59774.99,59600.0,SL ❌,-0.8436,83.5127
S4. MACD Zero-Cross,2024-05-03 07:10:00+00:00,2024-05-03 07:35:00+00:00,long,59415.23,59220.0,SL ❌,-0.8351,82.6776
S4. MACD Zero-Cross,2024-05-03 08:10:00+00:00,2024-05-03 09:45:00+00:00,long,59251.18,59547.59,TP ✅,1.6536,84.3311
S4. MACD Zero-Cross,2024-05-03 16:30:00+00:00,2024-05-03 16:45:00+00:00,long,61902.25,61705.96,SL ❌,-0.8433,83.4878
S4. MACD Zero-Cross,2024-05-03 19:40:00+00:00,2024-05-03 20:05:00+00:00,long,61830.89,62108.01,TP ✅,1.6698,85.1576
S4. MACD Zero-Cross,2024-05-03 22:30:00+00:00,2024-05-03 22:50:00+00:00,long,62984.0,62801.35,SL ❌,-0.8516,84.306
S4. MACD Zero-Cross,2024-05-03 23:25:00+00:00,2024-05-03 23:40:00+00:00,long,63111.98,62968.57,SL ❌,-0.8431,83.4629
S4. MACD Zero-Cross,2024-05-04 00:45:00+00:00,2024-05-04 01:00:00+00:00,long,63079.41,62894.0,SL ❌,-0.8346,82.6283
S4. MACD Zero-Cross,2024-05-04 01:20:00+00:00,2024-05-04 01:25:00+00:00,long,63106.0,63566.01,TP ✅,1.6526,84.2809
S4. MACD Zero-Cross,2024-05-04 03:10:00+00:00,2024-05-04 04:45:00+00:00,long,62722.81,62980.02,TP ✅,1.6856,85.9665
S4. MACD Zero-Cross,2024-05-04 07:40:00+00:00,2024-05-04 10:25:00+00:00,long,63064.5,63342.48,TP ✅,1.7193,87.6858
S4. MACD Zero-Cross,2024-05-04 14:25:00+00:00,2024-05-04 15:30:00+00:00,long,63726.65,63440.0,SL ❌,-0.8769,86.809
S4. MACD Zero-Cross,2024-05-04 16:30:00+00:00,2024-05-04 17:50:00+00:00,long,63569.35,63427.15,SL ❌,-0.8681,85.9409
S4. MACD Zero-Cross,2024-05-04 18:20:00+00:00,2024-05-04 19:50:00+00:00,long,63579.96,64013.34,TP ✅,1.7188,87.6597
S4. MACD Zero-Cross,2024-05-04 23:10:00+00:00,2024-05-05 00:40:00+00:00,long,63805.32,63468.01,SL ❌,-0.8766,86.7831
S4. MACD Zero-Cross,2024-05-05 03:30:00+00:00,2024-05-05 03:45:00+00:00,short,63038.2,63168.0,SL ❌,-0.8678,85.9153
S4. MACD Zero-Cross,2024-05-05 05:30:00+00:00,2024-05-05 07:05:00+00:00,short,63327.99,63466.0,SL ❌,-0.8592,85.0561
S4. MACD Zero-Cross,2024-05-05 10:10:00+00:00,2024-05-05 10:45:00+00:00,long,63764.0,63602.67,SL ❌,-0.8506,84.2055
S4. MACD Zero-Cross,2024-05-05 11:15:00+00:00,2024-05-05 13:15:00+00:00,long,63749.99,64098.01,TP ✅,1.6841,85.8897
S4. MACD Zero-Cross,2024-05-05 14:55:00+00:00,2024-05-05 15:40:00+00:00,long,64100.0,64399.16,TP ✅,1.7178,87.6075
S4. MACD Zero-Cross,2024-05-05 19:25:00+00:00,2024-05-05 20:15:00+00:00,long,63954.19,63738.69,SL ❌,-0.8761,86.7314
S4. MACD Zero-Cross,2024-05-06 01:05:00+00:00,2024-05-06 01:30:00+00:00,long,64376.0,64165.95,SL ❌,-0.8673,85.8641
S4. MACD Zero-Cross,2024-05-06 06:10:00+00:00,2024-05-06 06:40:00+00:00,long,64394.01,64263.73,SL ❌,-0.8586,85.0054
S4. MACD Zero-Cross,2024-05-06 07:35:00+00:00,2024-05-06 08:15:00+00:00,long,64438.01,64968.01,TP ✅,1.7001,86.7055
S4. MACD Zero-Cross,2024-05-06 12:25:00+00:00,2024-05-06 12:35:00+00:00,short,63821.01,63989.74,SL ❌,-0.8671,85.8385
S4. MACD Zero-Cross,2024-05-06 13:20:00+00:00,2024-05-06 13:30:00+00:00,short,63486.0,63636.21,SL ❌,-0.8584,84.9801
S4. MACD Zero-Cross,2024-05-06 14:45:00+00:00,2024-05-06 14:55:00+00:00,short,63707.48,63271.97,TP ✅,1.6996,86.6797
S4. MACD Zero-Cross,2024-05-06 16:40:00+00:00,2024-05-06 17:30:00+00:00,short,63368.07,63025.28,TP ✅,1.7336,88.4133
S4. MACD Zero-Cross,2024-05-06 19:15:00+00:00,2024-05-06 19:50:00+00:00,short,62976.41,63172.75,SL ❌,-0.8841,87.5292
S4. MACD Zero-Cross,2024-05-06 22:10:00+00:00,2024-05-06 23:35:00+00:00,short,63465.41,63158.18,TP ✅,1.7506,89.2797
S4. MACD Zero-Cross,2024-05-07 08:15:00+00:00,2024-05-07 08:45:00+00:00,long,63996.73,64268.9,TP ✅,1.7856,91.0653
S4. MACD Zero-Cross,2024-05-07 11:00:00+00:00,2024-05-07 11:35:00+00:00,long,64053.0,63823.32,SL ❌,-0.9107,90.1547
S4. MACD Zero-Cross,2024-05-07 13:40:00+00:00,2024-05-07 13:55:00+00:00,short,63488.0,63213.16,TP ✅,1.8031,91.9578
S4. MACD Zero-Cross,2024-05-07 16:05:00+00:00,2024-05-07 16:25:00+00:00,long,63855.58,63657.51,SL ❌,-0.9196,91.0382
S4. MACD Zero-Cross,2024-05-07 20:55:00+00:00,2024-05-07 21:20:00+00:00,short,62974.94,63158.96,SL ❌,-0.9104,90.1278
S4. MACD Zero-Cross,2024-05-07 21:45:00+00:00,2024-05-07 21:55:00+00:00,short,62925.7,63074.01,SL ❌,-0.9013,89.2265
S4. MACD Zero-Cross,2024-05-07 22:05:00+00:00,2024-05-07 22:30:00+00:00,short,62949.5,63087.24,SL ❌,-0.8923,88.3343
S4. MACD Zero-Cross,2024-05-07 22:55:00+00:00,2024-05-07 23:00:00+00:00,short,62850.92,62415.13,TP ✅,1.7667,90.101
S4. MACD Zero-Cross,2024-05-08 03:15:00+00:00,2024-05-08 03:40:00+00:00,short,62649.3,62922.01,SL ❌,-0.901,89.1999
S4. MACD Zero-Cross,2024-05-08 04:25:00+00:00,2024-05-08 04:55:00+00:00,short,62796.55,62520.15,TP ✅,1.784,90.9839
S4. MACD Zero-Cross,2024-05-08 06:15:00+00:00,2024-05-08 08:45:00+00:00,short,62406.0,62131.71,TP ✅,1.8197,92.8036
S4. MACD Zero-Cross,2024-05-08 09:30:00+00:00,2024-05-08 09:50:00+00:00,short,62141.28,62268.01,SL ❌,-0.928,91.8756
S4. MACD Zero-Cross,2024-05-08 11:10:00+00:00,2024-05-08 11:45:00+00:00,short,62236.89,62372.0,SL ❌,-0.9188,90.9568
S4. MACD Zero-Cross,2024-05-08 12:30:00+00:00,2024-05-08 13:10:00+00:00,short,62250.15,61909.69,TP ✅,1.8191,92.776
S4. MACD Zero-Cross,2024-05-08 15:05:00+00:00,2024-05-08 15:15:00+00:00,short,62321.67,62040.06,TP ✅,1.8555,94.6315
S4. MACD Zero-Cross,2024-05-08 22:15:00+00:00,2024-05-08 23:05:00+00:00,short,61267.68,61009.41,TP ✅,1.8926,96.5241
S4. MACD Zero-Cross,2024-05-09 03:10:00+00:00,2024-05-09 03:50:00+00:00,short,61549.95,61700.3,SL ❌,-0.9652,95.5589
S4. MACD Zero-Cross,2024-05-09 04:00:00+00:00,2024-05-09 07:45:00+00:00,short,61648.8,61329.4,TP ✅,1.9112,97.4701
S4. MACD Zero-Cross,2024-05-09 09:10:00+00:00,2024-05-09 09:20:00+00:00,short,61251.97,60998.0,TP ✅,1.9494,99.4195
S4. MACD Zero-Cross,2024-05-09 10:25:00+00:00,2024-05-09 10:45:00+00:00,short,61018.57,61144.26,SL ❌,-0.9942,98.4253
S4. MACD Zero-Cross,2024-05-09 10:55:00+00:00,2024-05-09 11:10:00+00:00,short,60805.99,60956.91,SL ❌,-0.9843,97.441
S4. MACD Zero-Cross,2024-05-09 13:25:00+00:00,2024-05-09 13:40:00+00:00,short,61357.2,61047.99,TP ✅,1.9488,99.3898
S4. MACD Zero-Cross,2024-05-09 18:20:00+00:00,2024-05-09 19:50:00+00:00,long,62114.01,62449.98,TP ✅,1.9878,101.3776
S4. MACD Zero-Cross,2024-05-09 20:45:00+00:00,2024-05-09 21:05:00+00:00,long,62550.5,62812.51,TP ✅,2.0276,103.4052
S4. MACD Zero-Cross,2024-05-09 22:25:00+00:00,2024-05-09 22:45:00+00:00,long,62759.99,63190.99,TP ✅,2.0681,105.4733
S4. MACD Zero-Cross,2024-05-10 01:35:00+00:00,2024-05-10 01:40:00+00:00,long,62914.47,62755.88,SL ❌,-1.0547,104.4185
S4. MACD Zero-Cross,2024-05-10 01:50:00+00:00,2024-05-10 05:20:00+00:00,long,62864.42,62731.77,SL ❌,-1.0442,103.3744
S4. MACD Zero-Cross,2024-05-10 06:05:00+00:00,2024-05-10 06:50:00+00:00,long,62880.0,63194.0,TP ✅,2.0675,105.4418
S4. MACD Zero-Cross,2024-05-10 09:35:00+00:00,2024-05-10 11:55:00+00:00,long,63004.0,63299.63,TP ✅,2.1088,107.5507
S4. MACD Zero-Cross,2024-05-10 13:50:00+00:00,2024-05-10 14:00:00+00:00,long,63077.47,62910.0,SL ❌,-1.0755,106.4752
S4. MACD Zero-Cross,2024-05-10 17:20:00+00:00,2024-05-10 17:40:00+00:00,short,60443.03,60592.64,SL ❌,-1.0648,105.4104
S4. MACD Zero-Cross,2024-05-10 17:45:00+00:00,2024-05-10 18:25:00+00:00,short,60347.52,60469.75,SL ❌,-1.0541,104.3563
S4. MACD Zero-Cross,2024-05-10 20:30:00+00:00,2024-05-10 22:05:00+00:00,short,60643.59,60768.25,SL ❌,-1.0436,103.3128
S4. MACD Zero-Cross,2024-05-10 23:50:00+00:00,2024-05-11 01:10:00+00:00,short,60888.0,61052.0,SL ❌,-1.0331,102.2796
S4. MACD Zero-Cross,2024-05-11 01:45:00+00:00,2024-05-11 06:30:00+00:00,short,60872.0,61026.32,SL ❌,-1.0228,101.2568
S4. MACD Zero-Cross,2024-05-11 06:50:00+00:00,2024-05-11 11:05:00+00:00,short,60931.99,60588.3,TP ✅,2.0251,103.282
S4. MACD Zero-Cross,2024-05-11 12:55:00+00:00,2024-05-11 13:05:00+00:00,short,60710.01,60844.39,SL ❌,-1.0328,102.2491
S4. MACD Zero-Cross,2024-05-11 14:25:00+00:00,2024-05-11 15:10:00+00:00,short,60860.0,61150.0,SL ❌,-1.0225,101.2267
S4. MACD Zero-Cross,2024-05-11 18:25:00+00:00,2024-05-11 20:25:00+00:00,long,61122.01,60964.0,SL ❌,-1.0123,100.2144
S4. MACD Zero-Cross,2024-05-11 23:35:00+00:00,2024-05-12 00:25:00+00:00,short,60853.99,61016.97,SL ❌,-1.0021,99.2122
S4. MACD Zero-Cross,2024-05-12 01:20:00+00:00,2024-05-12 04:35:00+00:00,short,60925.13,61050.01,SL ❌,-0.9921,98.2201
S4. MACD Zero-Cross,2024-05-12 10:15:00+00:00,2024-05-12 15:45:00+00:00,long,61208.32,61460.0,TP ✅,1.9644,100.1845
S4. MACD Zero-Cross,2024-05-12 17:50:00+00:00,2024-05-12 18:15:00+00:00,long,61632.56,61501.5,SL ❌,-1.0018,99.1827
S4. MACD Zero-Cross,2024-05-12 19:40:00+00:00,2024-05-12 21:00:00+00:00,long,61398.01,61218.81,SL ❌,-0.9918,98.1909
S4. MACD Zero-Cross,2024-05-12 21:50:00+00:00,2024-05-12 23:50:00+00:00,long,61254.43,61549.99,TP ✅,1.9638,100.1547
S4. MACD Zero-Cross,2024-05-13 05:25:00+00:00,2024-05-13 06:05:00+00:00,short,60917.16,61039.61,SL ❌,-1.0015,99.1531
S4. MACD Zero-Cross,2024-05-13 11:50:00+00:00,2024-05-13 12:15:00+00:00,long,62716.54,62543.98,SL ❌,-0.9915,98.1616
S4. MACD Zero-Cross,2024-05-13 12:30:00+00:00,2024-05-13 13:35:00+00:00,long,62769.04,62626.0,SL ❌,-0.9816,97.18
S4. MACD Zero-Cross,2024-05-13 14:05:00+00:00,2024-05-13 14:55:00+00:00,long,62890.17,62747.87,SL ❌,-0.9718,96.2082
S4. MACD Zero-Cross,2024-05-13 15:20:00+00:00,2024-05-13 16:30:00+00:00,long,63019.66,63374.03,TP ✅,1.9242,98.1323
S4. MACD Zero-Cross,2024-05-13 18:40:00+00:00,2024-05-13 19:15:00+00:00,long,62719.98,63030.49,TP ✅,1.9626,100.095
S4. MACD Zero-Cross,2024-05-13 23:05:00+00:00,2024-05-14 01:40:00+00:00,long,62887.97,62708.93,SL ❌,-1.001,99.094
S4. MACD Zero-Cross,2024-05-14 03:45:00+00:00,2024-05-14 04:10:00+00:00,short,62412.17,62566.21,SL ❌,-0.9909,98.1031
S4. MACD Zero-Cross,2024-05-14 06:05:00+00:00,2024-05-14 06:10:00+00:00,short,62275.51,61783.34,TP ✅,1.9621,100.0652
S4. MACD Zero-Cross,2024-05-14 10:00:00+00:00,2024-05-14 11:25:00+00:00,short,61740.0,61870.01,SL ❌,-1.0007,99.0645
S4. MACD Zero-Cross,2024-05-14 12:30:00+00:00,2024-05-14 12:40:00+00:00,short,61568.1,61800.75,SL ❌,-0.9906,98.0739
S4. MACD Zero-Cross,2024-05-14 13:55:00+00:00,2024-05-14 14:15:00+00:00,short,61695.98,61178.98,TP ✅,1.9615,100.0353
S4. MACD Zero-Cross,2024-05-14 14:50:00+00:00,2024-05-14 14:55:00+00:00,short,61605.46,61803.74,SL ❌,-1.0004,99.035
S4. MACD Zero-Cross,2024-05-14 15:45:00+00:00,2024-05-14 15:50:00+00:00,short,61720.76,61871.96,SL ❌,-0.9903,98.0446
S4. MACD Zero-Cross,2024-05-14 17:35:00+00:00,2024-05-14 18:10:00+00:00,short,61215.6,61422.81,SL ❌,-0.9804,97.0642
S4. MACD Zero-Cross,2024-05-14 20:50:00+00:00,2024-05-15 00:45:00+00:00,short,61666.26,61398.79,TP ✅,1.9413,99.0055
S4. MACD Zero-Cross,2024-05-15 03:10:00+00:00,2024-05-15 07:35:00+00:00,long,61925.1,62178.32,TP ✅,1.9801,100.9856
S4. MACD Zero-Cross,2024-05-15 09:40:00+00:00,2024-05-15 09:45:00+00:00,long,62452.38,62723.19,TP ✅,2.0197,103.0053
S4. MACD Zero-Cross,2024-05-15 12:25:00+00:00,2024-05-15 12:30:00+00:00,long,62661.63,63763.64,TP ✅,2.0601,105.0654
S4. MACD Zero-Cross,2024-05-15 15:10:00+00:00,2024-05-15 15:40:00+00:00,long,64877.12,64675.01,SL ❌,-1.0507,104.0148
S4. MACD Zero-Cross,2024-05-15 18:15:00+00:00,2024-05-15 18:55:00+00:00,long,65243.32,65717.28,TP ✅,2.0803,106.095
S4. MACD Zero-Cross,2024-05-15 21:45:00+00:00,2024-05-15 21:50:00+00:00,long,66139.93,65862.61,SL ❌,-1.061,105.0341
S4. MACD Zero-Cross,2024-05-15 22:15:00+00:00,2024-05-16 00:00:00+00:00,long,66117.65,66426.65,TP ✅,2.1007,107.1348
S4. MACD Zero-Cross,2024-05-16 02:10:00+00:00,2024-05-16 02:30:00+00:00,long,66113.09,65956.1,SL ❌,-1.0713,106.0634
S4. MACD Zero-Cross,2024-05-16 03:15:00+00:00,2024-05-16 04:45:00+00:00,long,65966.67,65821.45,SL ❌,-1.0606,105.0028
S4. MACD Zero-Cross,2024-05-16 05:35:00+00:00,2024-05-16 06:00:00+00:00,long,65843.54,65688.03,SL ❌,-1.05,103.9528
S4. MACD Zero-Cross,2024-05-16 06:15:00+00:00,2024-05-16 07:25:00+00:00,long,65826.68,66099.98,TP ✅,2.0791,106.0318
S4. MACD Zero-Cross,2024-05-16 09:00:00+00:00,2024-05-16 09:20:00+00:00,long,66349.99,66136.15,SL ❌,-1.0603,104.9715
S4. MACD Zero-Cross,2024-05-16 09:50:00+00:00,2024-05-16 10:00:00+00:00,long,66347.99,66189.9,SL ❌,-1.0497,103.9218
S4. MACD Zero-Cross,2024-05-16 11:45:00+00:00,2024-05-16 12:35:00+00:00,long,66256.61,66065.99,SL ❌,-1.0392,102.8826
S4. MACD Zero-Cross,2024-05-16 13:35:00+00:00,2024-05-16 14:10:00+00:00,long,66170.05,66013.99,SL ❌,-1.0288,101.8537
S4. MACD Zero-Cross,2024-05-16 14:20:00+00:00,2024-05-16 14:30:00+00:00,short,65831.69,65976.01,SL ❌,-1.0185,100.8352
S4. MACD Zero-Cross,2024-05-16 16:20:00+00:00,2024-05-16 16:30:00+00:00,short,65604.8,65315.75,TP ✅,2.0167,102.8519
S4. MACD Zero-Cross,2024-05-16 20:05:00+00:00,2024-05-16 20:35:00+00:00,short,65102.01,65249.99,SL ❌,-1.0285,101.8234
S4. MACD Zero-Cross,2024-05-16 22:05:00+00:00,2024-05-16 22:40:00+00:00,short,65245.99,65426.19,SL ❌,-1.0182,100.8052
S4. MACD Zero-Cross,2024-05-16 23:05:00+00:00,2024-05-17 00:15:00+00:00,short,65279.25,65433.99,SL ❌,-1.0081,99.7971
S4. MACD Zero-Cross,2024-05-17 00:45:00+00:00,2024-05-17 00:55:00+00:00,short,65300.0,65508.69,SL ❌,-0.998,98.7991
S4. MACD Zero-Cross,2024-05-17 01:15:00+00:00,2024-05-17 01:35:00+00:00,short,65211.26,65398.58,SL ❌,-0.988,97.8111
S4. MACD Zero-Cross,2024-05-17 02:05:00+00:00,2024-05-17 02:40:00+00:00,short,65200.0,65450.06,SL ❌,-0.9781,96.833
S4. MACD Zero-Cross,2024-05-17 05:40:00+00:00,2024-05-17 06:45:00+00:00,long,65640.01,65964.0,TP ✅,1.9367,98.7697
S4. MACD Zero-Cross,2024-05-17 09:45:00+00:00,2024-05-17 13:05:00+00:00,long,66329.94,66156.09,SL ❌,-0.9877,97.782
S4. MACD Zero-Cross,2024-05-17 14:15:00+00:00,2024-05-17 14:30:00+00:00,long,66147.65,66417.46,TP ✅,1.9556,99.7376
S4. MACD Zero-Cross,2024-05-17 18:45:00+00:00,2024-05-17 19:25:00+00:00,long,66621.07,66897.98,TP ✅,1.9948,101.7324
S4. MACD Zero-Cross,2024-05-17 22:50:00+00:00,2024-05-18 07:20:00+00:00,long,66759.99,67239.74,TP ✅,2.0346,103.767
S4. MACD Zero-Cross,2024-05-18 08:15:00+00:00,2024-05-18 11:05:00+00:00,long,67075.58,67380.78,TP ✅,2.0753,105.8424
S4. MACD Zero-Cross,2024-05-18 14:20:00+00:00,2024-05-18 14:40:00+00:00,long,67000.0,66682.1,SL ❌,-1.0584,104.784
S4. MACD Zero-Cross,2024-05-18 17:30:00+00:00,2024-05-18 20:20:00+00:00,short,66822.09,66960.0,SL ❌,-1.0478,103.7361
S4. MACD Zero-Cross,2024-05-18 22:45:00+00:00,2024-05-19 02:50:00+00:00,long,66930.47,67238.02,TP ✅,2.0747,105.8108
S4. MACD Zero-Cross,2024-05-19 05:00:00+00:00,2024-05-19 06:30:00+00:00,long,67130.0,66979.99,SL ❌,-1.0581,104.7527
S4. MACD Zero-Cross,2024-05-19 07:20:00+00:00,2024-05-19 09:25:00+00:00,long,67149.99,66990.11,SL ❌,-1.0475,103.7052
S4. MACD Zero-Cross,2024-05-19 09:55:00+00:00,2024-05-19 10:30:00+00:00,long,67180.01,67511.5,TP ✅,2.0741,105.7793
