entry_time,exit_time,direction,entry,exit,result,pnl,capital
2025-05-09 12:30:00+00:00,2025-05-09 12:55:00+00:00,long,103133.03,102899.99,SL,-0.9359,92.6572
2025-05-09 13:10:00+00:00,2025-05-09 13:45:00+00:00,long,103149.99,103710.0,TP,0.9266,93.5837
2025-05-09 16:20:00+00:00,2025-05-09 16:45:00+00:00,long,102860.01,102582.68,SL,-0.4679,93.1158
2025-05-09 17:05:00+00:00,2025-05-09 18:30:00+00:00,long,102841.7,103268.65,TP,0.9312,94.047
2025-05-09 20:00:00+00:00,2025-05-09 21:10:00+00:00,long,103247.52,103007.55,SL,-0.9405,93.1065
2025-05-09 22:05:00+00:00,2025-05-09 22:55:00+00:00,long,103016.0,102784.66,SL,-0.9311,92.1754
2025-05-09 23:20:00+00:00,2025-05-10 05:55:00+00:00,long,102914.99,103361.0,TP,1.8435,94.0189
2025-05-10 08:25:00+00:00,2025-05-10 08:50:00+00:00,long,104000.0,103637.23,SL,-1.4103,92.6087
2025-05-10 09:40:00+00:00,2025-05-10 11:30:00+00:00,long,103744.88,103505.49,SL,-1.3891,91.2195
2025-05-10 12:10:00+00:00,2025-05-10 15:35:00+00:00,long,103605.56,103337.5,SL,-1.3683,89.8512
2025-05-10 23:10:00+00:00,2025-05-10 23:15:00+00:00,long,103988.99,104724.0,TP,2.6955,92.5468
2025-05-11 03:25:00+00:00,2025-05-11 06:40:00+00:00,long,104000.0,103765.79,SL,-1.3882,91.1586
2025-05-11 10:20:00+00:00,2025-05-11 13:55:00+00:00,long,104460.32,103959.99,SL,-1.3674,89.7912
2025-05-11 14:40:00+00:00,2025-05-11 15:50:00+00:00,long,104242.25,103929.13,SL,-1.3469,88.4443
2025-05-11 21:50:00+00:00,2025-05-11 22:00:00+00:00,long,104343.95,103982.86,SL,-0.8844,87.5599
2025-05-12 09:35:00+00:00,2025-05-12 10:05:00+00:00,long,104513.19,104247.49,SL,-0.8756,86.6843
2025-05-12 10:35:00+00:00,2025-05-12 11:40:00+00:00,long,104535.0,104164.34,SL,-0.8668,85.8174
2025-05-12 17:45:00+00:00,2025-05-12 18:05:00+00:00,short,102588.07,101876.67,TP,0.8582,86.6756
2025-05-12 21:25:00+00:00,2025-05-12 21:35:00+00:00,short,102354.13,102571.42,SL,-0.8668,85.8089
2025-05-12 23:35:00+00:00,2025-05-13 00:40:00+00:00,short,102847.1,102246.65,TP,0.8581,86.6669
2025-05-13 01:35:00+00:00,2025-05-13 01:50:00+00:00,short,102261.21,102499.99,SL,-0.4333,86.2336
2025-05-13 02:10:00+00:00,2025-05-13 03:25:00+00:00,short,102095.46,101602.31,TP,0.8623,87.0959
2025-05-13 05:30:00+00:00,2025-05-13 06:00:00+00:00,short,102354.83,102657.55,SL,-0.4355,86.6605
2025-05-13 08:20:00+00:00,2025-05-13 09:00:00+00:00,short,102613.26,102824.24,SL,-0.4333,86.2272
2025-05-13 15:05:00+00:00,2025-05-13 16:10:00+00:00,long,103471.79,104314.44,TP,0.8623,87.0894
2025-05-13 17:45:00+00:00,2025-05-13 19:30:00+00:00,long,104207.58,104687.38,TP,0.8709,87.9603
2025-05-13 23:40:00+00:00,2025-05-14 00:20:00+00:00,long,104147.61,103882.39,SL,-0.8796,87.0807
2025-05-14 01:00:00+00:00,2025-05-14 02:00:00+00:00,long,103899.99,103676.47,SL,-0.4354,86.6453
2025-05-14 13:30:00+00:00,2025-05-14 13:40:00+00:00,long,104264.88,103712.79,SL,-0.4332,86.2121
2025-05-14 19:45:00+00:00,2025-05-14 20:50:00+00:00,short,103441.78,103650.79,SL,-0.4311,85.781
2025-05-14 21:30:00+00:00,2025-05-15 00:15:00+00:00,short,103529.62,103809.52,SL,-0.4289,85.3521
2025-05-15 03:15:00+00:00,2025-05-15 05:30:00+00:00,short,102878.56,102460.31,TP,0.8535,86.2056
2025-05-15 06:40:00+00:00,2025-05-15 07:55:00+00:00,short,102190.47,101779.99,TP,0.8621,87.0677
2025-05-15 09:20:00+00:00,2025-05-15 11:15:00+00:00,short,101939.99,102276.38,SL,-0.8707,86.197
2025-05-15 23:35:00+00:00,2025-05-16 01:00:00+00:00,long,103838.16,103619.99,SL,-0.862,85.3351
2025-05-16 01:35:00+00:00,2025-05-16 04:40:00+00:00,long,104072.52,103830.51,SL,-0.8534,84.4817
2025-05-16 05:10:00+00:00,2025-05-16 07:50:00+00:00,long,103997.62,103761.9,SL,-0.8448,83.6369
2025-05-16 15:00:00+00:00,2025-05-16 16:00:00+00:00,long,104028.62,104480.0,TP,1.6727,85.3096
2025-05-16 17:15:00+00:00,2025-05-16 17:35:00+00:00,long,104281.78,103961.51,SL,-0.8531,84.4565
2025-05-16 19:35:00+00:00,2025-05-16 20:45:00+00:00,long,103803.55,103557.4,SL,-0.8446,83.612
2025-05-17 04:45:00+00:00,2025-05-17 09:15:00+00:00,short,103493.61,103073.89,TP,0.8361,84.4481
2025-05-17 11:10:00+00:00,2025-05-17 11:35:00+00:00,short,102767.25,103007.37,SL,-0.8445,83.6036
2025-05-17 12:55:00+00:00,2025-05-17 14:50:00+00:00,short,102927.57,103169.28,SL,-0.418,83.1856
2025-05-17 15:40:00+00:00,2025-05-17 20:50:00+00:00,short,103056.92,103406.75,SL,-0.4159,82.7697
2025-05-18 07:20:00+00:00,2025-05-18 08:05:00+00:00,long,103594.11,104036.0,TP,0.8277,83.5974
2025-05-18 11:20:00+00:00,2025-05-18 13:40:00+00:00,long,103906.81,104459.99,TP,0.836,84.4333
2025-05-18 17:05:00+00:00,2025-05-18 17:25:00+00:00,long,105811.18,105550.0,SL,-0.4222,84.0112
2025-05-18 19:00:00+00:00,2025-05-18 19:30:00+00:00,long,104542.08,104231.57,SL,-0.4201,83.5911
2025-05-18 22:20:00+00:00,2025-05-18 22:30:00+00:00,long,104702.02,105176.39,TP,0.8359,84.427
2025-05-19 02:35:00+00:00,2025-05-19 02:50:00+00:00,long,104970.22,104610.95,SL,-0.8443,83.5827
2025-05-19 09:05:00+00:00,2025-05-19 09:30:00+00:00,short,103037.29,103260.9,SL,-0.8358,82.7469
2025-05-19 12:00:00+00:00,2025-05-19 12:35:00+00:00,short,102782.51,102156.12,TP,1.6549,84.4019
2025-05-19 19:30:00+00:00,2025-05-19 20:00:00+00:00,long,105239.57,105686.99,TP,1.688,86.0899
2025-05-19 22:05:00+00:00,2025-05-19 22:15:00+00:00,long,105539.04,105271.85,SL,-0.8609,85.229
2025-05-19 22:45:00+00:00,2025-05-20 00:15:00+00:00,long,105622.88,106495.32,TP,1.7046,86.9336
2025-05-20 00:35:00+00:00,2025-05-20 00:45:00+00:00,long,106090.9,105744.99,SL,-1.304,85.6296
2025-05-20 01:20:00+00:00,2025-05-20 02:05:00+00:00,long,106240.28,106670.24,TP,2.5689,88.1985
2025-05-20 04:35:00+00:00,2025-05-20 04:55:00+00:00,long,105747.79,106219.99,TP,2.646,90.8444
2025-05-20 07:25:00+00:00,2025-05-20 07:35:00+00:00,long,105540.0,105136.36,SL,-1.3627,89.4817
2025-05-20 17:05:00+00:00,2025-05-20 17:40:00+00:00,long,105745.41,106206.31,TP,2.6845,92.1662
2025-05-20 19:20:00+00:00,2025-05-20 19:45:00+00:00,long,106261.42,106735.86,TP,2.765,94.9312
2025-05-20 20:45:00+00:00,2025-05-20 20:50:00+00:00,long,107241.98,106934.47,SL,-1.424,93.5072
2025-05-20 22:45:00+00:00,2025-05-20 23:15:00+00:00,long,106587.9,107125.99,TP,2.8052,96.3124
2025-05-21 00:10:00+00:00,2025-05-21 00:20:00+00:00,long,107000.0,106772.71,SL,-1.4447,94.8677
2025-05-21 01:05:00+00:00,2025-05-21 01:20:00+00:00,long,107031.37,106749.99,SL,-1.423,93.4447
2025-05-21 02:35:00+00:00,2025-05-21 04:35:00+00:00,long,106809.52,107527.92,TP,2.8033,96.2481
2025-05-21 06:25:00+00:00,2025-05-21 07:10:00+00:00,long,107865.09,107440.97,SL,-1.4437,94.8044
2025-05-21 12:15:00+00:00,2025-05-21 12:50:00+00:00,long,106717.07,106492.06,SL,-1.4221,93.3823
2025-05-21 13:35:00+00:00,2025-05-21 13:45:00+00:00,long,106763.22,107198.81,TP,2.8015,96.1838
2025-05-21 16:45:00+00:00,2025-05-21 16:55:00+00:00,long,109693.01,109131.7,SL,-1.4428,94.741
2025-05-21 21:45:00+00:00,2025-05-21 23:05:00+00:00,long,108517.03,108953.14,TP,2.8422,97.5832
2025-05-22 01:00:00+00:00,2025-05-22 01:05:00+00:00,long,110524.49,110229.07,SL,-1.4637,96.1195
2025-05-22 02:20:00+00:00,2025-05-22 03:40:00+00:00,long,110466.16,111313.95,TP,2.8836,99.0031
2025-05-22 07:30:00+00:00,2025-05-22 08:30:00+00:00,long,110854.78,110445.99,SL,-1.485,97.518
2025-05-22 09:25:00+00:00,2025-05-22 12:15:00+00:00,long,110678.65,111228.47,TP,2.9255,100.4436
2025-05-22 15:15:00+00:00,2025-05-22 17:20:00+00:00,long,111141.95,111912.02,TP,3.0133,103.4569
2025-05-22 18:30:00+00:00,2025-05-22 19:00:00+00:00,long,111794.81,111512.93,SL,-1.5519,101.905
2025-05-22 19:25:00+00:00,2025-05-22 19:30:00+00:00,long,111898.74,111612.52,SL,-1.5286,100.3764
2025-05-22 21:15:00+00:00,2025-05-22 21:25:00+00:00,long,111055.05,110804.88,SL,-1.5056,98.8708
2025-05-22 21:35:00+00:00,2025-05-22 23:30:00+00:00,long,110956.53,111423.74,TP,2.9661,101.8369
2025-05-23 02:10:00+00:00,2025-05-23 02:40:00+00:00,long,111477.49,111247.81,SL,-1.5276,100.3094
2025-05-23 18:05:00+00:00,2025-05-23 18:55:00+00:00,short,109288.68,108794.09,TP,3.0093,103.3186
2025-05-23 19:25:00+00:00,2025-05-23 20:30:00+00:00,short,108918.3,108435.28,TP,3.0996,106.4182
2025-05-23 22:40:00+00:00,2025-05-23 22:50:00+00:00,short,108097.55,107654.55,TP,3.1925,109.6107
2025-05-24 02:00:00+00:00,2025-05-24 02:15:00+00:00,short,107520.05,107817.46,SL,-1.6442,107.9666
2025-05-24 04:55:00+00:00,2025-05-24 06:15:00+00:00,short,108485.07,108037.3,TP,3.239,111.2056
2025-05-24 07:50:00+00:00,2025-05-24 08:40:00+00:00,short,107768.76,108070.89,SL,-1.6681,109.5375
2025-05-24 09:55:00+00:00,2025-05-24 10:25:00+00:00,short,108161.69,108393.99,SL,-1.6431,107.8944
2025-05-25 00:45:00+00:00,2025-05-25 01:20:00+00:00,short,107525.61,107762.0,SL,-1.6184,106.276
2025-05-25 04:00:00+00:00,2025-05-25 07:20:00+00:00,short,108061.37,107611.66,TP,3.1883,109.4643
2025-05-25 08:25:00+00:00,2025-05-25 08:50:00+00:00,short,107440.32,107000.01,TP,3.2839,112.7482
2025-05-25 09:35:00+00:00,2025-05-25 09:50:00+00:00,short,106851.59,107108.96,SL,-1.6912,111.057
2025-05-25 11:00:00+00:00,2025-05-25 11:25:00+00:00,short,106929.62,107175.8,SL,-1.6659,109.3912
2025-05-25 13:10:00+00:00,2025-05-25 13:35:00+00:00,short,107371.51,107682.09,SL,-1.6409,107.7503
2025-05-25 14:00:00+00:00,2025-05-25 15:20:00+00:00,short,107523.43,106857.99,TP,3.2325,110.9828
2025-05-25 18:55:00+00:00,2025-05-25 19:30:00+00:00,short,107413.34,107641.0,SL,-1.6647,109.3181
2025-05-25 21:20:00+00:00,2025-05-25 22:05:00+00:00,short,107533.55,108179.99,SL,-1.6398,107.6783
2025-05-26 01:45:00+00:00,2025-05-26 02:30:00+00:00,long,109718.22,109377.99,SL,-1.6152,106.0631
2025-05-26 03:30:00+00:00,2025-05-26 05:10:00+00:00,long,109659.5,109436.83,SL,-1.5909,104.4722
2025-05-26 05:40:00+00:00,2025-05-26 07:05:00+00:00,long,109659.11,110179.87,TP,3.1342,107.6063
2025-05-26 09:20:00+00:00,2025-05-26 09:40:00+00:00,long,109924.53,109689.44,SL,-1.6141,105.9922
2025-05-26 10:20:00+00:00,2025-05-26 10:50:00+00:00,long,109811.77,109571.43,SL,-1.5899,104.4023
2025-05-26 11:40:00+00:00,2025-05-26 13:50:00+00:00,long,109802.82,109574.46,SL,-1.044,103.3583
2025-05-26 15:05:00+00:00,2025-05-26 15:30:00+00:00,long,109665.9,110136.36,TP,1.0336,104.3919
2025-05-26 22:05:00+00:00,2025-05-26 23:20:00+00:00,long,109384.36,109154.49,SL,-0.522,103.8699
2025-05-26 23:45:00+00:00,2025-05-27 00:55:00+00:00,long,109399.49,109136.37,SL,-0.5193,103.3506
2025-05-27 06:55:00+00:00,2025-05-27 07:05:00+00:00,short,108828.19,109071.48,SL,-0.5168,102.8338
2025-05-27 09:55:00+00:00,2025-05-27 11:15:00+00:00,long,109830.25,109496.79,SL,-0.5142,102.3197
2025-05-27 12:05:00+00:00,2025-05-27 12:40:00+00:00,long,109776.2,109485.97,SL,-0.5116,101.8081
2025-05-27 15:25:00+00:00,2025-05-27 15:50:00+00:00,long,109658.28,110181.59,TP,1.0181,102.8262
2025-05-27 19:45:00+00:00,2025-05-27 20:55:00+00:00,long,109844.0,109551.69,SL,-0.5141,102.312
2025-05-28 04:20:00+00:00,2025-05-28 04:35:00+00:00,short,108663.17,109010.99,SL,-0.2558,102.0562
2025-05-28 06:00:00+00:00,2025-05-28 10:15:00+00:00,short,108893.65,108355.07,TP,0.5103,102.5665
2025-05-28 12:50:00+00:00,2025-05-28 13:45:00+00:00,short,108817.44,108363.64,TP,1.0257,103.5922
2025-05-28 18:30:00+00:00,2025-05-28 19:50:00+00:00,short,107520.75,107042.07,TP,1.0359,104.6281
2025-05-28 22:10:00+00:00,2025-05-28 23:00:00+00:00,short,107306.5,107590.84,SL,-0.5231,104.105
2025-05-29 00:00:00+00:00,2025-05-29 00:25:00+00:00,short,107629.1,108010.0,SL,-0.5205,103.5844
2025-05-29 01:20:00+00:00,2025-05-29 01:50:00+00:00,short,107913.31,108227.27,SL,-0.5179,103.0665
2025-05-29 07:45:00+00:00,2025-05-29 08:15:00+00:00,short,107831.49,108090.13,SL,-0.5153,102.5512
2025-05-29 15:55:00+00:00,2025-05-29 17:40:00+00:00,short,107019.89,106156.42,TP,1.0255,103.5767
2025-05-29 18:55:00+00:00,2025-05-29 20:00:00+00:00,short,105837.13,106124.61,SL,-0.5179,103.0588
2025-05-29 22:20:00+00:00,2025-05-29 23:15:00+00:00,short,106322.19,105799.04,TP,1.0306,104.0894
2025-05-30 00:45:00+00:00,2025-05-30 00:55:00+00:00,short,105460.0,104939.99,TP,2.0818,106.1712
2025-05-30 03:10:00+00:00,2025-05-30 05:30:00+00:00,short,106004.77,106224.56,SL,-1.5926,104.5786
2025-05-30 05:50:00+00:00,2025-05-30 06:50:00+00:00,short,106093.95,105549.19,TP,2.0916,106.6702
2025-05-30 11:30:00+00:00,2025-05-30 12:10:00+00:00,short,105809.53,105342.3,TP,3.2001,109.8703
2025-05-30 12:55:00+00:00,2025-05-30 13:45:00+00:00,short,105684.96,105899.7,SL,-1.6481,108.2223
2025-05-30 13:50:00+00:00,2025-05-30 16:25:00+00:00,short,105561.85,104685.85,TP,3.2467,111.4689
2025-05-30 19:40:00+00:00,2025-05-30 21:20:00+00:00,short,104624.94,104873.5,SL,-1.672,109.7969
2025-05-30 21:45:00+00:00,2025-05-30 22:40:00+00:00,short,104655.72,103994.2,TP,3.2939,113.0908
2025-05-31 01:30:00+00:00,2025-05-31 01:35:00+00:00,short,103472.62,103897.5,SL,-1.6964,111.3944
2025-05-31 02:45:00+00:00,2025-05-31 03:45:00+00:00,short,103414.1,103642.88,SL,-1.6709,109.7235
2025-05-31 05:25:00+00:00,2025-05-31 06:40:00+00:00,short,103668.24,103900.0,SL,-1.6459,108.0777
2025-05-31 07:15:00+00:00,2025-05-31 12:45:00+00:00,short,103676.75,103924.53,SL,-1.6212,106.4565
2025-06-01 01:20:00+00:00,2025-06-01 04:30:00+00:00,short,104341.46,104608.65,SL,-1.5968,104.8597
2025-06-01 09:10:00+00:00,2025-06-01 09:50:00+00:00,short,104223.32,103788.67,TP,2.0972,106.9568
2025-06-01 10:35:00+00:00,2025-06-01 11:20:00+00:00,short,103795.41,104024.55,SL,-1.6044,105.3525
2025-06-01 12:30:00+00:00,2025-06-01 13:10:00+00:00,short,103891.68,104225.09,SL,-1.5803,103.7722
2025-06-01 21:30:00+00:00,2025-06-01 22:10:00+00:00,long,105298.39,105737.82,TP,3.1132,106.8854
2025-06-01 23:05:00+00:00,2025-06-02 00:15:00+00:00,long,105782.82,105523.81,SL,-1.6033,105.2821
2025-06-02 01:20:00+00:00,2025-06-02 01:30:00+00:00,long,105603.59,105391.93,SL,-1.5792,103.7029
2025-06-02 12:00:00+00:00,2025-06-02 13:30:00+00:00,short,104027.18,104275.44,SL,-1.5555,102.1473
2025-06-02 13:50:00+00:00,2025-06-02 14:00:00+00:00,short,103788.3,103998.64,SL,-1.0215,101.1258
2025-06-02 15:00:00+00:00,2025-06-02 15:10:00+00:00,short,103994.93,104220.9,SL,-0.5056,100.6202
2025-06-02 16:10:00+00:00,2025-06-02 18:20:00+00:00,short,104240.43,104606.5,SL,-0.5031,100.1171
2025-06-02 18:40:00+00:00,2025-06-02 20:05:00+00:00,short,104390.74,104726.42,SL,-0.5006,99.6165
2025-06-03 00:15:00+00:00,2025-06-03 02:25:00+00:00,long,106269.38,106052.29,SL,-0.249,99.3675
2025-06-03 04:00:00+00:00,2025-06-03 04:30:00+00:00,long,105476.41,105202.66,SL,-0.2484,99.1191
2025-06-03 05:00:00+00:00,2025-06-03 08:10:00+00:00,long,105292.43,105037.12,SL,-0.2478,98.8713
2025-06-03 12:10:00+00:00,2025-06-03 14:25:00+00:00,long,105360.0,105789.96,TP,0.4944,99.3656
2025-06-03 18:35:00+00:00,2025-06-03 20:25:00+00:00,long,105980.0,105631.45,SL,-0.2484,99.1172
2025-06-04 03:15:00+00:00,2025-06-04 03:55:00+00:00,long,105732.13,105519.27,SL,-0.2478,98.8694
2025-06-04 09:40:00+00:00,2025-06-04 11:25:00+00:00,long,105680.53,105442.78,SL,-0.2472,98.6222
2025-06-04 13:55:00+00:00,2025-06-04 14:55:00+00:00,short,104761.17,105033.3,SL,-0.2466,98.3757
2025-06-04 16:10:00+00:00,2025-06-04 16:50:00+00:00,short,105242.72,105459.98,SL,-0.2459,98.1297
2025-06-04 20:00:00+00:00,2025-06-04 21:45:00+00:00,short,104800.0,105028.68,SL,-0.2453,97.8844
2025-06-04 22:45:00+00:00,2025-06-05 01:00:00+00:00,short,104808.0,105045.4,SL,-0.2447,97.6397
2025-06-05 01:35:00+00:00,2025-06-05 02:30:00+00:00,short,104829.08,105080.25,SL,-0.2441,97.3956
2025-06-05 03:05:00+00:00,2025-06-05 04:50:00+00:00,short,104990.55,105216.94,SL,-0.2435,97.1521
2025-06-05 10:20:00+00:00,2025-06-05 12:10:00+00:00,short,104754.72,105104.09,SL,-0.2429,96.9092
2025-06-05 16:15:00+00:00,2025-06-05 16:50:00+00:00,short,104092.04,103486.03,TP,0.4845,97.3938
2025-06-05 17:45:00+00:00,2025-06-05 18:10:00+00:00,short,103220.01,102736.39,TP,0.487,97.8808
2025-06-05 19:10:00+00:00,2025-06-05 19:15:00+00:00,short,102634.14,101811.0,TP,0.4894,98.3702
2025-06-05 23:55:00+00:00,2025-06-06 00:35:00+00:00,short,101508.68,101732.25,SL,-0.2459,98.1242
2025-06-06 01:50:00+00:00,2025-06-06 02:55:00+00:00,short,101801.18,102203.52,SL,-0.2453,97.8789
2025-06-06 04:20:00+00:00,2025-06-06 04:35:00+00:00,short,102450.0,102700.0,SL,-0.2447,97.6342
