strategy,entry_time,exit_time,direction,entry_price,exit_price,result,pnl_usd,capital
BB v1 (Original),2025-05-22 03:00:00+00:00,2025-05-22 05:00:00+00:00,long,111804.11,110906.14,SL,-1.3074,129.4333
BB v1 (Original),2025-05-23 11:00:00+00:00,2025-05-23 13:00:00+00:00,short,109068.38,109665.46,SL,-1.2943,128.139
BB v1 (Original),2025-05-25 00:00:00+00:00,2025-05-25 03:00:00+00:00,short,107457.78,108152.68,SL,-1.2814,126.8576
BB v1 (Original),2025-05-25 08:00:00+00:00,2025-05-25 19:00:00+00:00,short,107103.45,107779.94,SL,-1.2686,125.589
BB v1 (Original),2025-05-25 22:00:00+00:00,2025-05-27 01:00:00+00:00,long,109163.23,108389.38,SL,-1.2559,124.3331
BB v1 (Original),2025-05-28 13:00:00+00:00,2025-05-29 10:00:00+00:00,short,108085.83,108843.72,SL,-1.2433,123.0898
BB v1 (Original),2025-05-29 16:00:00+00:00,2025-05-29 19:00:00+00:00,short,106819.11,105747.9,TP,2.4618,125.5516
BB v1 (Original),2025-05-30 16:00:00+00:00,2025-05-30 18:00:00+00:00,short,103865.62,104884.77,SL,-1.2555,124.2961
BB v1 (Original),2025-06-01 09:00:00+00:00,2025-06-01 14:00:00+00:00,short,103858.09,104657.48,SL,-1.243,123.0531
BB v1 (Original),2025-06-01 16:00:00+00:00,2025-06-02 09:00:00+00:00,long,105229.24,104618.12,SL,-1.2305,121.8226
BB v1 (Original),2025-06-02 10:00:00+00:00,2025-06-02 21:00:00+00:00,short,104412.77,104935.86,SL,-1.2182,120.6044
BB v1 (Original),2025-06-02 22:00:00+00:00,2025-06-03 08:00:00+00:00,long,105714.27,105120.8,SL,-1.206,119.3983
BB v1 (Original),2025-06-03 14:00:00+00:00,2025-06-03 16:00:00+00:00,long,106613.22,105881.91,SL,-1.194,118.2043
BB v1 (Original),2025-06-04 13:00:00+00:00,2025-06-04 15:00:00+00:00,short,104792.68,105398.48,SL,-1.182,117.0223
BB v1 (Original),2025-06-04 20:00:00+00:00,2025-06-05 04:00:00+00:00,short,104618.29,105215.05,SL,-1.1702,115.8521
BB v1 (Original),2025-06-05 12:00:00+00:00,2025-06-05 13:00:00+00:00,long,105723.62,104432.77,SL,-1.1585,114.6935
BB v1 (Original),2025-06-05 16:00:00+00:00,2025-06-05 19:00:00+00:00,short,103426.6,102017.56,TP,2.2939,116.9874
BB v1 (Original),2025-06-07 12:00:00+00:00,2025-06-09 09:00:00+00:00,long,105501.48,106713.3,TP,2.3397,119.3272
BB v1 (Original),2025-06-09 21:00:00+00:00,2025-06-10 05:00:00+00:00,long,110035.6,109378.3,SL,-1.1933,118.1339
BB v1 (Original),2025-06-10 23:00:00+00:00,2025-06-11 01:00:00+00:00,long,110261.8,109612.8,SL,-1.1813,116.9525
BB v1 (Original),2025-06-11 18:00:00+00:00,2025-06-12 04:00:00+00:00,short,108862.14,107735.18,TP,2.339,119.2916
BB v1 (Original),2025-06-12 20:00:00+00:00,2025-06-13 00:00:00+00:00,short,105933.05,103938.21,TP,2.3858,121.6774
BB v1 (Original),2025-06-14 16:00:00+00:00,2025-06-14 21:00:00+00:00,short,104494.41,105445.16,SL,-1.2168,120.4607
BB v1 (Original),2025-06-15 00:00:00+00:00,2025-06-15 09:00:00+00:00,long,105707.38,104975.2,SL,-1.2046,119.2561
BB v1 (Original),2025-06-15 20:00:00+00:00,2025-06-15 22:00:00+00:00,short,104704.67,105290.23,SL,-1.1926,118.0635
BB v1 (Original),2025-06-16 04:00:00+00:00,2025-06-16 14:00:00+00:00,long,106349.41,107539.73,TP,2.3613,120.4248
BB v1 (Original),2025-06-16 20:00:00+00:00,2025-06-16 22:00:00+00:00,long,108822.15,107787.72,SL,-1.2042,119.2205
BB v1 (Original),2025-06-17 15:00:00+00:00,2025-06-17 19:00:00+00:00,short,104269.55,104829.18,SL,-1.1922,118.0283
BB v1 (Original),2025-06-18 18:00:00+00:00,2025-06-18 20:00:00+00:00,short,103684.2,104855.99,SL,-1.1803,116.848
BB v1 (Original),2025-06-19 15:00:00+00:00,2025-06-19 23:00:00+00:00,short,104158.46,104681.03,SL,-1.1685,115.6795
BB v1 (Original),2025-06-20 07:00:00+00:00,2025-06-20 14:00:00+00:00,long,105840.84,104069.02,SL,-1.1568,114.5227
BB v1 (Original),2025-06-20 17:00:00+00:00,2025-06-20 20:00:00+00:00,short,103201.91,103734.4,SL,-1.1452,113.3775
BB v1 (Original),2025-06-21 18:00:00+00:00,2025-06-21 21:00:00+00:00,short,102703.76,101570.12,TP,2.2675,115.6451
BB v1 (Original),2025-06-22 13:00:00+00:00,2025-06-22 14:00:00+00:00,short,100866.98,99529.51,TP,2.3129,117.958
BB v1 (Original),2025-06-23 18:00:00+00:00,2025-06-23 22:00:00+00:00,long,103055.16,105721.0,TP,2.3592,120.3171
BB v1 (Original),2025-06-24 17:00:00+00:00,2025-06-25 11:00:00+00:00,long,106089.73,107233.09,TP,2.4063,122.7235
BB v1 (Original),2025-06-25 13:00:00+00:00,2025-06-25 15:00:00+00:00,long,108018.98,107046.51,SL,-1.2272,121.4962
BB v1 (Original),2025-06-26 13:00:00+00:00,2025-06-26 14:00:00+00:00,short,106938.88,107492.78,SL,-1.215,120.2813
BB v1 (Original),2025-06-29 08:00:00+00:00,2025-06-30 14:00:00+00:00,long,107708.45,106958.11,SL,-1.2028,119.0785
BB v1 (Original),2025-07-01 10:00:00+00:00,2025-07-02 00:00:00+00:00,short,106475.36,105404.99,TP,2.3816,121.46
BB v1 (Original),2025-07-02 06:00:00+00:00,2025-07-02 14:00:00+00:00,long,107023.67,108195.69,TP,2.4292,123.8892
BB v1 (Original),2025-07-02 16:00:00+00:00,2025-07-02 23:00:00+00:00,long,109483.18,108845.02,SL,-1.2389,122.6503
BB v1 (Original),2025-07-03 13:00:00+00:00,2025-07-03 14:00:00+00:00,long,110462.32,109764.96,SL,-1.2265,121.4238
BB v1 (Original),2025-07-04 13:00:00+00:00,2025-07-06 13:00:00+00:00,short,108082.89,108894.35,SL,-1.2142,120.2096
BB v1 (Original),2025-07-07 16:00:00+00:00,2025-07-08 10:00:00+00:00,short,107948.43,108840.91,SL,-1.2021,119.0075
BB v1 (Original),2025-07-08 13:00:00+00:00,2025-07-08 14:00:00+00:00,long,109106.54,108387.33,SL,-1.1901,117.8174
BB v1 (Original),2025-07-09 12:00:00+00:00,2025-07-09 19:00:00+00:00,long,109362.32,111779.75,TP,2.3563,120.1738
BB v1 (Original),2025-07-09 22:00:00+00:00,2025-07-10 13:00:00+00:00,long,111428.2,110758.15,SL,-1.2017,118.972
BB v1 (Original),2025-07-10 16:00:00+00:00,2025-07-10 21:00:00+00:00,long,112700.91,116458.03,TP,2.3794,121.3515
BB v1 (Original),2025-07-12 15:00:00+00:00,2025-07-13 03:00:00+00:00,short,117161.11,117792.78,SL,-1.2135,120.138
BB v1 (Original),2025-07-13 12:00:00+00:00,2025-07-14 02:00:00+00:00,long,118472.89,119702.2,TP,2.4028,122.5407
BB v1 (Original),2025-07-14 03:00:00+00:00,2025-07-14 05:00:00+00:00,long,120785.57,122454.95,TP,2.4508,124.9915
BB v1 (Original),2025-07-15 03:00:00+00:00,2025-07-15 13:00:00+00:00,short,117261.6,118169.81,SL,-1.2499,123.7416
BB v1 (Original),2025-07-16 09:00:00+00:00,2025-07-17 01:00:00+00:00,long,119121.05,118028.28,SL,-1.2374,122.5042
BB v1 (Original),2025-07-17 17:00:00+00:00,2025-07-18 04:00:00+00:00,long,119237.34,120531.29,TP,2.4501,124.9543
BB v1 (Original),2025-07-18 15:00:00+00:00,2025-07-20 15:00:00+00:00,short,117913.41,118729.44,SL,-1.2495,123.7048
BB v1 (Original),2025-07-20 23:00:00+00:00,2025-07-21 02:00:00+00:00,short,117306.47,118058.0,SL,-1.237,122.4677
BB v1 (Original),2025-07-21 06:00:00+00:00,2025-07-21 11:00:00+00:00,long,119205.52,118191.42,SL,-1.2247,121.243
BB v1 (Original),2025-07-21 19:00:00+00:00,2025-07-22 01:00:00+00:00,short,116856.49,117838.84,SL,-1.2124,120.0306
BB v1 (Original),2025-07-22 10:00:00+00:00,2025-07-22 13:00:00+00:00,long,118922.27,118292.7,SL,-1.2003,118.8303
BB v1 (Original),2025-07-24 00:00:00+00:00,2025-07-24 04:00:00+00:00,long,119081.66,118049.87,SL,-1.1883,117.642
BB v1 (Original),2025-07-25 01:00:00+00:00,2025-07-25 03:00:00+00:00,short,117503.88,115427.6,TP,2.3528,119.9948
BB v1 (Original),2025-07-25 05:00:00+00:00,2025-07-25 10:00:00+00:00,short,115604.83,116291.23,SL,-1.1999,118.7949
BB v1 (Original),2025-07-27 15:00:00+00:00,2025-07-28 14:00:00+00:00,long,118623.58,117992.28,SL,-1.1879,117.6069
BB v1 (Original),2025-07-28 17:00:00+00:00,2025-07-29 03:00:00+00:00,short,117679.98,118799.25,SL,-1.1761,116.4309
BB v1 (Original),2025-07-29 15:00:00+00:00,2025-07-30 02:00:00+00:00,short,117416.23,118008.48,SL,-1.1643,115.2666
BB v1 (Original),2025-07-30 14:00:00+00:00,2025-07-30 15:00:00+00:00,long,118643.82,117937.57,SL,-1.1527,114.1139
BB v1 (Original),2025-07-30 18:00:00+00:00,2025-07-30 21:00:00+00:00,short,116576.95,117317.9,SL,-1.1411,112.9727
BB v1 (Original),2025-07-31 18:00:00+00:00,2025-07-31 21:00:00+00:00,short,117637.77,116270.82,TP,2.2595,115.2322
BB v1 (Original),2025-08-01 18:00:00+00:00,2025-08-02 18:00:00+00:00,short,113764.37,112332.95,TP,2.3046,117.5368
BB v1 (Original),2025-08-04 00:00:00+00:00,2025-08-04 10:00:00+00:00,long,114881.66,114276.01,SL,-1.1754,116.3615
BB v1 (Original),2025-08-04 16:00:00+00:00,2025-08-04 19:00:00+00:00,long,115362.62,114743.34,SL,-1.1636,115.1979
BB v1 (Original),2025-08-05 07:00:00+00:00,2025-08-05 09:00:00+00:00,short,113975.36,114681.91,SL,-1.152,114.0459
BB v1 (Original),2025-08-05 14:00:00+00:00,2025-08-05 17:00:00+00:00,short,113027.52,113592.73,SL,-1.1405,112.9054
BB v1 (Original),2025-08-06 14:00:00+00:00,2025-08-07 04:00:00+00:00,long,114974.92,114381.44,SL,-1.1291,111.7764
BB v1 (Original),2025-08-07 10:00:00+00:00,2025-08-07 22:00:00+00:00,long,116368.92,117612.0,TP,2.2355,114.0119
BB v1 (Original),2025-08-09 08:00:00+00:00,2025-08-09 23:00:00+00:00,long,117120.3,116497.72,SL,-1.1401,112.8718
BB v1 (Original),2025-08-10 03:00:00+00:00,2025-08-10 07:00:00+00:00,long,118426.72,117818.46,SL,-1.1287,111.7431
BB v1 (Original),2025-08-10 23:00:00+00:00,2025-08-11 02:00:00+00:00,long,119306.81,121881.5,TP,2.2349,113.9779
BB v1 (Original),2025-08-12 14:00:00+00:00,2025-08-13 11:00:00+00:00,long,119393.48,120605.24,TP,2.2796,116.2575
BB v1 (Original),2025-08-13 13:00:00+00:00,2025-08-13 14:00:00+00:00,long,121716.09,121022.68,SL,-1.1626,115.0949
BB v1 (Original),2025-08-13 17:00:00+00:00,2025-08-13 23:00:00+00:00,long,121871.45,123339.4,TP,2.3019,117.3968
BB v1 (Original),2025-08-14 12:00:00+00:00,2025-08-15 14:00:00+00:00,short,118951.27,117435.57,TP,2.3479,119.7447
BB v1 (Original),2025-08-17 04:00:00+00:00,2025-08-17 18:00:00+00:00,long,118171.16,117562.01,SL,-1.1974,118.5473
BB v1 (Original),2025-08-18 00:00:00+00:00,2025-08-18 02:00:00+00:00,short,117303.66,115557.85,TP,2.3709,120.9182
BB v1 (Original),2025-08-19 14:00:00+00:00,2025-08-20 22:00:00+00:00,short,113937.98,114618.34,SL,-1.2092,119.7091
BB v1 (Original),2025-08-21 16:00:00+00:00,2025-08-22 02:00:00+00:00,short,112368.77,113170.93,SL,-1.1971,118.512
BB v1 (Original),2025-08-22 14:00:00+00:00,2025-08-23 11:00:00+00:00,long,115893.4,115192.3,SL,-1.1851,117.3268
BB v1 (Original),2025-08-24 19:00:00+00:00,2025-08-24 22:00:00+00:00,short,112449.15,113421.48,SL,-1.1733,116.1536
BB v1 (Original),2025-08-25 20:00:00+00:00,2025-08-26 14:00:00+00:00,short,109806.35,110412.09,SL,-1.1615,114.992
BB v1 (Original),2025-08-26 18:00:00+00:00,2025-08-26 22:00:00+00:00,long,110709.4,111917.23,TP,2.2998,117.2919
BB v1 (Original),2025-08-27 17:00:00+00:00,2025-08-27 21:00:00+00:00,long,112386.84,111441.86,SL,-1.1729,116.119
BB v1 (Original),2025-08-28 04:00:00+00:00,2025-08-28 19:00:00+00:00,long,112942.91,111929.84,SL,-1.1612,114.9578
BB v1 (Original),2025-08-29 01:00:00+00:00,2025-08-29 07:00:00+00:00,short,111540.62,109912.61,TP,2.2992,117.2569
BB v1 (Original),2025-08-29 14:00:00+00:00,2025-08-30 15:00:00+00:00,short,108207.61,108863.32,SL,-1.1726,116.0844
BB v1 (Original),2025-08-31 00:00:00+00:00,2025-08-31 04:00:00+00:00,long,109365.7,108793.94,SL,-1.1608,114.9235
BB v1 (Original),2025-09-01 02:00:00+00:00,2025-09-01 07:00:00+00:00,short,107628.61,109362.91,SL,-1.1492,113.7743
BB v1 (Original),2025-09-02 02:00:00+00:00,2025-09-02 12:00:00+00:00,long,110044.42,108794.31,SL,-1.1377,112.6365
BB v1 (Original),2025-09-03 14:00:00+00:00,2025-09-03 23:00:00+00:00,long,112325.36,111718.15,SL,-1.1264,111.5102
BB v1 (Original),2025-09-04 05:00:00+00:00,2025-09-04 15:00:00+00:00,short,110663.51,109530.47,TP,2.2302,113.7404
BB v1 (Original),2025-09-05 07:00:00+00:00,2025-09-05 09:00:00+00:00,long,112966.62,112289.56,SL,-1.1374,112.603
BB v1 (Original),2025-09-06 16:00:00+00:00,2025-09-07 08:00:00+00:00,short,110280.66,111092.47,SL,-1.126,111.4769
BB v1 (Original),2025-09-08 08:00:00+00:00,2025-09-09 06:00:00+00:00,long,111624.12,113026.9,TP,2.2295,113.7065
BB v1 (Original),2025-09-09 15:00:00+00:00,2025-09-09 20:00:00+00:00,short,110944.89,111501.58,SL,-1.1371,112.5694
BB v1 (Original),2025-09-10 12:00:00+00:00,2025-09-11 03:00:00+00:00,long,113270.47,114413.35,TP,2.2514,114.8208
BB v1 (Original),2025-09-11 13:00:00+00:00,2025-09-12 00:00:00+00:00,long,114680.28,115954.19,TP,2.2964,117.1172
BB v1 (Original),2025-09-12 18:00:00+00:00,2025-09-13 01:00:00+00:00,long,116507.12,115825.05,SL,-1.1712,115.946
BB v1 (Original),2025-09-13 16:00:00+00:00,2025-09-13 20:00:00+00:00,short,115382.09,115969.03,SL,-1.1595,114.7866
BB v1 (Original),2025-09-14 13:00:00+00:00,2025-09-14 21:00:00+00:00,short,115373.25,116003.97,SL,-1.1479,113.6387
BB v1 (Original),2025-09-15 00:00:00+00:00,2025-09-15 04:00:00+00:00,short,115079.08,116072.3,SL,-1.1364,112.5023
BB v1 (Original),2025-09-15 05:00:00+00:00,2025-09-15 07:00:00+00:00,long,116538.56,115852.2,SL,-1.125,111.3773
BB v1 (Original),2025-09-16 05:00:00+00:00,2025-09-16 11:00:00+00:00,long,115936.67,115324.49,SL,-1.1138,110.2635
BB v1 (Original),2025-09-16 17:00:00+00:00,2025-09-17 14:00:00+00:00,long,116555.5,115657.44,SL,-1.1026,109.1609
BB v1 (Original),2025-09-17 18:00:00+00:00,2025-09-17 21:00:00+00:00,short,115236.63,116094.56,SL,-1.0916,108.0693
BB v1 (Original),2025-09-18 03:00:00+00:00,2025-09-19 03:00:00+00:00,long,117653.34,117009.98,SL,-1.0807,106.9886
BB v1 (Original),2025-09-19 09:00:00+00:00,2025-09-19 19:00:00+00:00,short,116547.09,115209.88,TP,2.1398,109.1284
BB v1 (Original),2025-09-21 01:00:00+00:00,2025-09-22 01:00:00+00:00,short,115581.91,114324.44,TP,2.1826,111.3109
BB v1 (Original),2025-09-22 06:00:00+00:00,2025-09-23 19:00:00+00:00,short,112948.82,111654.03,TP,2.2262,113.5372
BB v1 (Original),2025-09-24 14:00:00+00:00,2025-09-25 00:00:00+00:00,long,113775.19,113096.49,SL,-1.1354,112.4018
BB v1 (Original),2025-09-25 04:00:00+00:00,2025-09-25 17:00:00+00:00,short,111713.3,108936.55,TP,2.248,114.6498
BB v1 (Original),2025-09-26 14:00:00+00:00,2025-09-26 16:00:00+00:00,short,108884.17,109500.84,SL,-1.1465,113.5033
BB v1 (Original),2025-09-28 14:00:00+00:00,2025-09-28 22:00:00+00:00,long,109876.07,111936.53,TP,2.2701,115.7734
BB v1 (Original),2025-09-29 13:00:00+00:00,2025-09-30 00:00:00+00:00,long,113375.45,114610.38,TP,2.3155,118.0889
BB v1 (Original),2025-09-30 09:00:00+00:00,2025-09-30 14:00:00+00:00,short,112874.59,113648.68,SL,-1.1809,116.908
BB v1 (Original),2025-10-01 08:00:00+00:00,2025-10-01 14:00:00+00:00,long,116106.1,117355.8,TP,2.3382,119.2461
BB v1 (Original),2025-10-02 15:00:00+00:00,2025-10-03 15:00:00+00:00,long,119966.58,122234.08,TP,2.3849,121.6311
BB v1 (Original),2025-10-05 02:00:00+00:00,2025-10-05 09:00:00+00:00,long,124008.9,123131.94,SL,-1.2163,120.4147
BB v1 (Original),2025-10-06 13:00:00+00:00,2025-10-07 02:00:00+00:00,long,124994.22,124367.96,SL,-1.2041,119.2106
BB v1 (Original),2025-10-07 14:00:00+00:00,2025-10-07 17:00:00+00:00,short,122808.08,121238.95,TP,2.3842,121.5948
BB v1 (Original),2025-10-08 10:00:00+00:00,2025-10-08 14:00:00+00:00,long,122978.48,122278.8,SL,-1.2159,120.3789
BB v1 (Original),2025-10-08 17:00:00+00:00,2025-10-08 19:00:00+00:00,long,124141.49,123520.2,SL,-1.2038,119.1751
BB v1 (Original),2025-10-09 16:00:00+00:00,2025-10-09 17:00:00+00:00,short,119976.65,120843.8,SL,-1.1918,117.9833
BB v1 (Original),2025-10-10 15:00:00+00:00,2025-10-10 17:00:00+00:00,short,119072.3,117743.96,TP,2.3597,120.343
BB v1 (Original),2025-10-11 20:00:00+00:00,2025-10-11 21:00:00+00:00,short,110234.76,111056.0,SL,-1.2034,119.1396
BB v1 (Original),2025-10-12 00:00:00+00:00,2025-10-12 03:00:00+00:00,short,109741.98,110776.9,SL,-1.1914,117.9482
BB v1 (Original),2025-10-12 15:00:00+00:00,2025-10-12 20:00:00+00:00,long,113342.65,115134.28,TP,2.359,120.3071
BB v1 (Original),2025-10-13 14:00:00+00:00,2025-10-13 16:00:00+00:00,short,114061.57,114806.57,SL,-1.2031,119.1041
BB v1 (Original),2025-10-14 03:00:00+00:00,2025-10-14 06:00:00+00:00,short,113584.58,112004.89,TP,2.3821,121.4861
BB v1 (Original),2025-10-15 12:00:00+00:00,2025-10-16 00:00:00+00:00,short,111745.39,110514.67,TP,2.4297,123.9159
BB v1 (Original),2025-10-16 15:00:00+00:00,2025-10-16 16:00:00+00:00,short,108513.43,109117.18,SL,-1.2392,122.6767
BB v1 (Original),2025-10-17 07:00:00+00:00,2025-10-17 15:00:00+00:00,short,105566.02,106720.64,SL,-1.2268,121.4499
BB v1 (Original),2025-10-19 08:00:00+00:00,2025-10-19 09:00:00+00:00,short,106496.45,107507.37,SL,-1.2145,120.2354
BB v1 (Original),2025-10-19 13:00:00+00:00,2025-10-19 18:00:00+00:00,long,108128.7,109434.1,TP,2.4047,122.6401
BB v1 (Original),2025-10-20 03:00:00+00:00,2025-10-20 06:00:00+00:00,long,110211.21,111347.2,TP,2.4528,125.0929
BB v1 (Original),2025-10-21 01:00:00+00:00,2025-10-21 04:00:00+00:00,short,109839.12,107843.02,TP,2.5019,127.5948
BB v1 (Original),2025-10-21 15:00:00+00:00,2025-10-21 17:00:00+00:00,long,113351.04,112091.45,SL,-1.2759,126.3189
BB v1 (Original),2025-10-22 21:00:00+00:00,2025-10-23 00:00:00+00:00,short,107200.1,107881.53,SL,-1.2632,125.0557
BB v1 (Original),2025-10-23 06:00:00+00:00,2025-10-23 07:00:00+00:00,long,110241.65,109303.32,SL,-1.2506,123.8051
BB v1 (Original),2025-10-23 17:00:00+00:00,2025-10-23 18:00:00+00:00,long,111233.19,110589.45,SL,-1.2381,122.5671
BB v1 (Original),2025-10-26 09:00:00+00:00,2025-10-26 12:00:00+00:00,long,112464.7,113605.49,TP,2.4513,125.0184
BB v1 (Original),2025-10-27 06:00:00+00:00,2025-10-27 08:00:00+00:00,long,116070.29,114994.01,SL,-1.2502,123.7682
BB v1 (Original),2025-10-27 20:00:00+00:00,2025-10-28 16:00:00+00:00,short,114515.88,115371.15,SL,-1.2377,122.5305
BB v1 (Original),2025-10-28 20:00:00+00:00,2025-10-29 07:00:00+00:00,short,112863.79,113547.7,SL,-1.2253,121.3052
BB v1 (Original),2025-10-29 15:00:00+00:00,2025-10-29 23:00:00+00:00,short,111546.14,110059.2,TP,2.4261,123.7313
BB v1 (Original),2025-10-30 04:00:00+00:00,2025-10-30 05:00:00+00:00,short,108786.55,110406.96,SL,-1.2373,122.494
BB v1 (Original),2025-10-30 12:00:00+00:00,2025-10-30 18:00:00+00:00,short,108398.95,106886.43,TP,2.4499,124.9439
BB v1 (Original),2025-11-01 16:00:00+00:00,2025-11-01 21:00:00+00:00,long,110508.95,109900.54,SL,-1.2494,123.6945
BB v1 (Original),2025-11-02 04:00:00+00:00,2025-11-02 21:00:00+00:00,long,110612.01,109998.62,SL,-1.2369,122.4575
BB v1 (Original),2025-11-03 02:00:00+00:00,2025-11-03 04:00:00+00:00,short,109036.6,107852.12,TP,2.4491,124.9067
BB v1 (Original),2025-11-04 05:00:00+00:00,2025-11-04 16:00:00+00:00,short,104219.15,102204.01,TP,2.4981,127.4048
BB v1 (Original),2025-11-04 17:00:00+00:00,2025-11-04 21:00:00+00:00,short,101085.31,99939.51,TP,2.5481,129.9529
BB v1 (Original),2025-11-05 15:00:00+00:00,2025-11-06 05:00:00+00:00,long,103686.02,103109.1,SL,-1.2995,128.6534
BB v1 (Original),2025-11-06 12:00:00+00:00,2025-11-06 13:00:00+00:00,short,102542.48,103404.25,SL,-1.2865,127.3668
BB v1 (Original),2025-11-06 14:00:00+00:00,2025-11-06 16:00:00+00:00,short,102043.24,100851.34,TP,2.5473,129.9142
BB v1 (Original),2025-11-07 11:00:00+00:00,2025-11-07 15:00:00+00:00,short,100313.25,100866.76,SL,-1.2991,128.615
BB v1 (Original),2025-11-07 19:00:00+00:00,2025-11-08 00:00:00+00:00,long,103244.18,102696.01,SL,-1.2861,127.3289
BB v1 (Original),2025-11-09 13:00:00+00:00,2025-11-09 18:00:00+00:00,long,102877.8,104487.05,TP,2.5466,129.8755
BB v1 (Original),2025-11-10 00:00:00+00:00,2025-11-10 01:00:00+00:00,long,106373.57,105757.21,SL,-1.2988,128.5767
BB v1 (Original),2025-11-11 12:00:00+00:00,2025-11-11 16:00:00+00:00,short,104469.06,103389.12,TP,2.5715,131.1482
BB v1 (Original),2025-11-12 09:00:00+00:00,2025-11-12 14:00:00+00:00,long,104490.35,103953.82,SL,-1.3115,129.8367
BB v1 (Original),2025-11-12 16:00:00+00:00,2025-11-13 01:00:00+00:00,short,101450.79,102002.4,SL,-1.2984,128.5384
BB v1 (Original),2025-11-13 16:00:00+00:00,2025-11-13 18:00:00+00:00,short,100566.23,98686.37,TP,2.5708,131.1091
BB v1 (Original),2025-11-14 12:00:00+00:00,2025-11-14 14:00:00+00:00,short,95309.58,96388.01,SL,-1.3111,129.7981
BB v1 (Original),2025-11-15 20:00:00+00:00,2025-11-16 02:00:00+00:00,short,95168.14,95843.08,SL,-1.298,128.5001
BB v1 (Original),2025-11-16 15:00:00+00:00,2025-11-16 21:00:00+00:00,short,94386.38,93437.63,TP,2.57,131.0701
BB v1 (Original),2025-11-17 17:00:00+00:00,2025-11-17 19:00:00+00:00,short,92683.47,91585.55,TP,2.6214,133.6915
BB v1 (Original),2025-11-18 16:00:00+00:00,2025-11-18 20:00:00+00:00,long,93389.55,92775.1,SL,-1.3369,132.3546
BB v1 (Original),2025-11-19 05:00:00+00:00,2025-11-19 06:00:00+00:00,short,90238.94,90916.23,SL,-1.3235,131.031
BB v1 (Original),2025-11-19 15:00:00+00:00,2025-11-19 19:00:00+00:00,short,89842.66,88828.66,TP,2.6206,133.6516
BB v1 (Original),2025-11-20 16:00:00+00:00,2025-11-20 18:00:00+00:00,short,87709.1,86323.63,TP,2.673,136.3247
BB v1 (Original),2025-11-21 09:00:00+00:00,2025-11-21 12:00:00+00:00,short,82355.16,83190.16,SL,-1.3632,134.9614
BB v1 (Original),2025-11-22 22:00:00+00:00,2025-11-22 23:00:00+00:00,long,85102.57,84648.61,SL,-1.3496,133.6118
BB v1 (Original),2025-11-23 01:00:00+00:00,2025-11-23 13:00:00+00:00,long,85791.63,86870.16,TP,2.6722,136.284
BB v1 (Original),2025-11-23 21:00:00+00:00,2025-11-23 23:00:00+00:00,long,87973.95,86798.77,SL,-1.3628,134.9212
BB v1 (Original),2025-11-24 09:00:00+00:00,2025-11-24 15:00:00+00:00,short,85968.67,86539.26,SL,-1.3492,133.572
BB v1 (Original),2025-11-24 17:00:00+00:00,2025-11-25 01:00:00+00:00,long,88394.14,87766.82,SL,-1.3357,132.2363
BB v1 (Original),2025-11-26 17:00:00+00:00,2025-11-27 01:00:00+00:00,long,89942.11,91038.15,TP,2.6447,134.881
BB v1 (Original),2025-11-28 13:00:00+00:00,2025-11-28 16:00:00+00:00,long,92297.05,90971.75,SL,-1.3488,133.5322
BB v1 (Original),2025-11-30 08:00:00+00:00,2025-11-30 23:00:00+00:00,long,91234.66,90389.11,SL,-1.3353,132.1969
BB v1 (Original),2025-12-02 14:00:00+00:00,2025-12-02 15:00:00+00:00,long,89157.06,90948.33,TP,2.6439,134.8408
BB v1 (Original),2025-12-04 02:00:00+00:00,2025-12-04 04:00:00+00:00,long,93982.41,93326.09,SL,-1.3484,133.4924
BB v1 (Original),2025-12-04 14:00:00+00:00,2025-12-04 15:00:00+00:00,short,91918.95,93007.49,SL,-1.3349,132.1575
BB v1 (Original),2025-12-05 09:00:00+00:00,2025-12-05 16:00:00+00:00,short,91147.05,88878.69,TP,2.6431,134.8006
BB v1 (Original),2025-12-06 14:00:00+00:00,2025-12-06 19:00:00+00:00,long,90050.11,89433.89,SL,-1.348,133.4526
BB v1 (Original),2025-12-07 14:00:00+00:00,2025-12-07 15:00:00+00:00,short,88224.41,89498.59,SL,-1.3345,132.1181
BB v1 (Original),2025-12-07 17:00:00+00:00,2025-12-07 21:00:00+00:00,long,90995.7,90123.94,SL,-1.3212,130.7969
BB v1 (Original),2025-12-09 15:00:00+00:00,2025-12-09 16:00:00+00:00,long,92724.47,94288.1,TP,2.6159,133.4128
BB v1 (Original),2025-12-11 00:00:00+00:00,2025-12-11 02:00:00+00:00,short,91422.46,90046.12,TP,2.6683,136.0811
BB v1 (Original),2025-12-11 20:00:00+00:00,2025-12-11 21:00:00+00:00,long,91813.82,92885.89,TP,2.7216,138.8027
BB v1 (Original),2025-12-12 15:00:00+00:00,2025-12-12 18:00:00+00:00,short,89817.98,90354.39,SL,-1.388,137.4147
BB v1 (Original),2025-12-14 10:00:00+00:00,2025-12-14 16:00:00+00:00,short,89864.77,88704.85,TP,2.7483,140.163
BB v1 (Original),2025-12-15 15:00:00+00:00,2025-12-15 17:00:00+00:00,short,86956.41,85712.15,TP,2.8033,142.9663
BB v1 (Original),2025-12-16 10:00:00+00:00,2025-12-16 13:00:00+00:00,long,87051.27,86548.97,SL,-1.4297,141.5366
